county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,207,13,34,1115.24
Atkinson,77,2,12,924.37
Bacon,181,3,16,1587.16
Baker,36,3,12,1155.33
Baldwin,430,32,72,967.86
Banks,110,1,17,550.5
Barrow,395,23,95,457.27
Bartow,562,39,148,507.35
Ben Hill,104,1,9,624.81
Berrien,77,0,4,399.46
Bibb,560,35,150,368.06
Bleckley,52,1,4,405.05
Brantley,70,2,6,364.55
Brooks,99,11,12,629.49
Bryan,87,5,18,222.3
Bulloch,110,3,13,138.42
Burke,126,6,31,563.96
Butts,246,32,28,977.2
Calhoun,149,6,20,2358.71
Camden,75,1,8,139.08
Candler,17,0,3,156.87
Carroll,619,39,108,515.32
Catoosa,249,3,20,362.07
Charlton,37,2,6,279.22
Chatham,651,30,145,222.81
Chattahoochee,272,0,7,2530.47
Chattooga,41,2,3,165.55
Cherokee,1052,38,157,394.57
Clarke,353,15,54,272
Clay,53,2,5,1856.39
Clayton,1461,73,204,479.27
Clinch,80,2,8,1201.92
Cobb,3679,218,774,465.35
Coffee,359,14,79,834.07
Colquitt,697,17,58,1535.48
Columbia,305,8,40,192.27
Cook,78,1,10,447.32
Coweta,519,12,53,341.45
Crawford,32,0,4,261.69
Crisp,246,11,41,1103.68
Dade,51,1,3,315.56
Dawson,121,3,19,447.8
DeKalb,4411,152,765,556.13
Decatur,236,8,25,896.59
Dodge,59,2,8,289.43
Dooly,193,12,41,1440.3
Dougherty,1841,151,450,2047.72
Douglas,669,32,151,440.4
Early,255,31,24,2513.31
Echols,162,0,6,4081.63
Effingham,86,1,13,134.32
Elbert,87,0,7,459.22
Emanuel,47,2,8,207.38
Evans,10,0,0,93.57
Fannin,69,1,5,262.16
Fayette,270,16,40,229.7
Floyd,375,15,46,375.32
Forsyth,603,13,78,238.81
Franklin,142,1,12,608.68
Fulton,5148,295,964,468.35
Gilmer,172,2,22,547.47
Glascock,1,0,0,33.06
Glynn,196,3,19,227.78
Gordon,260,18,37,447.9
Grady,147,4,32,599.02
Greene,86,8,19,459.48
Gwinnett,5451,156,798,561.3
Habersham,600,31,83,1310.04
Hall,2787,56,388,1350.62
Hancock,203,30,37,2477.72
Haralson,58,4,16,188.79
Harris,210,6,27,604.98
Hart,44,0,2,168.54
Heard,45,3,8,363.78
Henry,856,31,101,356.87
Houston,456,20,109,290.37
Irwin,38,1,8,402.84
Jackson,266,7,39,356.09
Jasper,56,1,7,394.39
Jeff Davis,62,2,5,409.29
Jefferson,58,1,10,378.76
Jenkins,47,7,17,548.04
Johnson,78,2,14,807.37
Jones,51,0,4,178.38
Lamar,79,5,12,408.33
Lanier,98,2,9,946.77
Laurens,118,1,17,249.49
Lee,374,22,67,1247.87
Liberty,96,1,15,155.08
Lincoln,18,1,6,221.54
Long,25,1,2,125.53
Lowndes,689,4,68,584.5
Lumpkin,109,1,24,322.47
Macon,112,8,36,862.33
Madison,74,2,13,245.22
Marion,63,2,11,759.68
McDuffie,75,5,20,347.27
McIntosh,19,1,2,130.43
Meriwether,133,3,19,632.73
Miller,45,0,3,780.71
Mitchell,433,38,96,1963.18
Monroe,133,14,26,479.68
Montgomery,22,0,2,238.51
Morgan,41,0,5,214.23
Murray,148,1,14,367.6
Muscogee,1078,29,157,562.55
Newton,425,11,74,378.27
Non-Georgia Resident,2776,37,158,0
Oconee,130,9,22,311.47
Oglethorpe,77,7,15,505.25
Paulding,415,13,82,240.52
Peach,91,8,25,332.42
Pickens,71,4,14,211.75
Pierce,132,4,24,675.36
Pike,71,4,11,376.46
Polk,167,1,15,384.07
Pulaski,46,2,7,422.29
Putnam,111,11,18,507.2
Quitman,14,1,4,610.29
Rabun,33,3,15,194.28
Randolph,191,23,36,2827.95
Richmond,687,38,183,339.7
Rockdale,347,9,82,365.42
Schley,20,1,7,379.15
Screven,65,4,19,467.63
Seminole,48,2,8,589.68
Spalding,326,25,59,471.71
Stephens,158,6,31,600.12
Stewart,68,1,14,1109.48
Sumter,523,50,141,1778.97
Talbot,50,2,13,811.95
Taliaferro,2,0,0,122.55
Tattnall,58,0,4,228.25
Taylor,26,2,10,326.72
Telfair,54,2,8,345.18
Terrell,218,27,52,2574.7
Thomas,365,33,68,821.5
Tift,433,22,81,1060.49
Toombs,126,5,13,466.96
Towns,35,1,10,290.84
Treutlen,17,0,2,248.94
Troup,805,23,100,1143.24
Turner,155,14,34,1919.27
Twiggs,22,1,7,272.08
Union,55,3,16,217.09
Unknown,1470,2,33,0
Upson,300,42,44,1141.68
Walker,236,3,11,339.03
Walton,331,23,55,345.46
Ware,290,15,59,808.86
Warren,20,0,9,383.88
Washington,76,1,9,374.35
Wayne,39,0,4,130.11
Webster,15,1,4,588.24
Wheeler,30,0,0,379.31
White,124,4,25,390.45
Whitfield,637,10,39,608.57
Wilcox,119,14,20,1353.81
Wilkes,41,1,7,409.43
Wilkinson,74,7,23,829.69
Worth,265,21,51,1315.66
