"age group","county name","cases","deaths","confirmed_case_hospitalization"
"01-04 years","Bulloch","206","0","1"
"05-09 years","Bulloch","367","0","1"
"10-17 years","Bulloch","999","0","3"
"18-29 years","Bulloch","3509","1","16"
"30-39 years","Bulloch","1305","5","31"
"40-49 years","Bulloch","1014","7","37"
"50-59 years","Bulloch","898","19","62"
"60-69 years","Bulloch","604","24","71"
"70-79 years","Bulloch","296","26","61"
"80 & Older years","Bulloch","142","19","43"
"<1 years","Bulloch","82","0","4"
"Unknown years","Bulloch","2","0","0"
"01-04 years","Burke","45","0","0"
"05-09 years","Burke","94","0","0"
"10-17 years","Burke","248","0","1"
"18-29 years","Burke","536","2","14"
"30-39 years","Burke","429","1","18"
"40-49 years","Burke","428","4","24"
"50-59 years","Burke","381","6","38"
"60-69 years","Burke","299","8","49"
"70-79 years","Burke","151","16","44"
"80 & Older years","Burke","51","12","19"
"<1 years","Burke","19","0","0"
"Unknown years","Burke","2","0","0"
"01-04 years","Butts","73","0","3"
"05-09 years","Butts","106","0","0"
"10-17 years","Butts","322","0","5"
"18-29 years","Butts","813","0","11"
"30-39 years","Butts","734","1","11"
"40-49 years","Butts","662","5","26"
"50-59 years","Butts","669","17","51"
"60-69 years","Butts","440","19","52"
"70-79 years","Butts","295","34","52"
"80 & Older years","Butts","174","39","17"
"<1 years","Butts","33","0","3"
"01-04 years","Calhoun","22","0","0"
"05-09 years","Calhoun","17","0","0"
"10-17 years","Calhoun","70","0","1"
"18-29 years","Calhoun","114","0","7"
"30-39 years","Calhoun","100","3","7"
"40-49 years","Calhoun","112","1","11"
"50-59 years","Calhoun","106","4","21"
"60-69 years","Calhoun","99","4","27"
"70-79 years","Calhoun","36","7","12"
"80 & Older years","Calhoun","25","2","10"
"<1 years","Calhoun","6","0","0"
"Unknown years","Calhoun","2","0","0"
"01-04 years","Camden","177","0","0"
"05-09 years","Camden","300","0","2"
"10-17 years","Camden","750","0","1"
"18-29 years","Camden","1640","0","11"
"30-39 years","Camden","1317","3","26"
"40-49 years","Camden","919","10","30"
"50-59 years","Camden","975","13","38"
"60-69 years","Camden","659","23","53"
"70-79 years","Camden","368","13","35"
"80 & Older years","Camden","145","22","29"
"<1 years","Camden","35","0","2"
"Unknown years","Camden","38","0","0"
"01-04 years","Candler","20","0","0"
"05-09 years","Candler","43","0","0"
"10-17 years","Candler","116","0","0"
"18-29 years","Candler","215","0","2"
"30-39 years","Candler","174","0","6"
"40-49 years","Candler","178","5","4"
"50-59 years","Candler","195","13","20"
"60-69 years","Candler","137","10","20"
"70-79 years","Candler","98","15","23"
"80 & Older years","Candler","35","8","15"
"<1 years","Candler","10","0","0"
"01-04 years","Carroll","240","0","3"
"05-09 years","Carroll","381","0","3"
"10-17 years","Carroll","1309","0","7"
"18-29 years","Carroll","3031","1","21"
"30-39 years","Carroll","2100","4","28"
"40-49 years","Carroll","1899","10","48"
"50-59 years","Carroll","1796","17","67"
"60-69 years","Carroll","1218","33","102"
"70-79 years","Carroll","672","40","79"
"80 & Older years","Carroll","358","58","56"
"<1 years","Carroll","86","0","2"
"Unknown years","Carroll","16","0","1"
"01-04 years","Catoosa","218","0","1"
"05-09 years","Catoosa","371","0","2"
"10-17 years","Catoosa","1064","0","2"
"18-29 years","Catoosa","2000","1","15"
"30-39 years","Catoosa","1622","2","15"
"40-49 years","Catoosa","1649","3","36"
"50-59 years","Catoosa","1479","12","59"
"60-69 years","Catoosa","1007","15","79"
"70-79 years","Catoosa","582","26","81"
"80 & Older years","Catoosa","383","44","62"
"<1 years","Catoosa","76","0","1"
"Unknown years","Catoosa","43","0","2"
"01-04 years","Charlton","26","0","0"
"05-09 years","Charlton","55","0","0"
"10-17 years","Charlton","120","0","0"
"18-29 years","Charlton","442","1","3"
"30-39 years","Charlton","371","2","6"
"40-49 years","Charlton","311","3","14"
"50-59 years","Charlton","225","5","13"
"60-69 years","Charlton","208","12","32"
"70-79 years","Charlton","104","11","25"
"80 & Older years","Charlton","40","10","18"
"<1 years","Charlton","10","0","0"
"Unknown years","Charlton","3","0","0"
"01-04 years","Chatham","1472","0","9"
"05-09 years","Chatham","2259","1","6"
"10-17 years","Chatham","4594","0","33"
"18-29 years","Chatham","11033","7","182"
"30-39 years","Chatham","8258","24","265"
"40-49 years","Chatham","6064","43","332"
"50-59 years","Chatham","5066","86","460"
"60-69 years","Chatham","3730","144","595"
"70-79 years","Chatham","1895","173","543"
"80 & Older years","Chatham","1045","211","444"
"<1 years","Chatham","529","0","17"
"Unknown years","Chatham","115","0","2"
"01-04 years","Chattahoochee","18","0","0"
"05-09 years","Chattahoochee","40","0","0"
"10-17 years","Chattahoochee","205","0","2"
"18-29 years","Chattahoochee","4702","7","10"
"30-39 years","Chattahoochee","478","2","5"
"40-49 years","Chattahoochee","105","1","1"
"50-59 years","Chattahoochee","66","1","10"
"60-69 years","Chattahoochee","30","1","7"
"70-79 years","Chattahoochee","20","1","6"
"80 & Older years","Chattahoochee","10","3","5"
"<1 years","Chattahoochee","14","0","0"
"Unknown years","Chattahoochee","2","0","0"
"01-04 years","Chattooga","75","0","0"
"05-09 years","Chattooga","141","0","1"
"10-17 years","Chattooga","496","0","3"
"18-29 years","Chattooga","806","0","9"
"30-39 years","Chattooga","673","2","13"
"40-49 years","Chattooga","688","6","35"
"50-59 years","Chattooga","660","13","47"
"60-69 years","Chattooga","497","23","60"
"70-79 years","Chattooga","301","22","70"
"80 & Older years","Chattooga","174","34","43"
"<1 years","Chattooga","36","0","3"
"Unknown years","Chattooga","12","0","1"
"01-04 years","Cherokee","737","0","8"
"05-09 years","Cherokee","1505","0","13"
"10-17 years","Cherokee","4476","0","24"
"18-29 years","Cherokee","7856","2","137"
"30-39 years","Cherokee","6150","8","187"
"40-49 years","Cherokee","6505","13","257"
"50-59 years","Cherokee","6149","44","396"
"60-69 years","Cherokee","3765","84","416"
"70-79 years","Cherokee","2288","130","408"
"80 & Older years","Cherokee","1191","190","340"
"<1 years","Cherokee","232","0","9"
"Unknown years","Cherokee","66","0","0"
"01-04 years","Clarke","478","0","8"
"05-09 years","Clarke","717","0","8"
"10-17 years","Clarke","1517","0","17"
"18-29 years","Clarke","10141","0","122"
"30-39 years","Clarke","3254","3","102"
"40-49 years","Clarke","2500","6","120"
"50-59 years","Clarke","2038","17","148"
"60-69 years","Clarke","1343","36","167"
"70-79 years","Clarke","794","60","180"
"80 & Older years","Clarke","382","61","113"
"<1 years","Clarke","166","0","5"
"Unknown years","Clarke","11","0","0"
"01-04 years","Clay","10","0","0"
"05-09 years","Clay","8","0","0"
"10-17 years","Clay","30","0","0"
"18-29 years","Clay","59","0","0"
"30-39 years","Clay","53","0","2"
"40-49 years","Clay","47","0","2"
"50-59 years","Clay","32","1","3"
"60-69 years","Clay","28","1","2"
"70-79 years","Clay","24","0","1"
"80 & Older years","Clay","14","2","4"
"<1 years","Clay","1","0","0"
"Unknown years","Clay","1","0","0"
"01-04 years","Clayton","1302","0","19"
"05-09 years","Clayton","2119","1","16"
"10-17 years","Clayton","4904","1","72"
"18-29 years","Clayton","10387","11","278"
"30-39 years","Clayton","9406","36","387"
"40-49 years","Clayton","7875","54","408"
"50-59 years","Clayton","6777","113","568"
"60-69 years","Clayton","4066","196","503"
"70-79 years","Clayton","1635","182","341"
"80 & Older years","Clayton","721","164","207"
"<1 years","Clayton","385","0","21"
"Unknown years","Clayton","52","0","9"
"01-04 years","Clinch","30","0","0"
"05-09 years","Clinch","39","0","0"
"10-17 years","Clinch","123","0","0"
"18-29 years","Clinch","224","0","2"
"30-39 years","Clinch","190","1","5"
"40-49 years","Clinch","166","0","4"
"50-59 years","Clinch","160","3","20"
"60-69 years","Clinch","166","12","24"
"70-79 years","Clinch","76","10","24"
"80 & Older years","Clinch","29","8","10"
"<1 years","Clinch","12","0","0"
"Unknown years","Clinch","1","0","0"
"01-04 years","Cobb","2429","1","31"
"05-09 years","Cobb","4695","0","30"
"10-17 years","Cobb","11411","0","76"
"18-29 years","Cobb","27414","10","333"
"30-39 years","Cobb","20472","36","391"
"40-49 years","Cobb","18733","63","587"
"50-59 years","Cobb","15968","130","810"
"60-69 years","Cobb","9598","247","806"
"70-79 years","Cobb","4946","376","746"
"80 & Older years","Cobb","2739","522","688"
"<1 years","Cobb","712","0","29"
"Unknown years","Cobb","116","0","1"
"01-04 years","Coffee","167","0","2"
"05-09 years","Coffee","283","0","4"
"10-17 years","Coffee","672","0","6"
"18-29 years","Coffee","1526","1","42"
"30-39 years","Coffee","1186","6","71"
"40-49 years","Coffee","1116","16","142"
"50-59 years","Coffee","1020","24","198"
"60-69 years","Coffee","752","51","196"
"70-79 years","Coffee","386","54","167"
"80 & Older years","Coffee","198","46","107"
"<1 years","Coffee","49","0","5"
"Unknown years","Coffee","11","0","0"
"01-04 years","Colquitt","104","0","0"
"05-09 years","Colquitt","276","0","2"
"10-17 years","Colquitt","887","0","12"
"18-29 years","Colquitt","1431","1","35"
"30-39 years","Colquitt","1071","3","35"
"40-49 years","Colquitt","1004","8","49"
"50-59 years","Colquitt","915","24","53"
"60-69 years","Colquitt","656","32","70"
"70-79 years","Colquitt","412","31","67"
"80 & Older years","Colquitt","210","39","43"
"<1 years","Colquitt","46","0","2"
"Unknown years","Colquitt","4","0","0"
"01-04 years","Columbia","308","1","3"
"05-09 years","Columbia","664","1","6"
"10-17 years","Columbia","1929","0","10"
"18-29 years","Columbia","3510","2","40"
"30-39 years","Columbia","3288","7","56"
"40-49 years","Columbia","2799","16","75"
"50-59 years","Columbia","2266","37","119"
"60-69 years","Columbia","1463","45","133"
"70-79 years","Columbia","768","67","154"
"80 & Older years","Columbia","433","89","141"
"<1 years","Columbia","99","0","6"
"Unknown years","Columbia","11","0","0"
"01-04 years","Cook","42","0","3"
"05-09 years","Cook","73","0","0"
"10-17 years","Cook","192","0","2"
"18-29 years","Cook","356","0","10"
"30-39 years","Cook","286","0","5"
"40-49 years","Cook","280","3","19"
"50-59 years","Cook","239","7","23"
"60-69 years","Cook","180","11","24"
"70-79 years","Cook","122","13","30"
"80 & Older years","Cook","79","19","17"
"<1 years","Cook","24","0","2"
"Unknown years","Cook","1","0","0"
"01-04 years","Coweta","407","0","3"
"05-09 years","Coweta","676","0","3"
"10-17 years","Coweta","1905","0","19"
"18-29 years","Coweta","3581","5","84"
"30-39 years","Coweta","2875","13","136"
"40-49 years","Coweta","2922","28","152"
"50-59 years","Coweta","3073","52","216"
"60-69 years","Coweta","1778","66","198"
"70-79 years","Coweta","1057","99","210"
"80 & Older years","Coweta","517","103","137"
"<1 years","Coweta","114","0","8"
"Unknown years","Coweta","13","0","0"
"01-04 years","Crawford","8","0","0"
"05-09 years","Crawford","15","0","0"
"10-17 years","Crawford","60","0","2"
"18-29 years","Crawford","168","0","4"
"30-39 years","Crawford","164","1","11"
"40-49 years","Crawford","134","3","8"
"50-59 years","Crawford","199","9","25"
"60-69 years","Crawford","160","12","25"
"70-79 years","Crawford","86","12","23"
"80 & Older years","Crawford","33","3","15"
"<1 years","Crawford","2","0","0"
"01-04 years","Crisp","35","0","0"
"05-09 years","Crisp","72","0","0"
"10-17 years","Crisp","233","0","3"
"18-29 years","Crisp","398","0","14"
"30-39 years","Crisp","373","2","20"
"40-49 years","Crisp","319","4","23"
"50-59 years","Crisp","298","4","31"
"60-69 years","Crisp","262","21","50"
"70-79 years","Crisp","133","16","35"
"80 & Older years","Crisp","75","20","18"
"<1 years","Crisp","20","0","0"
"Unknown years","Crisp","61","0","0"
"01-04 years","Dade","43","0","0"
"05-09 years","Dade","96","0","0"
"10-17 years","Dade","226","0","1"
"18-29 years","Dade","441","0","2"
"30-39 years","Dade","301","0","2"
"40-49 years","Dade","337","1","10"
"50-59 years","Dade","280","5","21"
"60-69 years","Dade","227","2","14"
"70-79 years","Dade","143","11","23"
"80 & Older years","Dade","67","3","13"
"<1 years","Dade","13","0","0"
"Unknown years","Dade","16","0","1"
"01-04 years","Dawson","93","0","0"
"05-09 years","Dawson","153","0","0"
"10-17 years","Dawson","447","0","6"
"18-29 years","Dawson","1070","0","20"
"30-39 years","Dawson","894","2","26"
"40-49 years","Dawson","768","2","42"
"50-59 years","Dawson","837","9","61"
"60-69 years","Dawson","614","15","97"
"70-79 years","Dawson","377","29","71"
"80 & Older years","Dawson","151","24","39"
"<1 years","Dawson","36","0","3"
"Unknown years","Dawson","37","0","1"
"01-04 years","DeKalb","2538","0","32"
"05-09 years","DeKalb","4022","0","35"
"10-17 years","DeKalb","8757","0","119"
"18-29 years","DeKalb","25314","16","709"
"30-39 years","DeKalb","22292","30","938"
"40-49 years","DeKalb","16919","63","1011"
"50-59 years","DeKalb","14318","159","1291"
"60-69 years","DeKalb","8867","267","1370"
"70-79 years","DeKalb","4335","336","1035"
"80 & Older years","DeKalb","2385","423","718"
"<1 years","DeKalb","730","0","31"
"Unknown years","DeKalb","270","0","16"
"01-04 years","Decatur","163","0","2"
"05-09 years","Decatur","182","0","0"
"10-17 years","Decatur","433","0","1"
"18-29 years","Decatur","817","1","20"
"30-39 years","Decatur","597","1","11"
"40-49 years","Decatur","582","3","32"
"50-59 years","Decatur","491","10","45"
"60-69 years","Decatur","365","18","56"
"70-79 years","Decatur","211","24","41"
"80 & Older years","Decatur","125","23","26"
"<1 years","Decatur","48","0","0"
"Unknown years","Decatur","5","0","0"
"01-04 years","Dodge","25","0","0"
"05-09 years","Dodge","49","0","0"
"10-17 years","Dodge","194","1","2"
"18-29 years","Dodge","386","0","7"
"30-39 years","Dodge","250","2","10"
"40-49 years","Dodge","268","3","13"
"50-59 years","Dodge","249","6","23"
"60-69 years","Dodge","194","19","32"
"70-79 years","Dodge","105","18","24"
"80 & Older years","Dodge","68","15","16"
"<1 years","Dodge","11","0","0"
"01-04 years","Dooly","26","0","0"
"05-09 years","Dooly","43","0","0"
"10-17 years","Dooly","132","0","1"
"18-29 years","Dooly","231","1","5"
"30-39 years","Dooly","171","0","12"
"40-49 years","Dooly","211","2","14"
"50-59 years","Dooly","211","6","22"
"60-69 years","Dooly","171","11","27"
"70-79 years","Dooly","81","10","20"
"80 & Older years","Dooly","31","9","6"
"<1 years","Dooly","8","0","0"
"Unknown years","Dooly","17","0","0"
"01-04 years","Dougherty","281","0","5"
"05-09 years","Dougherty","618","0","0"
"10-17 years","Dougherty","1461","0","16"
"18-29 years","Dougherty","2360","3","152"
"30-39 years","Dougherty","1953","8","132"
"40-49 years","Dougherty","1659","31","173"
"50-59 years","Dougherty","1522","42","227"
"60-69 years","Dougherty","1204","103","338"
"70-79 years","Dougherty","631","90","233"
"80 & Older years","Dougherty","385","122","172"
"<1 years","Dougherty","103","0","9"
"Unknown years","Dougherty","10","0","0"
"01-04 years","Douglas","554","0","8"
"05-09 years","Douglas","988","0","9"
"10-17 years","Douglas","2670","1","27"
"18-29 years","Douglas","5056","0","72"
"30-39 years","Douglas","4338","8","109"
"40-49 years","Douglas","4502","14","175"
"50-59 years","Douglas","3873","33","231"
"60-69 years","Douglas","2146","63","242"
"70-79 years","Douglas","1025","75","187"
"80 & Older years","Douglas","467","74","135"
"<1 years","Douglas","169","0","8"
"Unknown years","Douglas","26","0","1"
"01-04 years","Early","57","0","0"
"05-09 years","Early","74","0","0"
"10-17 years","Early","275","0","0"
"18-29 years","Early","312","1","12"
"30-39 years","Early","261","1","6"
"40-49 years","Early","275","1","13"
"50-59 years","Early","261","5","17"
"60-69 years","Early","177","12","21"
"70-79 years","Early","109","20","23"
"80 & Older years","Early","59","13","19"
"<1 years","Early","9","0","0"
"Unknown years","Early","2","0","0"
"01-04 years","Echols","11","0","0"
"05-09 years","Echols","9","0","0"
"10-17 years","Echols","33","0","1"
"18-29 years","Echols","146","0","2"
"30-39 years","Echols","70","1","4"
"40-49 years","Echols","53","0","1"
"50-59 years","Echols","52","1","2"
"60-69 years","Echols","25","0","1"
"70-79 years","Echols","21","2","3"
"80 & Older years","Echols","5","1","2"
"<1 years","Echols","3","0","0"
"01-04 years","Effingham","219","0","1"
"05-09 years","Effingham","442","0","3"
"10-17 years","Effingham","1062","0","2"
"18-29 years","Effingham","1563","1","14"
"30-39 years","Effingham","1562","4","43"
"40-49 years","Effingham","1323","10","71"
"50-59 years","Effingham","1169","32","116"
"60-69 years","Effingham","748","27","119"
"70-79 years","Effingham","382","39","110"
"80 & Older years","Effingham","168","41","51"
"<1 years","Effingham","69","0","5"
"Unknown years","Effingham","19","0","0"
"01-04 years","Elbert","41","0","0"
"05-09 years","Elbert","68","0","0"
"10-17 years","Elbert","180","0","3"
"18-29 years","Elbert","431","1","6"
"30-39 years","Elbert","327","0","13"
"40-49 years","Elbert","325","1","16"
"50-59 years","Elbert","343","2","33"
"60-69 years","Elbert","272","8","38"
"70-79 years","Elbert","208","24","52"
"80 & Older years","Elbert","158","37","53"
"<1 years","Elbert","21","0","4"
"Unknown years","Elbert","5","0","0"
"01-04 years","Emanuel","67","0","2"
"05-09 years","Emanuel","106","0","1"
"10-17 years","Emanuel","343","0","3"
"18-29 years","Emanuel","584","1","5"
"30-39 years","Emanuel","466","0","19"
"40-49 years","Emanuel","463","4","17"
"50-59 years","Emanuel","395","10","40"
"60-69 years","Emanuel","311","16","36"
"70-79 years","Emanuel","187","22","37"
"80 & Older years","Emanuel","78","21","24"
"<1 years","Emanuel","15","0","1"
"Unknown years","Emanuel","5","0","1"
"01-04 years","Evans","27","0","0"
"05-09 years","Evans","57","0","0"
"10-17 years","Evans","135","0","2"
"18-29 years","Evans","258","1","3"
"30-39 years","Evans","231","0","4"
"40-49 years","Evans","193","4","22"
"50-59 years","Evans","190","6","21"
"60-69 years","Evans","120","7","22"
"70-79 years","Evans","73","15","24"
"80 & Older years","Evans","28","4","15"
"<1 years","Evans","9","0","0"
"01-04 years","Fannin","42","0","1"
"05-09 years","Fannin","84","0","0"
"10-17 years","Fannin","311","0","2"
"18-29 years","Fannin","537","0","8"
"30-39 years","Fannin","417","2","13"
"40-49 years","Fannin","478","5","19"
"50-59 years","Fannin","616","7","47"
"60-69 years","Fannin","612","20","66"
"70-79 years","Fannin","417","26","77"
"80 & Older years","Fannin","206","41","56"
"<1 years","Fannin","10","0","1"
"Unknown years","Fannin","3","0","0"
"01-04 years","Fayette","271","0","3"
"05-09 years","Fayette","554","0","4"
"10-17 years","Fayette","1521","0","13"
"18-29 years","Fayette","2625","4","37"
"30-39 years","Fayette","1903","6","55"
"40-49 years","Fayette","2376","6","91"
"50-59 years","Fayette","2338","17","161"
"60-69 years","Fayette","1643","34","151"
"70-79 years","Fayette","837","82","185"
"80 & Older years","Fayette","500","83","132"
"<1 years","Fayette","79","0","4"
"Unknown years","Fayette","23","0","0"
"01-04 years","Floyd","390","0","6"
"05-09 years","Floyd","715","0","1"
"10-17 years","Floyd","2216","1","15"
"18-29 years","Floyd","4242","4","64"
"30-39 years","Floyd","3178","7","79"
"40-49 years","Floyd","2903","18","145"
"50-59 years","Floyd","2819","44","245"
"60-69 years","Floyd","1967","62","291"
"70-79 years","Floyd","1156","92","293"
"80 & Older years","Floyd","615","102","205"
"<1 years","Floyd","163","0","8"
"Unknown years","Floyd","101","0","2"
"01-04 years","Forsyth","822","0","9"
"05-09 years","Forsyth","2016","0","2"
"10-17 years","Forsyth","5121","0","13"
"18-29 years","Forsyth","6185","0","67"
"30-39 years","Forsyth","5279","3","97"
"40-49 years","Forsyth","6701","12","186"
"50-59 years","Forsyth","5527","27","254"
"60-69 years","Forsyth","2847","47","242"
"70-79 years","Forsyth","1606","89","296"
"80 & Older years","Forsyth","870","119","230"
"<1 years","Forsyth","181","0","7"
"Unknown years","Forsyth","328","0","1"
"01-04 years","Franklin","57","0","1"
"05-09 years","Franklin","120","0","0"
"10-17 years","Franklin","373","0","6"
"18-29 years","Franklin","759","1","17"
"30-39 years","Franklin","545","0","13"
"40-49 years","Franklin","564","2","24"
"50-59 years","Franklin","580","5","39"
"60-69 years","Franklin","477","9","48"
"70-79 years","Franklin","284","27","50"
"80 & Older years","Franklin","138","27","35"
"<1 years","Franklin","26","0","4"
"Unknown years","Franklin","45","0","0"
"01-04 years","Fulton","3311","0","57"
"05-09 years","Fulton","5635","0","42"
"10-17 years","Fulton","13942","1","133"
"18-29 years","Fulton","40264","6","859"
"30-39 years","Fulton","32141","51","1085"
"40-49 years","Fulton","24618","65","1166"
"50-59 years","Fulton","20555","189","1661"
"60-69 years","Fulton","11959","336","1551"
"70-79 years","Fulton","5972","468","1266"
