"sex","county name","cases","deaths","confirmed_case_hospitalization"
"Female","Georgia","919331","12512","51470"
"Male","Georgia","765225","14335","48390"
"Unknown","Georgia","12422","7","261"
"Female","Appling","1736","47","128"
"Male","Appling","1448","52","122"
"Unknown","Appling","11","0","0"
"Female","Atkinson","733","12","94"
"Male","Atkinson","599","20","93"
"Unknown","Atkinson","4","0","0"
"Female","Bacon","1025","22","83"
"Male","Bacon","1190","31","91"
"Unknown","Bacon","4","0","0"
"Female","Baker","155","5","21"
"Male","Baker","129","8","23"
"Female","Baldwin","3700","60","175"
"Male","Baldwin","2881","117","235"
"Unknown","Baldwin","18","0","0"
"Female","Banks","1633","34","165"
"Male","Banks","1358","33","140"
"Unknown","Banks","15","0","0"
"Female","Barrow","9460","99","497"
"Male","Barrow","7967","105","436"
"Unknown","Barrow","64","0","1"
"Female","Bartow","10478","158","563"
"Male","Bartow","9019","185","575"
"Unknown","Bartow","106","0","0"
"Female","Ben Hill","1172","31","98"
"Male","Ben Hill","864","41","84"
"Unknown","Ben Hill","4","0","0"
"Female","Berrien","953","27","56"
"Male","Berrien","777","24","46"
"Unknown","Berrien","5","0","0"
"Female","Bibb","14894","314","1371"
"Male","Bibb","10854","293","1143"
"Unknown","Bibb","184","0","1"
"Female","Bleckley","743","23","35"
"Male","Bleckley","553","18","30"
"Unknown","Bleckley","6","0","0"
"Female","Brantley","1163","36","90"
"Male","Brantley","975","42","79"
"Unknown","Brantley","6","0","0"
"Female","Brooks","915","22","75"
"Male","Brooks","707","35","63"
"Unknown","Brooks","6","0","0"
"Female","Bryan","3025","25","158"
"Male","Bryan","2756","40","191"
"Unknown","Bryan","3","0","0"
"Female","Bulloch","5307","57","182"
"Male","Bulloch","4093","44","148"
"Unknown","Bulloch","24","0","0"
"Female","Burke","1489","25","109"
"Male","Burke","1184","24","97"
"Unknown","Burke","10","0","1"
"Female","Butts","2135","54","102"
"Male","Butts","2158","61","129"
"Unknown","Butts","28","0","0"
"Female","Calhoun","362","14","43"
"Male","Calhoun","346","7","53"
"Unknown","Calhoun","1","0","0"
"Female","Camden","3893","41","122"
"Male","Camden","3380","43","105"
"Unknown","Camden","50","0","0"
"Female","Candler","666","17","53"
"Male","Candler","555","34","37"
"Female","Carroll","6981","75","196"
"Male","Carroll","6071","88","217"
"Unknown","Carroll","54","0","4"
"Female","Catoosa","5558","56","177"
"Male","Catoosa","4847","47","175"
"Unknown","Catoosa","89","0","3"
"Female","Charlton","755","18","60"
"Male","Charlton","1149","26","51"
"Unknown","Charlton","11","0","0"
"Female","Chatham","25290","312","1497"
"Male","Chatham","20682","377","1387"
"Unknown","Chatham","88","0","4"
"Female","Chattahoochee","508","3","19"
"Male","Chattahoochee","5165","13","27"
"Unknown","Chattahoochee","17","0","0"
"Female","Chattooga","2488","46","133"
"Male","Chattooga","2054","54","152"
"Unknown","Chattooga","17","0","0"
"Female","Cherokee","21851","198","1023"
"Male","Cherokee","18943","273","1171"
"Unknown","Cherokee","126","0","1"
"Female","Clarke","13160","76","522"
"Male","Clarke","10129","107","466"
"Unknown","Clarke","52","0","2"
"Female","Clay","179","1","8"
"Male","Clay","126","3","6"
"Unknown","Clay","2","0","0"
"Female","Clayton","28538","381","1540"
"Male","Clayton","20882","377","1286"
"Unknown","Clayton","209","0","3"
"Female","Clinch","637","15","46"
"Male","Clinch","578","19","43"
"Unknown","Clinch","1","0","0"
"Female","Cobb","64844","623","2246"
"Male","Cobb","53909","762","2276"
"Unknown","Cobb","480","0","6"
"Female","Coffee","4053","105","526"
"Male","Coffee","3291","93","414"
"Unknown","Coffee","22","0","0"
"Female","Colquitt","3714","59","182"
"Male","Colquitt","3289","79","186"
"Unknown","Colquitt","13","0","0"
"Female","Columbia","9347","108","374"
"Male","Columbia","8147","157","368"
"Unknown","Columbia","44","0","1"
"Female","Cook","1060","24","73"
"Male","Cook","812","29","62"
"Unknown","Cook","2","0","0"
"Female","Coweta","10151","156","611"
"Male","Coweta","8698","210","550"
"Unknown","Coweta","69","0","5"
"Female","Crawford","557","18","55"
"Male","Crawford","466","22","58"
"Unknown","Crawford","6","0","0"
"Female","Crisp","1271","33","116"
"Male","Crisp","990","34","78"
"Unknown","Crisp","18","0","0"
"Female","Dade","1139","14","44"
"Male","Dade","1032","8","43"
"Unknown","Dade","19","0","0"
"Female","Dawson","2935","33","170"
"Male","Dawson","2510","48","196"
"Unknown","Dawson","32","0","0"
"Female","DeKalb","61342","622","3895"
"Male","DeKalb","48542","672","3396"
"Unknown","DeKalb","863","0","14"
"Female","Decatur","2294","36","132"
"Male","Decatur","1698","44","102"
"Unknown","Decatur","27","0","0"
"Female","Dodge","970","29","66"
"Male","Dodge","812","35","61"
"Unknown","Dodge","17","0","0"
"Female","Dooly","721","17","55"
"Male","Dooly","608","22","52"
"Unknown","Dooly","4","0","0"
"Female","Dougherty","6998","210","835"
"Male","Dougherty","5047","188","621"
"Unknown","Dougherty","142","1","1"
"Female","Douglas","14371","131","647"
"Male","Douglas","11363","137","555"
"Unknown","Douglas","80","0","2"
"Female","Early","1110","30","73"
"Male","Early","752","23","38"
"Unknown","Early","9","0","0"
"Female","Echols","176","1","4"
"Male","Echols","251","4","12"
"Unknown","Echols","1","0","0"
"Female","Effingham","4671","65","269"
"Male","Effingham","4040","89","266"
"Unknown","Effingham","15","0","0"
"Female","Elbert","1368","36","131"
"Male","Elbert","1003","37","86"
