county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,172,13,31,926.67
Atkinson,54,2,10,648.26
Bacon,137,3,13,1201.33
Baker,35,3,12,1123.23
Baldwin,380,27,71,855.32
Banks,87,1,13,435.39
Barrow,333,19,80,385.49
Bartow,504,39,140,454.99
Ben Hill,84,1,9,504.66
Berrien,51,0,3,264.58
Bibb,494,29,140,324.68
Bleckley,48,0,3,373.89
Brantley,61,2,5,317.68
Brooks,76,8,10,483.25
Bryan,78,5,18,199.3
Bulloch,77,2,11,96.9
Burke,123,6,30,550.53
Butts,240,24,28,953.36
Calhoun,136,6,18,2152.92
Camden,68,1,7,126.1
Candler,13,0,3,119.96
Carroll,568,28,104,472.86
Catoosa,146,0,10,212.3
Charlton,32,1,6,241.49
Chatham,525,27,115,179.69
Chattahoochee,166,0,6,1544.33
Chattooga,25,2,3,100.94
Cherokee,934,33,144,350.32
Clarke,299,15,50,230.39
Clay,42,2,5,1471.1
Clayton,1282,51,191,420.55
Clinch,65,2,7,976.56
Cobb,3165,190,699,400.33
Coffee,289,15,67,671.44
Colquitt,523,15,48,1152.16
Columbia,266,8,36,167.68
Cook,47,2,10,269.54
Coweta,440,9,53,289.47
Crawford,28,0,4,228.98
Crisp,238,8,39,1067.79
Dade,40,1,3,247.49
Dawson,110,1,18,407.09
DeKalb,3939,122,692,496.62
Decatur,205,6,24,778.82
Dodge,52,2,8,255.09
Dooly,186,12,38,1388.06
Dougherty,1794,149,441,1995.44
Douglas,571,25,127,375.89
Early,247,32,22,2434.46
Echols,130,0,5,3275.38
Effingham,77,1,12,120.26
Elbert,76,0,6,401.16
Emanuel,28,2,5,123.54
Evans,6,0,0,56.14
Fannin,50,1,5,189.97
Fayette,241,13,40,205.03
Floyd,292,15,43,292.25
Forsyth,535,12,73,211.88
Franklin,123,1,10,527.24
Fulton,4724,250,901,429.77
Gilmer,158,1,21,502.91
Glascock,1,0,0,33.06
Glynn,139,2,16,161.54
Gordon,181,16,35,311.81
Grady,119,4,28,484.92
Greene,73,7,19,390.02
Gwinnett,4267,135,693,439.38
Habersham,545,24,76,1189.96
Hall,2566,50,350,1243.52
Hancock,196,25,36,2392.29
Haralson,50,4,14,162.75
Harris,120,6,16,345.7
Hart,36,0,1,137.89
Heard,37,3,8,299.11
Henry,742,23,91,309.34
Houston,390,19,95,248.35
Irwin,33,1,8,349.84
Jackson,210,6,36,281.12
Jasper,45,1,7,316.92
Jeff Davis,38,1,5,250.86
Jefferson,47,1,7,306.93
Jenkins,22,1,8,256.53
Johnson,83,2,14,859.12
Jones,48,0,4,167.88
Lamar,75,2,12,387.66
Lanier,27,2,7,260.84
Laurens,108,1,18,228.35
Lee,361,22,65,1204.5
Liberty,85,1,14,137.31
Lincoln,16,0,6,196.92
Long,16,1,2,80.34
Lowndes,356,4,53,302.01
Lumpkin,101,1,20,298.8
Macon,104,6,36,800.74
Madison,61,1,12,202.14
Marion,59,2,11,711.44
McDuffie,70,5,19,324.12
McIntosh,15,1,2,102.97
Meriwether,99,2,18,470.98
Miller,42,0,3,728.66
Mitchell,416,32,95,1886.11
Monroe,123,11,25,443.61
Montgomery,11,0,1,119.25
Morgan,38,0,5,198.56
Murray,100,1,11,248.38
Muscogee,697,21,110,363.73
Newton,382,11,67,340
Non-Georgia Resident,2319,31,128,0
Oconee,120,9,21,287.51
Oglethorpe,63,7,13,413.39
Paulding,340,11,72,197.05
Peach,76,4,23,277.63
Pickens,50,4,13,149.12
Pierce,109,4,23,557.69
Pike,57,3,11,302.23
Polk,138,1,13,317.37
Pulaski,43,2,6,394.75
Putnam,97,9,16,443.23
Quitman,14,1,4,610.29
Rabun,25,1,10,147.18
Randolph,181,19,33,2679.89
Richmond,609,25,170,301.13
Rockdale,302,8,74,318.03
Schley,17,1,7,322.27
Screven,56,3,17,402.88
Seminole,45,2,8,552.83
Spalding,281,22,52,406.6
Stephens,144,3,27,546.95
Stewart,54,1,14,881.06
Sumter,490,44,138,1666.72
Talbot,40,2,13,649.56
Taliaferro,1,0,0,61.27
Tattnall,29,0,3,114.12
Taylor,23,2,10,289.02
Telfair,38,1,7,242.9
Terrell,217,26,52,2562.89
Thomas,349,32,68,785.49
Tift,277,18,69,678.42
Toombs,60,4,11,222.36
Towns,27,1,9,224.36
Treutlen,13,0,1,190.36
Troup,363,11,84,515.52
Turner,134,13,28,1659.24
Twiggs,18,1,6,222.61
Union,48,1,13,189.46
Unknown,1196,0,36,0
Upson,289,34,43,1099.82
Walker,178,0,5,255.71
Walton,288,15,51,300.58
Ware,238,14,56,663.82
Warren,18,0,9,345.49
Washington,74,1,8,364.5
Wayne,22,0,3,73.4
Webster,13,1,4,509.8
Wheeler,13,0,0,164.37
White,110,3,24,346.37
Whitfield,427,7,30,407.94
Wilcox,117,13,20,1331.06
Wilkes,34,1,6,339.52
Wilkinson,70,7,23,784.84
Worth,228,21,47,1131.96
