county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,185,13,34,996.71
Atkinson,60,2,10,720.29
Bacon,144,3,12,1262.71
Baker,36,3,12,1155.33
Baldwin,388,27,72,873.32
Banks,90,1,13,450.41
Barrow,342,20,80,395.91
Bartow,522,39,141,471.24
Ben Hill,90,1,9,540.7
Berrien,58,1,4,300.89
Bibb,503,30,142,330.59
Bleckley,50,0,3,389.47
Brantley,62,2,5,322.88
Brooks,79,8,10,502.32
Bryan,77,5,18,196.74
Bulloch,82,2,11,103.19
Burke,125,6,30,559.48
Butts,244,24,28,969.25
Calhoun,138,6,19,2184.58
Camden,69,1,8,127.96
Candler,13,0,3,119.96
Carroll,580,28,105,482.85
Catoosa,159,0,11,231.2
Charlton,32,1,6,241.49
Chatham,545,27,122,186.53
Chattahoochee,173,0,6,1609.45
Chattooga,25,2,3,100.94
Cherokee,959,34,145,359.69
Clarke,321,15,51,247.34
Clay,47,2,5,1646.23
Clayton,1328,51,193,435.64
Clinch,69,2,7,1036.66
Cobb,3249,193,710,410.96
Coffee,299,14,68,694.67
Colquitt,568,15,49,1251.29
Columbia,274,8,38,172.73
Cook,57,2,10,326.89
Coweta,463,9,53,304.6
Crawford,29,0,4,237.16
Crisp,238,8,39,1067.79
Dade,42,1,3,259.87
Dawson,113,1,18,418.19
DeKalb,4012,125,700,505.83
Decatur,209,6,25,794.01
Dodge,53,2,8,260
Dooly,191,12,38,1425.37
Dougherty,1803,149,441,2005.45
Douglas,592,25,133,389.71
Early,249,31,22,2454.17
Echols,147,0,5,3703.7
Effingham,78,1,12,121.83
Elbert,79,0,6,417
Emanuel,31,2,6,136.78
Evans,6,0,0,56.14
Fannin,52,1,5,197.57
Fayette,245,15,40,208.43
Floyd,323,15,43,323.27
Forsyth,546,12,73,216.23
Franklin,132,1,10,565.82
Fulton,4823,252,913,438.78
Gilmer,160,1,21,509.28
Glascock,1,0,0,33.06
Glynn,155,2,16,180.13
Gordon,202,16,34,347.98
Grady,119,4,28,484.92
Greene,78,7,19,416.73
Gwinnett,4440,137,710,457.19
Habersham,557,25,77,1216.16
Hall,2616,50,355,1267.76
Hancock,199,26,37,2428.9
Haralson,52,4,15,169.26
Harris,125,6,16,360.11
Hart,39,0,1,149.39
Heard,36,3,7,291.03
Henry,756,22,93,315.18
Houston,401,19,96,255.35
Irwin,34,1,8,360.44
Jackson,226,7,36,302.54
Jasper,48,1,7,338.05
Jeff Davis,46,1,5,303.67
Jefferson,50,1,8,326.52
Jenkins,27,2,9,314.83
Johnson,82,2,13,848.77
Jones,49,0,4,171.38
Lamar,76,3,12,392.83
Lanier,32,2,7,309.15
Laurens,109,1,18,230.46
Lee,366,22,66,1221.18
Liberty,87,1,14,140.54
Lincoln,16,1,6,196.92
Long,16,1,2,80.34
Lowndes,441,4,54,374.12
Lumpkin,102,1,20,301.76
Macon,106,6,36,816.14
Madison,65,1,12,215.4
Marion,59,2,11,711.44
McDuffie,72,5,19,333.38
McIntosh,15,1,2,102.97
Meriwether,106,2,18,504.28
Miller,42,0,3,728.66
Mitchell,417,34,95,1890.64
Monroe,123,11,26,443.61
Montgomery,13,0,1,140.94
Morgan,39,0,5,203.78
Murray,109,1,11,270.73
Muscogee,776,21,118,404.96
Newton,389,10,66,346.23
Non-Georgia Resident,2527,32,136,0
Oconee,123,9,21,294.7
Oglethorpe,66,7,13,433.07
Paulding,352,12,73,204.01
Peach,78,5,23,284.93
Pickens,52,4,13,155.08
Pierce,117,4,24,598.62
Pike,61,3,11,323.44
Polk,140,1,14,321.97
Pulaski,43,2,6,394.75
Putnam,100,9,17,456.93
Quitman,14,1,4,610.29
Rabun,26,1,10,153.07
Randolph,183,19,33,2709.51
Richmond,627,30,174,310.03
Rockdale,308,8,74,324.35
Schley,18,1,7,341.23
Screven,57,3,18,410.07
Seminole,46,2,8,565.11
Spalding,294,21,52,425.41
Stephens,144,3,27,546.95
Stewart,57,1,13,930
Sumter,494,45,137,1680.33
Talbot,41,2,13,665.8
Taliaferro,1,0,0,61.27
Tattnall,30,0,3,118.06
Taylor,23,2,10,289.02
Telfair,38,1,7,242.9
Terrell,217,26,52,2562.89
Thomas,353,33,68,794.49
Tift,312,19,71,764.14
Toombs,65,4,12,240.89
Towns,30,1,9,249.29
Treutlen,14,0,1,205.01
Troup,426,11,89,604.99
Turner,139,13,28,1721.15
Twiggs,18,1,6,222.61
Union,49,1,14,193.41
Unknown,1403,2,36,0
Upson,290,35,43,1103.63
Walker,194,0,5,278.7
Walton,299,15,51,312.06
Ware,248,14,56,691.71
Warren,18,0,9,345.49
Washington,74,1,8,364.5
Wayne,25,0,3,83.41
Webster,14,1,4,549.02
Wheeler,14,0,0,177.01
White,113,3,24,355.82
Whitfield,494,7,31,471.95
Wilcox,117,13,20,1331.06
Wilkes,34,1,6,339.52
Wilkinson,71,7,23,796.05
Worth,235,21,48,1166.72
