"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","7233","37"
"Hispanic/Latino","American Indian/Alaska Native","431","2"
"Hispanic/Latino","Asian","742","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","473","4"
"Hispanic/Latino","Other","53702","454"
"Hispanic/Latino","Unknown","29361","14"
"Hispanic/Latino","White","73551","837"
"Non-Hispanic/Latino","African-American/Black","435259","8884"
"Non-Hispanic/Latino","American Indian/Alaska Native","901","23"
"Non-Hispanic/Latino","Asian","32993","448"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1156","17"
"Non-Hispanic/Latino","Other","26798","103"
"Non-Hispanic/Latino","Unknown","13023","12"
"Non-Hispanic/Latino","White","584676","15620"
"Unknown","African-American/Black","34812","15"
"Unknown","American Indian/Alaska Native","438","0"
"Unknown","Asian","5688","2"
"Unknown","Native Hawaiian/Pacific Islander","295","0"
"Unknown","Other","32781","13"
"Unknown","Unknown","193313","77"
"Unknown","White","45273","24"
