"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases"
"Appling","1099","US-13001","13","1","18561","101","34","5921.02","183.18","377.13","70"
"Atkinson","455","US-13003","13","3","8330","59","4","5462.18","48.02","156.06","13"
"Bacon","614","US-13005","13","5","11404","46","14","5384.08","122.76","140.3","16"
"Baker","85","US-13007","13","7","3116","20","6","2727.86","192.55","0","0"
"Baldwin","2193","US-13009","13","9","44428","170","61","4936.08","137.3","234.09","104"
"Banks","523","US-13011","13","11","19982","71","8","2617.36","40.04","165.15","33"
"Barrow","2375","US-13013","13","13","86383","252","47","2749.38","54.41","201.43","174"
"Bartow","3130","US-13015","13","15","110771","309","91","2825.65","82.15","185.97","206"
"Ben Hill","824","US-13017","13","17","16645","86","27","4950.44","162.21","330.43","55"
"Berrien","468","US-13019","13","19","19276","24","12","2427.89","62.25","98.57","19"
"Bibb","6270","US-13021","13","21","152150","878","186","4120.93","122.25","166.28","253"
"Bleckley","457","US-13023","13","23","12838","29","21","3559.74","163.58","288.21","37"
"Brantley","370","US-13025","13","25","19202","36","11","1926.88","57.29","124.99","24"
"Brooks","530","US-13027","13","27","15727","55","26","3370","165.32","57.23","9"
"Bryan","1209","US-13029","13","29","39137","84","13","3089.15","33.22","153.31","60"
"Bulloch","2951","US-13031","13","31","79467","135","32","3713.49","40.27","93.12","74"
"Burke","852","US-13033","13","33","22342","88","11","3813.45","49.23","223.79","50"
"Butts","715","US-13035","13","35","25174","54","43","2840.23","170.81","246.29","62"
"Calhoun","255","US-13037","13","37","6317","46","9","4036.73","142.47","205.79","13"
"Camden","1353","US-13039","13","39","53924","66","16","2509.09","29.67","113.12","61"
"Candler","491","US-13043","13","43","10837","34","23","4530.77","212.24","313.74","34"
"Carroll","2978","US-13045","13","45","120119","168","72","2479.21","59.94","137.36","165"
"Catoosa","1285","US-13047","13","47","68771","80","19","1868.52","27.63","146.86","101"
"Charlton","643","US-13049","13","49","13251","27","9","4852.46","67.92","120.75","16"
"Chatham","8842","US-13051","13","51","292176","800","175","3026.26","59.9","144.78","423"
"Chattahoochee","1706","US-13053","13","53","10749","14","1","15871.24","9.3","697.74","75"
"Chattooga","832","US-13055","13","55","24766","63","26","3359.44","104.98","266.49","66"
"Cherokee","6423","US-13057","13","57","266617","512","96","2409.07","36.01","143.65","383"
"Clarke","5354","US-13059","13","59","129779","235","45","4125.47","34.67","221.15","287"
"Clay","121","US-13061","13","61","2855","9","3","4238.18","105.08","35.03","1"
"Clayton","7408","US-13063","13","63","304838","653","168","2430.14","55.11","105.63","322"
"Clinch","401","US-13065","13","65","6656","29","11","6024.64","165.26","240.38","16"
"Cobb","20439","US-13067","13","67","790588","1852","439","2585.29","55.53","99.29","785"
"Coffee","2147","US-13069","13","69","43042","316","56","4988.15","130.11","227.68","98"
"Colquitt","1974","US-13071","13","71","45393","157","37","4348.69","81.51","211.49","96"
"Columbia","3969","US-13073","13","73","158631","189","62","2502.03","39.08","142.47","226"
"Cook","561","US-13075","13","75","17437","61","14","3217.3","80.29","68.82","12"
"Coweta","2743","US-13077","13","77","152001","138","56","1804.59","36.84","70.39","107"
"Crawford","179","US-13079","13","79","12228","28","6","1463.85","49.07","73.6","9"
"Crisp","603","US-13081","13","81","22289","78","19","2705.37","85.24","224.33","50"
"Dade","303","US-13083","13","83","16162","21","5","1874.77","30.94","117.56","19"
"Dawson","858","US-13085","13","85","27021","79","9","3175.31","33.31","140.63","38"
"DeKalb","19613","US-13089","13","89","793154","2166","378","2472.79","47.66","99.1","786"
"Decatur","1234","US-13087","13","87","26322","96","34","4688.09","129.17","322.92","85"
"Dodge","453","US-13091","13","91","20385","43","12","2222.22","58.87","132.45","27"
"Dooly","350","US-13093","13","93","13400","52","14","2611.94","104.48","97.01","13"
"Dougherty","3215","US-13095","13","95","89905","657","188","3576","209.11","75.64","68"
"Douglas","3809","US-13097","13","97","151906","435","70","2507.47","46.08","156.68","238"
"Early","518","US-13099","13","99","10146","39","33","5105.46","325.25","246.4","25"
"Echols","243","US-13101","13","101","3969","9","2","6122.45","50.39","75.59","3"
"Effingham","1561","US-13103","13","103","64026","105","28","2438.07","43.73","190.55","122"
"Elbert","714","US-13105","13","105","18945","53","8","3768.8","42.23","332.54","63"
"Emanuel","1129","US-13107","13","107","22664","80","34","4981.47","150.02","300.04","68"
"Evans","441","US-13109","13","109","10687","40","6","4126.51","56.14","168.43","18"
"Fannin","745","US-13111","13","111","26320","62","27","2830.55","102.58","368.54","97"
"Fayette","1953","US-13113","13","113","117544","111","51","1661.51","43.39","81.67","96"
"Floyd","3409","US-13115","13","115","99916","259","49","3411.87","49.04","222.19","222"
"Forsyth","4356","US-13117","13","117","252507","335","48","1725.1","19.01","81.19","205"
"Franklin","802","US-13119","13","119","23329","61","16","3437.78","68.58","218.61","51"
"Fulton","28942","US-13121","13","121","1099181","2496","590","2633.05","53.68","125","1374"
"Gilmer","907","US-13123","13","123","31417","82","13","2886.97","41.38","318.3","100"
"Glascock","40","US-13125","13","125","3025","4","2","1322.31","66.12","33.06","1"
"Glynn","3556","US-13127","13","127","86047","305","98","4132.63","113.89","120.86","104"
"Gordon","1988","US-13129","13","129","58049","120","39","3424.69","67.18","232.56","135"
"Grady","828","US-13131","13","131","24540","94","23","3374.08","93.72","236.35","58"
"Greene","539","US-13133","13","133","18717","58","24","2879.74","128.23","187","35"
"Gwinnett","28712","US-13135","13","135","971145","2784","423","2956.51","43.56","126.76","1231"
"Habersham","1775","US-13137","13","137","45800","232","72","3875.55","157.21","262.01","120"
"Hall","9941","US-13139","13","139","206349","1017","162","4817.57","78.51","267.51","552"
"Hancock","402","US-13141","13","141","8193","66","43","4906.63","524.84","134.26","11"
"Haralson","544","US-13143","13","143","30722","29","9","1770.72","29.29","218.08","67"
"Harris","812","US-13145","13","145","34712","90","24","2339.25","69.14","48.97","17"
"Hart","541","US-13147","13","147","26107","68","14","2072.24","53.63","114.91","30"
"Heard","203","US-13149","13","149","12370","15","6","1641.07","48.5","64.67","8"
"Henry","5618","US-13151","13","151","239866","244","106","2342.14","44.19","114.65","275"
"Houston","3284","US-13153","13","153","157039","384","86","2091.2","54.76","105.07","165"
"Irwin","335","US-13155","13","155","9433","40","6","3551.36","63.61","392.24","37"
"Jackson","2140","US-13157","13","157","74700","175","36","2864.79","48.19","179.38","134"
"Jasper","231","US-13159","13","159","14199","20","3","1626.88","21.13","98.6","14"
"Jeff Davis","746","US-13161","13","161","15148","55","22","4924.74","145.23","158.44","24"
"Jefferson","825","US-13163","13","163","15313","79","30","5387.58","195.91","235.09","36"
"Jenkins","452","US-13165","13","165","8576","65","30","5270.52","349.81","419.78","36"
"Johnson","429","US-13167","13","167","9661","58","22","4440.53","227.72","175.97","17"
"Jones","598","US-13169","13","169","28591","51","13","2091.57","45.47","164.39","47"
"Lamar","390","US-13171","13","171","19347","44","19","2015.82","98.21","124.05","24"
"Lanier","301","US-13173","13","173","10351","16","7","2907.93","67.63","57.97","6"
"Laurens","1829","US-13175","13","175","47296","157","81","3867.13","171.26","401.73","190"
"Lee","724","US-13177","13","177","29971","105","26","2415.67","86.75","86.75","26"
"Liberty","1163","US-13179","13","179","61904","114","24","1878.72","38.77","87.23","54"
"Lincoln","219","US-13181","13","181","8125","24","7","2695.38","86.15","73.85","6"
"Long","260","US-13183","13","183","19915","17","4","1305.55","20.09","35.15","7"
"Lowndes","4101","US-13185","13","185","117878","206","85","3479.02","72.11","170.52","201"
"Lumpkin","967","US-13187","13","187","33802","96","14","2860.78","41.42","144.96","49"
"Macon","240","US-13193","13","193","12988","49","10","1847.86","76.99","69.29","9"
"Madison","733","US-13195","13","195","30177","59","9","2429","29.82","139.18","42"
"Marion","194","US-13197","13","197","8293","21","9","2339.32","108.53","48.23","4"
"McDuffie","637","US-13189","13","189","21597","73","14","2949.48","64.82","148.17","32"
"McIntosh","298","US-13191","13","191","14567","31","7","2045.72","48.05","54.92","8"
"Meriwether","562","US-13199","13","199","21020","75","14","2673.64","66.6","57.09","12"
"Miller","292","US-13201","13","201","5764","12","2","5065.93","34.7","607.22","35"
"Mitchell","839","US-13205","13","205","22056","152","46","3803.95","208.56","181.36","40"
"Monroe","727","US-13207","13","207","27727","88","54","2621.99","194.76","162.3","45"
"Montgomery","342","US-13209","13","209","9224","25","7","3707.72","75.89","401.13","37"
"Morgan","501","US-13211","13","211","19138","38","4","2617.83","20.9","104.5","20"
"Murray","888","US-13213","13","213","40261","55","7","2205.61","17.39","158.96","64"
"Muscogee","6177","US-13215","13","215","191626","675","173","3223.47","90.28","88.19","169"
"Newton","2680","US-13217","13","217","112354","281","91","2385.32","80.99","88.11","99"
"Non-GA Resident/Unknown State","15526","US-.",".",".","0","659","170","0","0","0","1095"
"Oconee","795","US-13219","13","219","41737","67","27","1904.78","64.69","136.57","57"
"Oglethorpe","372","US-13221","13","221","15240","47","11","2440.94","72.18","249.34","38"
"Paulding","2922","US-13223","13","223","172542","147","59","1693.5","34.19","76.5","132"
"Peach","704","US-13225","13","225","27375","107","24","2571.69","87.67","142.47","39"
"Pickens","653","US-13227","13","227","33530","59","9","1947.51","26.84","98.42","33"
"Pierce","630","US-13229","13","229","19545","82","22","3223.33","112.56","127.91","25"
"Pike","362","US-13231","13","231","18860","31","11","1919.41","58.32","185.58","35"
"Polk","1548","US-13233","13","233","43482","111","21","3560.09","48.3","147.19","64"
"Pulaski","320","US-13235","13","235","10893","38","22","2937.67","201.96","91.8","10"
"Putnam","745","US-13237","13","237","21885","73","26","3404.16","118.8","260.45","57"
"Quitman","38","US-13239","13","239","2294","7","1","1656.5","43.59","261.55","6"
"Rabun","397","US-13241","13","241","16986","50","11","2337.22","64.76","194.28","33"
"Randolph","336","US-13243","13","243","6754","56","29","4974.83","429.38","44.42","3"
"Richmond","7467","US-13245","13","245","202240","591","172","3692.15","85.05","189.87","384"
"Rockdale","1936","US-13247","13","247","94960","237","40","2038.75","42.12","80.03","76"
"Schley","107","US-13249","13","249","5275","16","2","2028.44","37.91","18.96","1"
"Screven","429","US-13251","13","251","13900","46","11","3086.33","79.14","115.11","16"
"Seminole","370","US-13253","13","253","8140","25","10","4545.45","122.85","208.85","17"
"Spalding","1407","US-13255","13","255","69110","193","62","2035.88","89.71","109.97","76"
"Stephens","1190","US-13257","13","257","26328","123","41","4519.9","155.73","535.55","141"
"Stewart","523","US-13259","13","259","6129","82","16","8533.2","261.05","65.26","4"
"Sumter","946","US-13261","13","261","29399","204","64","3217.8","217.69","57.83","17"
