"sex","county name","cases","deaths","hospitalization"
"Female","Georgia","463223","8055","30851"
"Male","Georgia","397406","9197","29757"
"Unknown","Georgia","10831","20","180"
"Female","Appling","1028","26","83"
"Male","Appling","858","39","87"
"Unknown","Appling","12","0","0"
"Female","Atkinson","421","8","59"
"Male","Atkinson","357","10","56"
"Unknown","Atkinson","1","0","0"
"Female","Bacon","544","13","39"
"Male","Bacon","708","15","46"
"Unknown","Bacon","23","0","1"
"Female","Baker","84","2","13"
"Male","Baker","77","7","20"
"Female","Baldwin","2104","34","139"
"Male","Baldwin","1689","77","177"
"Unknown","Baldwin","23","0","1"
"Female","Banks","879","19","108"
"Male","Banks","723","14","78"
"Unknown","Banks","15","0","0"
"Female","Barrow","4592","64","313"
"Male","Barrow","3968","66","283"
"Unknown","Barrow","35","0","1"
"Female","Bartow","5813","97","395"
"Male","Bartow","5168","110","425"
"Unknown","Bartow","111","0","0"
"Female","Ben Hill","857","25","83"
"Male","Ben Hill","626","35","68"
"Unknown","Ben Hill","1","0","0"
"Female","Berrien","575","16","38"
"Male","Berrien","473","15","32"
"Unknown","Berrien","6","0","0"
"Female","Bibb","7528","201","938"
"Male","Bibb","5583","199","812"
"Unknown","Bibb","132","1","3"
"Female","Bleckley","461","18","24"
"Male","Bleckley","331","16","23"
"Unknown","Bleckley","5","0","0"
"Female","Brantley","499","15","43"
"Male","Brantley","419","17","32"
"Unknown","Brantley","6","0","0"
"Female","Brooks","537","12","47"
"Male","Brooks","386","24","39"
"Unknown","Brooks","13","0","0"
"Female","Bryan","1417","17","82"
"Male","Bryan","1216","17","90"
"Unknown","Bryan","53","0","0"
"Female","Bulloch","2933","37","121"
"Male","Bulloch","2249","26","96"
"Unknown","Bulloch","39","0","0"
"Female","Burke","974","20","78"
"Male","Burke","778","16","71"
"Unknown","Burke","9","0","1"
"Female","Butts","1048","32","47"
"Male","Butts","1069","41","75"
"Unknown","Butts","125","1","2"
"Female","Calhoun","224","11","36"
"Male","Calhoun","217","4","37"
"Unknown","Calhoun","2","0","0"
"Female","Camden","1681","13","73"
"Male","Camden","1492","14","59"
"Unknown","Camden","17","0","0"
"Female","Candler","402","13","32"
"Male","Candler","336","23","29"
"Unknown","Candler","2","0","0"
"Female","Carroll","3866","62","148"
"Male","Carroll","3448","69","161"
"Unknown","Carroll","36","0","1"
"Female","Catoosa","2981","32","135"
"Male","Catoosa","2493","31","109"
"Unknown","Catoosa","95","0","3"
"Female","Charlton","448","11","34"
"Male","Charlton","597","13","28"
"Unknown","Charlton","3","0","0"
"Female","Chatham","10840","187","828"
"Male","Chatham","8884","221","774"
"Unknown","Chatham","238","2","4"
"Female","Chattahoochee","242","1","11"
"Male","Chattahoochee","2958","12","17"
"Unknown","Chattahoochee","14","0","0"
"Female","Chattooga","1189","27","78"
"Male","Chattooga","1015","33","97"
"Unknown","Chattooga","10","0","0"
"Female","Cherokee","11624","128","569"
"Male","Cherokee","10281","171","684"
"Unknown","Cherokee","192","0","3"
"Female","Clarke","7018","56","249"
"Male","Clarke","5575","79","239"
"Unknown","Clarke","57","0","1"
"Female","Clay","104","1","4"
"Male","Clay","73","2","6"
"Unknown","Clay","6","0","0"
"Female","Clayton","13081","211","710"
"Male","Clayton","9972","225","621"
"Unknown","Clayton","155","0","1"
"Female","Clinch","372","10","33"
"Male","Clinch","357","15","33"
"Unknown","Clinch","2","0","0"
"Female","Cobb","31681","425","1511"
"Male","Cobb","27775","517","1561"
"Unknown","Cobb","342","2","9"
"Female","Coffee","2286","71","360"
"Male","Coffee","1923","65","286"
"Unknown","Coffee","20","0","0"
"Female","Colquitt","1804","29","127"
"Male","Colquitt","1682","45","119"
"Unknown","Colquitt","15","1","0"
"Female","Columbia","5823","70","220"
"Male","Columbia","5085","87","243"
"Unknown","Columbia","39","0","2"
"Female","Cook","661","16","58"
"Male","Cook","482","21","48"
"Unknown","Cook","17","0","0"
"Female","Coweta","4471","85","164"
"Male","Coweta","4072","117","175"
"Unknown","Coweta","28","0","0"
"Female","Crawford","287","9","43"
"Male","Crawford","232","8","25"
"Unknown","Crawford","3","0","0"
"Female","Crisp","803","24","96"
"Male","Crisp","600","31","64"
"Unknown","Crisp","22","0","0"
"Female","Dade","615","7","32"
"Male","Dade","562","4","30"
"Unknown","Dade","20","0","0"
"Female","Dawson","1431","16","116"
"Male","Dawson","1222","25","128"
"Unknown","Dawson","30","0","0"
"Female","DeKalb","30707","423","2374"
"Male","DeKalb","25657","480","2117"
"Unknown","DeKalb","587","0","8"
"Female","Decatur","1200","28","79"
"Male","Decatur","918","26","66"
"Unknown","Decatur","19","0","0"
"Female","Dodge","578","26","52"
"Male","Dodge","487","29","53"
"Unknown","Dodge","14","0","0"
"Female","Dooly","420","15","48"
"Male","Dooly","356","17","42"
"Unknown","Dooly","8","0","0"
"Female","Dougherty","3266","145","574"
"Male","Dougherty","2176","131","438"
"Unknown","Dougherty","30","0","0"
"Female","Douglas","6414","82","454"
"Male","Douglas","5310","90","384"
"Unknown","Douglas","59","0","1"
"Female","Early","606","24","45"
"Male","Early","395","19","28"
"Unknown","Early","7","0","0"
"Female","Echols","137","0","3"
"Male","Echols","218","4","10"
"Unknown","Echols","3","0","0"
"Female","Effingham","1976","29","126"
"Male","Effingham","1739","35","119"
"Unknown","Effingham","37","0","0"
"Female","Elbert","902","31","82"
"Male","Elbert","611","26","44"
"Unknown","Elbert","8","0","2"
"Female","Emanuel","993","32","74"
"Male","Emanuel","724","21","50"
"Unknown","Emanuel","11","0","0"
"Female","Evans","412","7","51"
"Male","Evans","315","10","21"
"Unknown","Evans","29","0","0"
"Female","Fannin","1122","28","84"
"Male","Fannin","966","30","90"
"Unknown","Fannin","20","0","0"
"Female","Fayette","3443","68","124"
"Male","Fayette","3079","83","129"
"Unknown","Fayette","37","0","0"
"Female","Floyd","5304","75","422"
"Male","Floyd","4514","105","446"
"Unknown","Floyd","109","0","5"
"Female","Forsyth","8764","69","408"
"Male","Forsyth","8341","106","536"
"Unknown","Forsyth","604","0","1"
"Female","Franklin","1280","14","83"
"Male","Franklin","1021","28","68"
"Unknown","Franklin","17","0","0"
"Female","Fulton","42473","588","2425"
"Male","Fulton","37765","663","2343"
"Unknown","Fulton","465","1","4"
"Female","Gilmer","1337","31","107"
"Male","Gilmer","1081","40","99"
"Unknown","Gilmer","47","0","2"
"Female","Glascock","63","3","7"
"Male","Glascock","71","4","12"
"Unknown","Glascock","10","0","0"
"Female","Glynn","3416","70","232"
"Male","Glynn","3106","82","210"
"Unknown","Glynn","124","0","2"
"Female","Gordon","3395","44","159"
"Male","Gordon","2922","57","165"
"Unknown","Gordon","125","0","1"
"Female","Grady","857","18","89"
"Male","Grady","648","28","84"
"Unknown","Grady","18","0","0"
"Female","Greene","815","25","64"
"Male","Greene","677","31","72"
"Unknown","Greene","4","0","0"
"Female","Gwinnett","45005","491","2757"
"Male","Gwinnett","39506","558","2594"
"Unknown","Gwinnett","960","1","11"
"Female","Habersham","2496","81","226"
"Male","Habersham","2086","69","245"
"Unknown","Habersham","41","0","0"
"Female","Hall","13006","199","1124"
"Male","Hall","11481","230","1222"
"Unknown","Hall","320","3","4"
"Female","Hancock","408","24","51"
"Male","Hancock","419","38","54"
"Unknown","Hancock","5","0","0"
"Female","Haralson","892","16","43"
"Male","Haralson","795","18","31"
"Unknown","Haralson","19","0","0"
"Female","Harris","1119","27","78"
"Male","Harris","977","29","77"
"Unknown","Harris","42","0","0"
"Female","Hart","970","16","58"
"Male","Hart","725","21","57"
"Unknown","Hart","7","0","0"
"Female","Heard","341","10","18"
"Male","Heard","288","6","26"
"Female","Henry","10386","132","318"
"Male","Henry","8401","158","277"
"Unknown","Henry","78","0","0"
"Female","Houston","5385","87","376"
"Male","Houston","4478","101","356"
"Unknown","Houston","84","0","1"
"Female","Irwin","358","11","43"
"Male","Irwin","318","7","38"
"Unknown","Irwin","2","0","0"
"Female","Jackson","4544","63","235"
"Male","Jackson","3854","74","269"
"Unknown","Jackson","41","0","1"
"Female","Jasper","355","6","31"
"Male","Jasper","309","12","31"
"Unknown","Jasper","4","0","0"
"Female","Jeff Davis","672","14","40"
"Male","Jeff Davis","611","23","54"
"Unknown","Jeff Davis","5","0","0"
"Female","Jefferson","910","27","82"
"Male","Jefferson","655","32","70"
"Unknown","Jefferson","10","0","1"
"Female","Jenkins","427","17","37"
"Male","Jenkins","295","21","45"
"Unknown","Jenkins","1","1","1"
"Female","Johnson","380","16","50"
"Male","Johnson","402","26","47"
"Unknown","Johnson","2","0","0"
"Female","Jones","905","23","83"
"Male","Jones","657","30","78"
"Unknown","Jones","2","0","0"
"Female","Lamar","748","19","60"
"Male","Lamar","577","25","59"
"Unknown","Lamar","6","0","0"
"Female","Lanier","218","3","10"
"Male","Lanier","268","6","17"
"Unknown","Lanier","5","0","0"
"Female","Laurens","2117","54","167"
"Male","Laurens","1554","88","181"
"Unknown","Laurens","20","1","2"
"Female","Lee","864","25","89"
"Male","Lee","715","25","95"
"Unknown","Lee","5","0","0"
"Female","Liberty","1674","26","110"
"Male","Liberty","1429","34","108"
"Unknown","Liberty","251","0","0"
"Female","Lincoln","273","13","28"
"Male","Lincoln","222","11","24"
"Unknown","Lincoln","11","0","0"
"Female","Long","352","3","24"
"Male","Long","286","7","22"
"Unknown","Long","15","0","0"
"Female","Lowndes","4259","77","205"
"Male","Lowndes","3399","61","166"
"Unknown","Lowndes","53","0","2"
"Female","Lumpkin","1498","33","151"
"Male","Lumpkin","1253","29","131"
"Unknown","Lumpkin","15","0","0"
"Female","Macon","319","9","34"
"Male","Macon","285","16","47"
"Unknown","Macon","1","0","0"
"Female","Madison","1474","20","78"
"Male","Madison","1234","26","78"
"Unknown","Madison","8","0","0"
"Female","Marion","241","10","17"
"Male","Marion","152","7","22"
"Unknown","Marion","2","0","0"
"Female","McDuffie","897","24","83"
"Male","McDuffie","669","16","71"
"Unknown","McDuffie","84","1","1"
"Female","McIntosh","381","9","26"
"Male","McIntosh","301","5","29"
"Unknown","McIntosh","8","0","0"
"Female","Meriwether","876","34","73"
"Male","Meriwether","620","37","61"
"Unknown","Meriwether","7","0","0"
"Female","Miller","379","3","19"
"Male","Miller","294","6","21"
"Unknown","Miller","1","0","0"
"Female","Mitchell","813","33","117"
"Male","Mitchell","707","41","112"
"Unknown","Mitchell","5","0","0"
"Female","Monroe","988","43","92"
"Male","Monroe","842","43","99"
"Unknown","Monroe","23","0","0"
"Female","Montgomery","388","11","23"
"Male","Montgomery","321","10","20"
"Unknown","Montgomery","6","0","0"
"Female","Morgan","646","8","32"
"Male","Morgan","530","15","51"
"Unknown","Morgan","8","0","1"
"Female","Murray","2203","28","107"
"Male","Murray","1894","49","130"
"Unknown","Murray","47","0","5"
"Female","Muscogee","7833","208","612"
"Male","Muscogee","5990","177","525"
"Unknown","Muscogee","215","1","1"
"Female","Newton","4176","104","346"
"Male","Newton","3139","111","293"
"Unknown","Newton","76","0","2"
"Female","Non-GA Resident/Unknown State","9737","201","510"
"Male","Non-GA Resident/Unknown State","11331","267","699"
"Unknown","Non-GA Resident/Unknown State","2339","1","40"
"Female","Oconee","1602","27","66"
"Male","Oconee","1409","35","62"
"Unknown","Oconee","9","0","0"
"Female","Oglethorpe","675","9","36"
"Male","Oglethorpe","506","19","39"
"Unknown","Oglethorpe","3","0","0"
"Female","Paulding","5785","78","217"
"Male","Paulding","4731","86","179"
"Unknown","Paulding","117","0","6"
"Female","Peach","1029","27","118"
"Male","Peach","792","25","95"
"Unknown","Peach","7","0","1"
"Female","Pickens","1370","24","107"
"Male","Pickens","1119","34","99"
"Unknown","Pickens","21","0","0"
"Female","Pierce","700","22","65"
"Male","Pierce","532","21","69"
"Unknown","Pierce","6","0","0"
"Female","Pike","568","11","43"
"Male","Pike","473","15","25"
"Unknown","Pike","13","0","1"
"Female","Polk","2075","39","192"
"Male","Polk","1804","39","183"
"Unknown","Polk","35","0","2"
"Female","Pulaski","403","20","31"
"Male","Pulaski","202","12","23"
"Unknown","Pulaski","2","0","0"
"Female","Putnam","955","19","75"
"Male","Putnam","814","38","86"
"Unknown","Putnam","5","0","0"
"Female","Quitman","51","1","6"
"Male","Quitman","30","1","5"
"Female","Rabun","783","19","82"
"Male","Rabun","720","22","67"
"Unknown","Rabun","10","0","1"
"Female","Randolph","274","21","49"
"Male","Randolph","192","11","32"
"Female","Richmond","10788","169","642"
"Male","Richmond","8725","236","661"
"Unknown","Richmond","135","0","13"
"Female","Rockdale","3317","68","466"
"Male","Rockdale","2568","82","390"
"Unknown","Rockdale","51","1","3"
"Female","Schley","113","0","10"
"Male","Schley","96","5","11"
"Female","Screven","460","12","40"
"Male","Screven","343","9","32"
"Unknown","Screven","6","0","0"
"Female","Seminole","421","8","41"
"Male","Seminole","321","9","25"
"Unknown","Seminole","2","0","0"
"Female","Spalding","2231","78","252"
"Male","Spalding","1737","74","177"
"Unknown","Spalding","26","1","3"
"Female","Stephens","1641","41","131"
"Male","Stephens","1293","38","122"
"Unknown","Stephens","17","0","0"
"Female","Stewart","171","9","25"
"Male","Stewart","595","14","100"
"Unknown","Stewart","16","0","0"
"Female","Sumter","1030","39","138"
"Male","Sumter","760","52","125"
"Unknown","Sumter","4","0","0"
"Female","Talbot","221","7","21"
"Male","Talbot","153","11","19"
"Unknown","Talbot","6","0","0"
"Female","Taliaferro","54","0","1"
"Male","Taliaferro","45","3","7"
"Unknown","Taliaferro","1","0","0"
"Female","Tattnall","940","20","57"
"Male","Tattnall","880","25","63"
"Unknown","Tattnall","15","0","0"
"Female","Taylor","280","12","36"
"Male","Taylor","224","10","35"
"Unknown","Taylor","4","0","0"
"Female","Telfair","354","21","29"
"Male","Telfair","339","24","40"
"Unknown","Telfair","20","0","0"
"Female","Terrell","330","24","60"
"Male","Terrell","223","21","51"
"Unknown","Terrell","6","0","0"
"Female","Thomas","2021","63","183"
"Male","Thomas","1491","50","164"
"Unknown","Thomas","17","0","0"
"Female","Tift","1891","41","241"
"Male","Tift","1477","55","172"
"Unknown","Tift","43","0","1"
"Female","Toombs","1619","54","83"
"Male","Toombs","1267","42","89"
"Unknown","Toombs","16","0","0"
"Female","Towns","603","20","67"
"Male","Towns","462","22","60"
"Unknown","Towns","7","0","0"
"Female","Treutlen","343","12","26"
"Male","Treutlen","275","12","26"
"Unknown","Treutlen","6","0","0"
"Female","Troup","3302","102","267"
"Male","Troup","2501","80","221"
"Unknown","Troup","59","0","1"
"Female","Turner","347","14","45"
"Male","Turner","246","19","41"
"Unknown","Turner","3","0","0"
"Female","Twiggs","268","13","44"
"Male","Twiggs","238","23","56"
"Unknown","Twiggs","2","0","0"
"Female","Union","1147","41","93"
"Male","Union","860","26","114"
"Unknown","Union","12","0","1"
"Female","Unknown","820","4","15"
"Male","Unknown","1035","7","23"
"Unknown","Unknown","523","0","7"
"Female","Upson","1014","57","96"
"Male","Upson","772","49","79"
"Unknown","Upson","11","0","0"
"Female","Walker","3396","45","129"
"Male","Walker","2928","35","146"
"Unknown","Walker","75","0","3"
"Female","Walton","4418","112","252"
"Male","Walton","3470","121","239"
"Unknown","Walton","78","0","0"
"Female","Ware","1655","77","171"
"Male","Ware","1316","71","178"
"Unknown","Ware","14","0","0"
"Female","Warren","210","7","30"
"Male","Warren","155","6","17"
"Unknown","Warren","8","0","0"
"Female","Washington","875","28","56"
"Male","Washington","721","32","55"
"Unknown","Washington","6","0","0"
"Female","Wayne","1358","31","129"
"Male","Wayne","1349","43","140"
"Unknown","Wayne","9","0","0"
"Female","Webster","64","2","8"
"Male","Webster","39","2","7"
"Unknown","Webster","2","0","0"
"Female","Wheeler","154","0","3"
"Male","Wheeler","287","21","32"
"Unknown","Wheeler","16","0","0"
"Female","White","1589","31","139"
"Male","White","1352","35","153"
"Unknown","White","13","0","0"
