"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths"
"Appling","1898","US-13001","13","1","18561","170","65","10225.74","350.2","91.59","17","384","5"
"Atkinson","779","US-13003","13","3","8330","115","18","9351.74","216.09","72.03","6","238","1"
"Bacon","1275","US-13005","13","5","11404","86","28","11180.29","245.53","87.69","10","351","8"
"Baker","161","US-13007","13","7","3116","33","9","5166.88","288.83","0","0","66","0"
"Baldwin","3816","US-13009","13","9","44428","317","111","8589.18","249.84","49.52","22","635","16"
"Banks","1617","US-13011","13","11","19982","186","33","8092.28","165.15","85.08","17","173","2"
"Barrow","8595","US-13013","13","13","86383","597","130","9949.87","150.49","163.23","141","1129","2"
"Bartow","11092","US-13015","13","15","110771","820","207","10013.45","186.87","141.73","157","3284","16"
"Ben Hill","1484","US-13017","13","17","16645","151","60","8915.59","360.47","12.02","2","586","18"
"Berrien","1054","US-13019","13","19","19276","70","31","5467.94","160.82","46.69","9","763","12"
"Bibb","13243","US-13021","13","21","152150","1753","401","8703.91","263.56","67.7","103","2343","36"
"Bleckley","797","US-13023","13","23","12838","47","34","6208.13","264.84","15.58","2","639","17"
"Brantley","924","US-13025","13","25","19202","75","32","4812","166.65","93.74","18","676","5"
"Brooks","936","US-13027","13","27","15727","86","36","5951.55","228.91","31.79","5","442","11"
"Bryan","2686","US-13029","13","29","39137","172","34","6863.07","86.87","99.65","39","872","3"
"Bulloch","5221","US-13031","13","31","79467","217","63","6570.02","79.28","69.21","55","1497","48"
"Burke","1761","US-13033","13","33","22342","150","36","7882.02","161.13","134.28","30","779","24"
"Butts","2242","US-13035","13","35","25174","124","74","8906.01","293.95","409.15","103","782","6"
"Calhoun","443","US-13037","13","37","6317","73","15","7012.82","237.45","31.66","2","134","0"
"Camden","3190","US-13039","13","39","53924","132","27","5915.73","50.07","68.62","37","713","6"
"Candler","740","US-13043","13","43","10837","61","36","6828.46","332.2","46.14","5","189","29"
"Carroll","7350","US-13045","13","45","120119","310","131","6118.93","109.06","44.96","54","3844","104"
"Catoosa","5569","US-13047","13","47","68771","247","63","8097.89","91.61","200.67","138","589","5"
"Charlton","1048","US-13049","13","49","13251","62","24","7908.84","181.12","37.73","5","296","8"
"Chatham","19962","US-13051","13","51","292176","1606","410","6832.18","140.33","99.94","292","2830","26"
"Chattahoochee","3214","US-13053","13","53","10749","28","13","29900.46","120.94","1674.57","180","597","2"
"Chattooga","2214","US-13055","13","55","24766","175","60","8939.68","242.27","100.94","25","545","8"
"Cherokee","22097","US-13057","13","57","266617","1256","299","8287.92","112.15","136.9","365","8274","14"
"Clarke","12650","US-13059","13","59","129779","489","135","9747.34","104.02","107.88","140","2206","7"
"Clay","183","US-13061","13","61","2855","10","3","6409.81","105.08","70.05","2","54","0"
"Clayton","23208","US-13063","13","63","304838","1332","436","7613.22","143.03","182.72","557","2581","19"
"Clinch","731","US-13065","13","65","6656","66","25","10982.57","375.6","90.14","6","228","1"
"Cobb","59798","US-13067","13","67","790588","3081","944","7563.74","119.4","129.27","1022","16788","78"
"Coffee","4229","US-13069","13","69","43042","646","136","9825.29","315.97","51.11","22","1052","33"
"Colquitt","3501","US-13071","13","71","45393","246","75","7712.64","165.22","61.68","28","1132","39"
"Columbia","10947","US-13073","13","73","158631","465","157","6900.92","98.97","85.73","136","5648","41"
"Cook","1160","US-13075","13","75","17437","106","37","6652.52","212.19","28.67","5","649","5"
"Coweta","8571","US-13077","13","77","152001","339","202","5638.78","132.89","70.39","107","5265","12"
"Crawford","522","US-13079","13","79","12228","68","17","4268.89","139.03","24.53","3","133","2"
"Crisp","1425","US-13081","13","81","22289","160","55","6393.29","246.76","94.22","21","629","23"
"Dade","1197","US-13083","13","83","16162","62","11","7406.26","68.06","117.56","19","193","1"
"Dawson","2683","US-13085","13","85","27021","244","41","9929.31","151.73","133.23","36","298","1"
"DeKalb","56951","US-13089","13","89","793154","4499","903","7180.32","113.85","149.53","1186","7046","68"
"Decatur","2137","US-13087","13","87","26322","145","54","8118.68","205.15","87.38","23","763","13"
"Dodge","1079","US-13091","13","91","20385","105","55","5293.11","269.81","19.62","4","1012","46"
"Dooly","784","US-13093","13","93","13400","90","32","5850.75","238.81","14.93","2","275","12"
"Dougherty","5472","US-13095","13","95","89905","1012","276","6086.42","306.99","58.95","53","1917","20"
"Douglas","11783","US-13097","13","97","151906","839","172","7756.77","113.23","156.02","237","3039","38"
"Early","1008","US-13099","13","99","10146","73","43","9934.95","423.81","49.28","5","156","5"
"Echols","358","US-13101","13","101","3969","13","4","9019.9","100.78","50.39","2","108","5"
"Effingham","3752","US-13103","13","103","64026","245","64","5860.12","99.96","82.78","53","756","3"
"Elbert","1521","US-13105","13","105","18945","128","57","8028.5","300.87","31.67","6","751","14"
"Emanuel","1728","US-13107","13","107","22664","124","53","7624.43","233.85","44.12","10","800","28"
"Evans","756","US-13109","13","109","10687","72","17","7074.02","159.07","56.14","6","196","12"
"Fannin","2108","US-13111","13","111","26320","174","58","8009.12","220.36","129.18","34","242","10"
"Fayette","6559","US-13113","13","113","117544","253","151","5580.04","128.46","85.07","100","2190","15"
"Floyd","9927","US-13115","13","115","99916","873","180","9935.35","180.15","87.07","87","1914","37"
"Forsyth","17709","US-13117","13","117","252507","945","175","7013.27","69.31","154.85","391","4238","7"
"Franklin","2318","US-13119","13","119","23329","151","42","9936.13","180.03","47.15","11","298","7"
"Fulton","80703","US-13121","13","121","1099181","4772","1252","7342.1","113.9","140.1","1540","14147","88"
"Gilmer","2465","US-13123","13","123","31417","208","71","7846.07","225.99","95.49","30","439","12"
"Glascock","144","US-13125","13","125","3025","19","7","4760.33","231.4","0","0","119","12"
"Glynn","6646","US-13127","13","127","86047","444","152","7723.69","176.65","197.57","170","1391","19"
"Gordon","6442","US-13129","13","129","58049","325","101","11097.52","173.99","75.8","44","1598","10"
"Grady","1523","US-13131","13","131","24540","173","46","6206.19","187.45","65.2","16","571","13"
"Greene","1496","US-13133","13","133","18717","136","56","7992.73","299.19","112.2","21","309","8"
"Gwinnett","85471","US-13135","13","135","971145","5362","1050","8801.05","108.12","142.1","1380","14064","69"
"Habersham","4623","US-13137","13","137","45800","471","150","10093.89","327.51","30.57","14","395","8"
"Hall","24807","US-13139","13","139","206349","2350","432","12021.87","209.35","106.62","220","2000","24"
"Hancock","832","US-13141","13","141","8193","105","62","10155.01","756.74","48.82","4","75","3"
"Haralson","1706","US-13143","13","143","30722","74","34","5553.02","110.67","61.84","19","893","47"
"Harris","2138","US-13145","13","145","34712","155","56","6159.25","161.33","57.62","20","369","1"
"Hart","1702","US-13147","13","147","26107","115","37","6519.32","141.72","34.47","9","639","15"
"Heard","629","US-13149","13","149","12370","44","16","5084.88","129.35","129.35","16","226","3"
"Henry","18865","US-13151","13","151","239866","595","290","7864.81","120.9","166.34","399","5698","27"
"Houston","9947","US-13153","13","153","157039","733","188","6334.1","119.72","93.61","147","4369","61"
"Irwin","678","US-13155","13","155","9433","81","18","7187.53","190.82","10.6","1","224","10"
"Jackson","8439","US-13157","13","157","74700","505","137","11297.19","183.4","105.76","79","1262","11"
"Jasper","668","US-13159","13","159","14199","62","18","4704.56","126.77","70.43","10","710","20"
"Jeff Davis","1288","US-13161","13","161","15148","94","37","8502.77","244.26","39.61","6","580","8"
"Jefferson","1575","US-13163","13","163","15313","153","59","10285.38","385.29","117.55","18","357","6"
"Jenkins","723","US-13165","13","165","8576","83","39","8430.5","454.76","69.96","6","122","4"
"Johnson","784","US-13167","13","167","9661","97","42","8115.1","434.74","20.7","2","323","7"
"Jones","1564","US-13169","13","169","28591","161","53","5470.25","185.37","7","2","412","4"
"Lamar","1331","US-13171","13","171","19347","119","44","6879.62","227.43","155.06","30","674","11"
"Lanier","491","US-13173","13","173","10351","27","9","4743.5","86.95","19.32","2","276","4"
"Laurens","3691","US-13175","13","175","47296","350","143","7804.04","302.35","80.35","38","1822","23"
"Lee","1584","US-13177","13","177","29971","184","50","5285.11","166.83","23.36","7","1111","7"
"Liberty","3354","US-13179","13","179","61904","218","60","5418.07","96.92","258.46","160","520","2"
"Lincoln","506","US-13181","13","181","8125","52","24","6227.69","295.38","12.31","1","288","2"
"Long","653","US-13183","13","183","19915","46","10","3278.94","50.21","45.19","9","180","1"
"Lowndes","7711","US-13185","13","185","117878","373","138","6541.51","117.07","78.9","93","4765","65"
"Lumpkin","2766","US-13187","13","187","33802","282","62","8182.95","183.42","100.59","34","144","6"
"Macon","605","US-13193","13","193","12988","81","25","4658.15","192.49","38.5","5","239","4"
"Madison","2716","US-13195","13","195","30177","156","46","9000.23","152.43","82.84","25","474","10"
"Marion","395","US-13197","13","197","8293","39","17","4763.05","204.99","72.35","6","162","2"
"McDuffie","1650","US-13189","13","189","21597","155","41","7639.95","189.84","115.76","25","779","7"
"McIntosh","690","US-13191","13","191","14567","55","14","4736.73","96.11","123.57","18","157","2"
"Meriwether","1503","US-13199","13","199","21020","134","71","7150.33","337.77","99.9","21","460","12"
"Miller","674","US-13201","13","201","5764","40","9","11693.27","156.14","156.14","9","171","4"
"Mitchell","1525","US-13205","13","205","22056","229","74","6914.22","335.51","90.68","20","525","7"
"Monroe","1853","US-13207","13","207","27727","191","86","6683.02","310.17","39.67","11","741","13"
"Montgomery","715","US-13209","13","209","9224","43","21","7751.52","227.67","65.05","6","160","2"
"Morgan","1184","US-13211","13","211","19138","84","23","6186.64","120.18","47.03","9","900","6"
"Murray","4144","US-13213","13","213","40261","242","77","10292.84","191.25","230.99","93","725","5"
"Muscogee","14038","US-13215","13","215","191626","1138","386","7325.73","201.43","132.55","254","1861","51"
"Newton","7391","US-13217","13","217","112354","641","215","6578.31","191.36","136.18","153","3379","19"
"Non-GA Resident/Unknown State","23407","US-.",".",".","0","1249","469","0","0","0","501","5506","146"
"Oconee","3020","US-13219","13","219","41737","128","62","7235.79","148.55","91.05","38","937","8"
"Oglethorpe","1184","US-13221","13","221","15240","75","28","7769.03","183.73","104.99","16","279","1"
"Paulding","10633","US-13223","13","223","172542","402","164","6162.56","95.05","113.6","196","5749","46"
