"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths"
"Appling","1864","US-13001","13","1","18561","168","63","10042.56","339.42","107.75","20","381","5"
"Atkinson","764","US-13003","13","3","8330","113","16","9171.67","192.08","36.01","3","221","1"
"Bacon","1125","US-13005","13","5","11404","80","28","9864.96","245.53","52.61","6","339","8"
"Baker","160","US-13007","13","7","3116","33","9","5134.79","288.83","32.09","1","64","0"
"Baldwin","3771","US-13009","13","9","44428","310","108","8487.89","243.09","54.02","24","604","12"
"Banks","1590","US-13011","13","11","19982","182","33","7957.16","165.15","75.07","15","156","1"
"Barrow","8331","US-13013","13","13","86383","577","124","9644.26","143.55","143.55","124","1070","1"
"Bartow","10764","US-13015","13","15","110771","775","197","9717.34","177.84","276.25","306","3031","14"
"Ben Hill","1476","US-13017","13","17","16645","149","56","8867.53","336.44","18.02","3","573","18"
"Berrien","1034","US-13019","13","19","19276","70","29","5364.18","150.45","46.69","9","743","12"
"Bibb","13055","US-13021","13","21","152150","1703","380","8580.35","249.75","76.9","117","2235","35"
"Bleckley","790","US-13023","13","23","12838","46","33","6153.61","257.05","38.95","5","632","17"
"Brantley","895","US-13025","13","25","19202","68","30","4660.97","156.23","46.87","9","667","4"
"Brooks","924","US-13027","13","27","15727","85","36","5875.25","228.91","31.79","5","437","11"
"Bryan","2598","US-13029","13","29","39137","170","33","6638.22","84.32","137.98","54","828","3"
"Bulloch","5135","US-13031","13","31","79467","209","58","6461.8","72.99","32.72","26","1450","46"
"Burke","1713","US-13033","13","33","22342","146","34","7667.17","152.18","85.04","19","751","22"
"Butts","2060","US-13035","13","35","25174","117","71","8183.05","282.04","127.12","32","753","6"
"Calhoun","434","US-13037","13","37","6317","72","14","6870.35","221.62","15.83","1","133","0"
"Camden","3096","US-13039","13","39","53924","121","26","5741.41","48.22","42.65","23","694","5"
"Candler","735","US-13043","13","43","10837","60","36","6782.32","332.2","55.37","6","189","26"
"Carroll","7157","US-13045","13","45","120119","302","128","5958.26","106.56","59.94","72","3684","97"
"Catoosa","5329","US-13047","13","47","68771","239","61","7748.91","88.7","141.05","97","485","5"
"Charlton","1041","US-13049","13","49","13251","61","23","7856.01","173.57","83.01","11","293","7"
"Chatham","19374","US-13051","13","51","292176","1542","380","6630.93","130.06","112.95","330","2622","25"
"Chattahoochee","2889","US-13053","13","53","10749","25","11","26876.92","102.34","1032.65","111","538","2"
"Chattooga","2150","US-13055","13","55","24766","167","60","8681.26","242.27","121.13","30","513","7"
"Cherokee","21322","US-13057","13","57","266617","1182","281","7997.24","105.39","202.91","541","7815","11"
"Clarke","12378","US-13059","13","59","129779","478","125","9537.75","96.32","102.48","133","2158","7"
"Clay","180","US-13061","13","61","2855","10","3","6304.73","105.08","0","0","52","0"
"Clayton","22142","US-13063","13","63","304838","1271","402","7263.53","131.87","152.21","464","2391","19"
"Clinch","718","US-13065","13","65","6656","64","25","10787.26","375.6","15.02","1","215","1"
"Cobb","57658","US-13067","13","67","790588","2945","899","7293.05","113.71","162.54","1285","15567","73"
"Coffee","4188","US-13069","13","69","43042","637","131","9730.03","304.35","39.5","17","1035","32"
"Colquitt","3401","US-13071","13","71","45393","237","73","7492.34","160.82","90.32","41","1122","40"
"Columbia","10714","US-13073","13","73","158631","456","156","6754.04","98.34","46.02","73","5430","39"
"Cook","1150","US-13075","13","75","17437","106","36","6595.17","206.46","17.2","3","620","4"
"Coweta","8368","US-13077","13","77","152001","307","179","5505.23","117.76","77.63","118","5134","12"
"Crawford","515","US-13079","13","79","12228","65","15","4211.65","122.67","49.07","6","128","2"
"Crisp","1399","US-13081","13","81","22289","155","48","6276.64","215.35","318.54","71","614","22"
"Dade","1157","US-13083","13","83","16162","57","10","7158.77","61.87","92.81","15","182","1"
"Dawson","2613","US-13085","13","85","27021","233","37","9670.26","136.93","140.63","38","277","1"
"DeKalb","54459","US-13089","13","89","793154","4284","849","6866.13","107.04","191.14","1516","6047","64"
"Decatur","2081","US-13087","13","87","26322","137","53","7905.93","201.35","68.38","18","733","13"
"Dodge","1072","US-13091","13","91","20385","104","56","5258.77","274.71","14.72","3","990","45"
"Dooly","778","US-13093","13","93","13400","89","31","5805.97","231.34","141.79","19","271","12"
"Dougherty","5344","US-13095","13","95","89905","983","270","5944.05","300.32","43.38","39","1842","20"
"Douglas","11322","US-13097","13","97","151906","793","165","7453.29","108.62","155.36","236","2789","35"
"Early","993","US-13099","13","99","10146","71","41","9787.11","404.1","147.84","15","150","4"
"Echols","355","US-13101","13","101","3969","12","3","8944.32","75.59","25.2","1","105","5"
"Effingham","3643","US-13103","13","103","64026","232","60","5689.88","93.71","110.89","71","714","4"
"Elbert","1508","US-13105","13","105","18945","124","53","7959.88","279.76","36.95","7","748","12"
"Emanuel","1712","US-13107","13","107","22664","122","51","7553.83","225.03","39.71","9","799","28"
"Evans","745","US-13109","13","109","10687","72","17","6971.09","159.07","65.5","7","191","11"
"Fannin","2029","US-13111","13","111","26320","167","53","7708.97","201.37","91.19","24","216","11"
"Fayette","6379","US-13113","13","113","117544","240","140","5426.9","119.1","91.03","107","2091","15"
"Floyd","9726","US-13115","13","115","99916","835","170","9734.18","170.14","217.18","217","1826","35"
"Forsyth","16968","US-13117","13","117","252507","908","160","6719.81","63.36","166.73","421","3849","8"
"Franklin","2295","US-13119","13","119","23329","149","40","9837.54","171.46","42.87","10","287","7"
