"age group","county name","cases","deaths","hospitalization"
"01-04 years","Georgia","11000","1","203"
"05-09 years","Georgia","18174","2","165"
"10-17 years","Georgia","63078","7","631"
"18-29 years","Georgia","188370","108","3506"
"30-39 years","Georgia","136005","232","4576"
"40-49 years","Georgia","132305","549","6623"
"50-59 years","Georgia","125674","1497","9965"
"60-69 years","Georgia","85227","3188","11956"
"70-79 years","Georgia","49667","4659","11457"
"80 & Older years","Georgia","28823","6081","8949"
"<1 years","Georgia","3100","0","159"
"Unknown years","Georgia","5322","12","114"
"01-04 years","Appling","28","0","0"
"05-09 years","Appling","53","0","0"
"10-17 years","Appling","163","0","1"
"18-29 years","Appling","334","1","5"
"30-39 years","Appling","253","1","5"
"40-49 years","Appling","249","4","18"
"50-59 years","Appling","288","6","27"
"60-69 years","Appling","250","14","50"
"70-79 years","Appling","160","17","33"
"80 & Older years","Appling","78","20","29"
"<1 years","Appling","7","0","0"
"Unknown years","Appling","1","0","0"
"01-04 years","Atkinson","6","0","1"
"05-09 years","Atkinson","18","0","1"
"10-17 years","Atkinson","48","0","0"
"18-29 years","Atkinson","165","0","8"
"30-39 years","Atkinson","121","0","10"
"40-49 years","Atkinson","130","1","23"
"50-59 years","Atkinson","135","1","23"
"60-69 years","Atkinson","81","4","24"
"70-79 years","Atkinson","43","5","13"
"80 & Older years","Atkinson","14","5","10"
"<1 years","Atkinson","3","0","0"
"01-04 years","Bacon","18","0","0"
"05-09 years","Bacon","22","0","0"
"10-17 years","Bacon","72","0","1"
"18-29 years","Bacon","304","0","1"
"30-39 years","Bacon","153","0","5"
"40-49 years","Bacon","164","1","12"
"50-59 years","Bacon","148","2","16"
"60-69 years","Bacon","124","9","22"
"70-79 years","Bacon","76","7","16"
"80 & Older years","Bacon","38","9","7"
"<1 years","Bacon","5","0","0"
"Unknown years","Bacon","1","0","0"
"01-04 years","Baker","5","0","0"
"05-09 years","Baker","4","0","0"
"10-17 years","Baker","9","0","0"
"18-29 years","Baker","25","0","0"
"30-39 years","Baker","22","0","2"
"40-49 years","Baker","14","1","2"
"50-59 years","Baker","21","0","1"
"60-69 years","Baker","31","3","15"
"70-79 years","Baker","18","2","10"
"80 & Older years","Baker","9","3","3"
"<1 years","Baker","2","0","0"
"01-04 years","Baldwin","30","0","0"
"05-09 years","Baldwin","52","0","0"
"10-17 years","Baldwin","187","1","5"
"18-29 years","Baldwin","1270","0","15"
"30-39 years","Baldwin","462","1","16"
"40-49 years","Baldwin","476","2","29"
"50-59 years","Baldwin","485","12","58"
"60-69 years","Baldwin","386","23","73"
"70-79 years","Baldwin","256","26","55"
"80 & Older years","Baldwin","154","43","59"
"<1 years","Baldwin","13","0","0"
"01-04 years","Banks","10","0","0"
"05-09 years","Banks","25","0","1"
"10-17 years","Banks","105","0","2"
"18-29 years","Banks","294","0","8"
"30-39 years","Banks","202","0","5"
"40-49 years","Banks","227","0","16"
"50-59 years","Banks","250","1","23"
"60-69 years","Banks","206","5","41"
"70-79 years","Banks","151","15","55"
"80 & Older years","Banks","79","12","29"
"<1 years","Banks","5","0","1"
"Unknown years","Banks","36","0","1"
"01-04 years","Barrow","87","0","0"
"05-09 years","Barrow","162","0","0"
"10-17 years","Barrow","637","0","7"
"18-29 years","Barrow","1685","2","35"
"30-39 years","Barrow","1428","1","44"
"40-49 years","Barrow","1479","5","64"
"50-59 years","Barrow","1242","7","98"
"60-69 years","Barrow","831","27","139"
"70-79 years","Barrow","488","33","100"
"80 & Older years","Barrow","236","48","87"
"<1 years","Barrow","30","0","2"
"Unknown years","Barrow","26","1","1"
"01-04 years","Bartow","108","0","3"
"05-09 years","Bartow","219","0","2"
"10-17 years","Bartow","926","0","13"
"18-29 years","Bartow","2032","0","24"
"30-39 years","Bartow","1639","4","45"
"40-49 years","Bartow","1730","1","76"
"50-59 years","Bartow","1781","15","147"
"60-69 years","Bartow","1068","35","155"
"70-79 years","Bartow","714","69","178"
"80 & Older years","Bartow","349","72","123"
"<1 years","Bartow","38","0","1"
"Unknown years","Bartow","160","1","8"
"01-04 years","Ben Hill","29","0","1"
"05-09 years","Ben Hill","20","0","0"
"10-17 years","Ben Hill","98","0","0"
"18-29 years","Ben Hill","260","0","4"
"30-39 years","Ben Hill","213","3","9"
"40-49 years","Ben Hill","197","1","10"
"50-59 years","Ben Hill","238","6","29"
"60-69 years","Ben Hill","201","12","28"
"70-79 years","Ben Hill","144","19","51"
"80 & Older years","Ben Hill","69","15","17"
"<1 years","Ben Hill","5","0","0"
"Unknown years","Ben Hill","2","0","0"
"01-04 years","Berrien","16","0","0"
"05-09 years","Berrien","23","0","0"
"10-17 years","Berrien","90","0","1"
"18-29 years","Berrien","197","0","0"
"30-39 years","Berrien","156","0","3"
"40-49 years","Berrien","138","0","5"
"50-59 years","Berrien","162","2","16"
"60-69 years","Berrien","122","8","17"
"70-79 years","Berrien","79","9","15"
"80 & Older years","Berrien","48","10","13"
"<1 years","Berrien","2","0","0"
"Unknown years","Berrien","1","0","0"
"01-04 years","Bibb","137","0","5"
"05-09 years","Bibb","186","0","0"
"10-17 years","Bibb","643","0","9"
"18-29 years","Bibb","2903","1","79"
"30-39 years","Bibb","2044","6","105"
"40-49 years","Bibb","2072","15","194"
"50-59 years","Bibb","1931","24","268"
"60-69 years","Bibb","1545","82","405"
"70-79 years","Bibb","946","113","352"
"80 & Older years","Bibb","588","139","282"
"<1 years","Bibb","45","0","4"
"Unknown years","Bibb","15","0","0"
"01-04 years","Bleckley","5","0","0"
"05-09 years","Bleckley","16","0","0"
"10-17 years","Bleckley","69","0","0"
"18-29 years","Bleckley","187","0","3"
"30-39 years","Bleckley","93","0","2"
"40-49 years","Bleckley","104","1","2"
"50-59 years","Bleckley","103","2","4"
"60-69 years","Bleckley","86","7","11"
"70-79 years","Bleckley","63","5","12"
"80 & Older years","Bleckley","61","18","12"
"<1 years","Bleckley","3","0","0"
"01-04 years","Brantley","12","0","0"
"05-09 years","Brantley","13","0","0"
"10-17 years","Brantley","82","0","1"
"18-29 years","Brantley","155","0","1"
"30-39 years","Brantley","115","0","4"
"40-49 years","Brantley","125","1","5"
"50-59 years","Brantley","146","2","13"
"60-69 years","Brantley","113","4","13"
"70-79 years","Brantley","86","15","21"
"80 & Older years","Brantley","47","8","10"
"<1 years","Brantley","1","0","0"
"01-04 years","Brooks","15","0","1"
"05-09 years","Brooks","25","0","0"
"10-17 years","Brooks","85","0","0"
"18-29 years","Brooks","172","0","1"
"30-39 years","Brooks","124","0","2"
"40-49 years","Brooks","118","1","11"
"50-59 years","Brooks","144","2","20"
"60-69 years","Brooks","98","6","16"
"70-79 years","Brooks","83","10","19"
"80 & Older years","Brooks","56","17","15"
"<1 years","Brooks","4","0","0"
"01-04 years","Bryan","50","0","0"
"05-09 years","Bryan","76","0","0"
"10-17 years","Bryan","259","0","3"
"18-29 years","Bryan","505","0","11"
"30-39 years","Bryan","425","1","9"
"40-49 years","Bryan","462","0","14"
"50-59 years","Bryan","343","5","29"
"60-69 years","Bryan","243","10","28"
"70-79 years","Bryan","153","9","50"
"80 & Older years","Bryan","67","8","26"
"<1 years","Bryan","13","0","0"
"Unknown years","Bryan","2","0","0"
"01-04 years","Bulloch","57","0","0"
"05-09 years","Bulloch","103","0","0"
"10-17 years","Bulloch","367","0","2"
"18-29 years","Bulloch","2205","0","9"
"30-39 years","Bulloch","626","4","21"
"40-49 years","Bulloch","545","2","25"
"50-59 years","Bulloch","521","8","33"
"60-69 years","Bulloch","379","14","44"
"70-79 years","Bulloch","195","16","38"
"80 & Older years","Bulloch","107","14","35"
"<1 years","Bulloch","25","0","2"
"Unknown years","Bulloch","5","0","0"
"01-04 years","Burke","21","0","0"
"05-09 years","Burke","44","0","0"
"10-17 years","Burke","131","0","1"
"18-29 years","Burke","334","1","7"
"30-39 years","Burke","255","1","9"
"40-49 years","Burke","290","2","14"
"50-59 years","Burke","262","2","32"
"60-69 years","Burke","206","5","37"
"70-79 years","Burke","120","12","32"
"80 & Older years","Burke","40","11","14"
"<1 years","Burke","7","0","0"
"Unknown years","Burke","3","0","0"
"01-04 years","Butts","24","0","3"
"05-09 years","Butts","28","0","0"
"10-17 years","Butts","110","0","1"
"18-29 years","Butts","366","0","6"
"30-39 years","Butts","324","0","8"
"40-49 years","Butts","321","3","13"
"50-59 years","Butts","339","6","22"
"60-69 years","Butts","254","16","31"
"70-79 years","Butts","176","20","24"
"80 & Older years","Butts","108","26","8"
"<1 years","Butts","5","0","1"
"Unknown years","Butts","5","0","0"
"01-04 years","Calhoun","7","0","0"
"05-09 years","Calhoun","1","0","0"
"10-17 years","Calhoun","38","0","0"
"18-29 years","Calhoun","65","0","6"
"30-39 years","Calhoun","59","2","6"
"40-49 years","Calhoun","75","1","8"
"50-59 years","Calhoun","76","2","17"
"60-69 years","Calhoun","72","2","19"
"70-79 years","Calhoun","22","5","8"
"80 & Older years","Calhoun","15","2","8"
"<1 years","Calhoun","3","0","0"
"Unknown years","Calhoun","1","0","0"
"01-04 years","Camden","43","0","0"
"05-09 years","Camden","41","0","1"
"10-17 years","Camden","226","0","1"
"18-29 years","Camden","756","0","5"
"30-39 years","Camden","509","1","16"
"40-49 years","Camden","407","1","11"
"50-59 years","Camden","469","1","17"
"60-69 years","Camden","348","6","24"
"70-79 years","Camden","201","4","23"
"80 & Older years","Camden","87","13","22"
"<1 years","Camden","8","0","1"
"Unknown years","Camden","1","0","0"
"01-04 years","Candler","9","0","0"
"05-09 years","Candler","12","0","0"
"10-17 years","Candler","54","0","0"
"18-29 years","Candler","128","0","0"
"30-39 years","Candler","95","0","3"
"40-49 years","Candler","117","3","3"
"50-59 years","Candler","124","5","10"
"60-69 years","Candler","98","8","14"
"70-79 years","Candler","64","14","19"
"80 & Older years","Candler","28","6","11"
"<1 years","Candler","5","0","0"
"Unknown years","Candler","1","0","0"
"01-04 years","Carroll","87","0","1"
"05-09 years","Carroll","131","0","1"
"10-17 years","Carroll","607","0","6"
"18-29 years","Carroll","1691","0","12"
"30-39 years","Carroll","1054","4","19"
"40-49 years","Carroll","1037","4","28"
"50-59 years","Carroll","1049","10","55"
"60-69 years","Carroll","749","26","72"
"70-79 years","Carroll","446","33","64"
"80 & Older years","Carroll","268","51","44"
"<1 years","Carroll","25","0","0"
"Unknown years","Carroll","13","0","0"
"01-04 years","Catoosa","86","0","0"
"05-09 years","Catoosa","131","0","1"
"10-17 years","Catoosa","454","0","2"
"18-29 years","Catoosa","963","0","8"
"30-39 years","Catoosa","732","1","10"
"40-49 years","Catoosa","844","2","14"
"50-59 years","Catoosa","783","5","31"
"60-69 years","Catoosa","568","7","59"
"70-79 years","Catoosa","350","16","54"
"80 & Older years","Catoosa","242","30","49"
"<1 years","Catoosa","33","0","1"
"Unknown years","Catoosa","143","0","10"
"01-04 years","Charlton","12","0","0"
"05-09 years","Charlton","27","0","0"
"10-17 years","Charlton","63","0","0"
"18-29 years","Charlton","182","0","1"
"30-39 years","Charlton","203","0","4"
"40-49 years","Charlton","176","2","8"
"50-59 years","Charlton","146","2","5"
"60-69 years","Charlton","145","7","19"
"70-79 years","Charlton","53","5","11"
"80 & Older years","Charlton","31","7","13"
"<1 years","Charlton","2","0","0"
"Unknown years","Charlton","1","0","0"
"01-04 years","Chatham","384","0","3"
"05-09 years","Chatham","464","1","1"
"10-17 years","Chatham","1312","0","13"
"18-29 years","Chatham","4853","2","56"
"30-39 years","Chatham","3336","5","111"
"40-49 years","Chatham","2724","12","148"
"50-59 years","Chatham","2459","36","236"
"60-69 years","Chatham","2002","75","350"
"70-79 years","Chatham","1070","114","337"
"80 & Older years","Chatham","649","135","282"
"<1 years","Chatham","104","0","4"
"Unknown years","Chatham","17","0","1"
"01-04 years","Chattahoochee","8","0","0"
"05-09 years","Chattahoochee","7","0","0"
"10-17 years","Chattahoochee","119","0","2"
"18-29 years","Chattahoochee","2389","7","5"
"30-39 years","Chattahoochee","244","2","4"
"40-49 years","Chattahoochee","54","0","0"
"50-59 years","Chattahoochee","23","0","5"
"60-69 years","Chattahoochee","18","0","4"
"70-79 years","Chattahoochee","8","1","2"
"80 & Older years","Chattahoochee","9","1","3"
"<1 years","Chattahoochee","9","0","0"
"Unknown years","Chattahoochee","1","0","0"
"01-04 years","Chattooga","13","0","0"
"05-09 years","Chattooga","29","0","0"
"10-17 years","Chattooga","184","0","1"
"18-29 years","Chattooga","366","0","5"
"30-39 years","Chattooga","293","0","8"
"40-49 years","Chattooga","332","2","14"
"50-59 years","Chattooga","330","5","22"
"60-69 years","Chattooga","281","14","40"
"70-79 years","Chattooga","166","16","42"
"80 & Older years","Chattooga","116","23","33"
"<1 years","Chattooga","9","0","1"
"Unknown years","Chattooga","31","0","1"
"01-04 years","Cherokee","225","0","7"
"05-09 years","Cherokee","540","0","9"
"10-17 years","Cherokee","2193","0","14"
"18-29 years","Cherokee","4221","2","70"
"30-39 years","Cherokee","3059","2","94"
"40-49 years","Cherokee","3467","4","113"
"50-59 years","Cherokee","3379","21","185"
"60-69 years","Cherokee","2036","42","229"
"70-79 years","Cherokee","1308","74","240"
"80 & Older years","Cherokee","793","136","218"
"<1 years","Cherokee","43","0","1"
"Unknown years","Cherokee","58","0","2"
"01-04 years","Clarke","163","0","1"
"05-09 years","Clarke","199","0","2"
"10-17 years","Clarke","586","0","5"
"18-29 years","Clarke","5894","1","37"
"30-39 years","Clarke","1573","2","34"
"40-49 years","Clarke","1274","3","52"
"50-59 years","Clarke","1141","9","70"
"60-69 years","Clarke","770","20","94"
"70-79 years","Clarke","458","47","111"
"80 & Older years","Clarke","237","42","69"
"<1 years","Clarke","43","0","2"
"Unknown years","Clarke","40","1","1"
"01-04 years","Clay","3","0","0"
"05-09 years","Clay","2","0","0"
"10-17 years","Clay","16","0","0"
"18-29 years","Clay","27","0","0"
"30-39 years","Clay","30","0","1"
"40-49 years","Clay","28","0","1"
"50-59 years","Clay","17","0","1"
"60-69 years","Clay","24","1","2"
"70-79 years","Clay","19","0","0"
"80 & Older years","Clay","14","2","5"
"01-04 years","Clayton","384","0","8"
"05-09 years","Clayton","590","1","8"
"10-17 years","Clayton","1515","0","29"
"18-29 years","Clayton","4685","5","98"
"30-39 years","Clayton","4036","10","150"
"40-49 years","Clayton","3683","24","182"
"50-59 years","Clayton","3502","52","262"
"60-69 years","Clayton","2200","107","242"
"70-79 years","Clayton","938","99","171"
"80 & Older years","Clayton","460","103","115"
"<1 years","Clayton","89","0","3"
"Unknown years","Clayton","60","1","3"
"01-04 years","Clinch","14","0","0"
"05-09 years","Clinch","20","0","0"
"10-17 years","Clinch","74","0","0"
"18-29 years","Clinch","131","0","2"
"30-39 years","Clinch","104","1","4"
"40-49 years","Clinch","100","0","4"
"50-59 years","Clinch","95","2","14"
"60-69 years","Clinch","105","7","16"
"70-79 years","Clinch","52","9","18"
"80 & Older years","Clinch","18","6","6"
"<1 years","Clinch","4","0","0"
"Unknown years","Clinch","1","0","0"
"01-04 years","Cobb","705","1","16"
"05-09 years","Cobb","1270","0","10"
"10-17 years","Cobb","4154","0","38"
"18-29 years","Cobb","14341","5","222"
"30-39 years","Cobb","9712","14","243"
"40-49 years","Cobb","9297","32","389"
"50-59 years","Cobb","8232","61","515"
"60-69 years","Cobb","5087","128","513"
"70-79 years","Cobb","2797","273","505"
"80 & Older years","Cobb","1736","385","480"
"<1 years","Cobb","184","0","11"
"Unknown years","Cobb","143","0","3"
"01-04 years","Coffee","74","0","2"
"05-09 years","Coffee","95","0","4"
"10-17 years","Coffee","285","0","4"
"18-29 years","Coffee","809","0","22"
"30-39 years","Coffee","607","4","42"
"40-49 years","Coffee","676","5","86"
"50-59 years","Coffee","664","11","132"
"60-69 years","Coffee","527","32","131"
"70-79 years","Coffee","282","39","125"
"80 & Older years","Coffee","155","40","89"
"<1 years","Coffee","14","0","0"
"01-04 years","Colquitt","48","0","0"
"05-09 years","Colquitt","98","0","1"
"10-17 years","Colquitt","364","0","7"
"18-29 years","Colquitt","705","0","20"
"30-39 years","Colquitt","495","1","18"
"40-49 years","Colquitt","523","6","36"
"50-59 years","Colquitt","472","15","39"
"60-69 years","Colquitt","336","14","41"
"70-79 years","Colquitt","205","14","46"
"80 & Older years","Colquitt","136","23","29"
"<1 years","Colquitt","15","0","0"
"Unknown years","Colquitt","4","0","0"
"01-04 years","Columbia","131","0","2"
"05-09 years","Columbia","283","0","0"
"10-17 years","Columbia","1063","0","1"
"18-29 years","Columbia","2175","1","21"
"30-39 years","Columbia","1940","2","25"
"40-49 years","Columbia","1759","7","45"
"50-59 years","Columbia","1514","15","68"
"60-69 years","Columbia","973","26","94"
"70-79 years","Columbia","522","42","105"
"80 & Older years","Columbia","300","63","94"
"<1 years","Columbia","33","0","1"
"Unknown years","Columbia","21","0","0"
"01-04 years","Cook","13","0","1"
"05-09 years","Cook","23","0","0"
"10-17 years","Cook","92","0","2"
"18-29 years","Cook","227","0","6"
"30-39 years","Cook","171","0","4"
"40-49 years","Cook","175","0","14"
"50-59 years","Cook","161","2","17"
"60-69 years","Cook","127","7","19"
"70-79 years","Cook","99","11","28"
"80 & Older years","Cook","54","16","15"
"<1 years","Cook","6","0","0"
"Unknown years","Cook","2","0","0"
"01-04 years","Coweta","103","0","0"
"05-09 years","Coweta","187","0","0"
"10-17 years","Coweta","618","0","4"
"18-29 years","Coweta","1563","1","14"
"30-39 years","Coweta","1218","2","25"
"40-49 years","Coweta","1301","9","37"
"50-59 years","Coweta","1502","23","58"
"60-69 years","Coweta","934","34","59"
"70-79 years","Coweta","575","48","69"
"80 & Older years","Coweta","318","62","40"
"<1 years","Coweta","27","0","1"
"Unknown years","Coweta","22","0","0"
"01-04 years","Crawford","2","0","0"
"05-09 years","Crawford","2","0","0"
"10-17 years","Crawford","28","0","1"
"18-29 years","Crawford","75","0","2"
"30-39 years","Crawford","69","0","6"
"40-49 years","Crawford","58","1","3"
"50-59 years","Crawford","115","3","14"
"60-69 years","Crawford","100","5","15"
"70-79 years","Crawford","42","5","14"
