"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","3143","25"
"Hispanic/Latino","American Indian/Alaska Native","151","0"
"Hispanic/Latino","Asian","332","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","212","2"
"Hispanic/Latino","Other","34946","345"
"Hispanic/Latino","Unknown","13940","7"
"Hispanic/Latino","White","46665","621"
"Non-Hispanic/Latino","African-American/Black","227593","6371"
"Non-Hispanic/Latino","American Indian/Alaska Native","387","11"
"Non-Hispanic/Latino","Asian","17407","370"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","696","10"
"Non-Hispanic/Latino","Other","11837","58"
"Non-Hispanic/Latino","Unknown","6342","15"
"Non-Hispanic/Latino","White","333099","10475"
"Unknown","African-American/Black","24002","15"
"Unknown","American Indian/Alaska Native","136","0"
"Unknown","Asian","3838","1"
"Unknown","Native Hawaiian/Pacific Islander","173","0"
"Unknown","Other","24508","9"
"Unknown","Unknown","113548","32"
"Unknown","White","37700","19"
