"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2526","19"
"Hispanic/Latino","American Indian/Alaska Native","130","0"
"Hispanic/Latino","Asian","262","1"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","178","1"
"Hispanic/Latino","Other","29165","299"
"Hispanic/Latino","Unknown","13606","10"
"Hispanic/Latino","White","38566","505"
"Non-Hispanic/Latino","African-American/Black","186577","5085"
"Non-Hispanic/Latino","American Indian/Alaska Native","349","10"
"Non-Hispanic/Latino","Asian","14158","289"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","563","8"
"Non-Hispanic/Latino","Other","9943","52"
"Non-Hispanic/Latino","Unknown","8780","53"
"Non-Hispanic/Latino","White","273522","8613"
"Unknown","African-American/Black","26355","35"
"Unknown","American Indian/Alaska Native","132","0"
"Unknown","Asian","3352","2"
"Unknown","Native Hawaiian/Pacific Islander","170","0"
"Unknown","Other","25779","22"
"Unknown","Unknown","144884","71"
"Unknown","White","40733","73"
