"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","3397","26"
"Hispanic/Latino","American Indian/Alaska Native","153","0"
"Hispanic/Latino","Asian","354","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","233","2"
"Hispanic/Latino","Other","36377","346"
"Hispanic/Latino","Unknown","14561","5"
"Hispanic/Latino","White","49466","637"
"Non-Hispanic/Latino","African-American/Black","244228","6478"
"Non-Hispanic/Latino","American Indian/Alaska Native","412","15"
"Non-Hispanic/Latino","Asian","18460","373"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","745","11"
"Non-Hispanic/Latino","Other","12735","66"
"Non-Hispanic/Latino","Unknown","6312","7"
"Non-Hispanic/Latino","White","356320","10703"
"Unknown","African-American/Black","23701","13"
"Unknown","American Indian/Alaska Native","175","0"
"Unknown","Asian","4513","2"
"Unknown","Native Hawaiian/Pacific Islander","178","0"
"Unknown","Other","24470","6"
"Unknown","Unknown","102659","26"
"Unknown","White","37022","14"
