"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2468","18"
"Hispanic/Latino","American Indian/Alaska Native","128","0"
"Hispanic/Latino","Asian","259","1"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","177","1"
"Hispanic/Latino","Other","28782","293"
"Hispanic/Latino","Unknown","13423","10"
"Hispanic/Latino","White","38103","495"
"Non-Hispanic/Latino","African-American/Black","183115","4947"
"Non-Hispanic/Latino","American Indian/Alaska Native","347","10"
"Non-Hispanic/Latino","Asian","13855","281"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","555","8"
"Non-Hispanic/Latino","Other","9702","52"
"Non-Hispanic/Latino","Unknown","8637","53"
"Non-Hispanic/Latino","White","268216","8396"
"Unknown","African-American/Black","26148","33"
"Unknown","American Indian/Alaska Native","134","0"
"Unknown","Asian","3310","2"
"Unknown","Native Hawaiian/Pacific Islander","170","0"
"Unknown","Other","25350","23"
"Unknown","Unknown","145155","70"
"Unknown","White","40382","68"
