"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","4257","31"
"Hispanic/Latino","American Indian/Alaska Native","245","0"
"Hispanic/Latino","Asian","416","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","320","3"
"Hispanic/Latino","Other","42178","363"
"Hispanic/Latino","Unknown","18506","10"
"Hispanic/Latino","White","55276","666"
"Non-Hispanic/Latino","African-American/Black","298903","7017"
"Non-Hispanic/Latino","American Indian/Alaska Native","556","17"
"Non-Hispanic/Latino","Asian","21093","392"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","877","11"
"Non-Hispanic/Latino","Other","19827","176"
"Non-Hispanic/Latino","Unknown","10325","7"
"Non-Hispanic/Latino","White","432946","11989"
"Unknown","African-American/Black","28893","21"
"Unknown","American Indian/Alaska Native","226","0"
"Unknown","Asian","4882","2"
"Unknown","Native Hawaiian/Pacific Islander","201","0"
"Unknown","Other","28394","12"
"Unknown","Unknown","157059","49"
"Unknown","White","44057","37"
