"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1214","13"
"Hispanic/Latino","American Indian/Alaska Native","54","0"
"Hispanic/Latino","Asian","119","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","105","0"
"Hispanic/Latino","Other","17366","183"
"Hispanic/Latino","Unknown","7013","5"
"Hispanic/Latino","White","23684","325"
"Non-Hispanic/Latino","African-American/Black","93676","3356"
"Non-Hispanic/Latino","American Indian/Alaska Native","151","10"
"Non-Hispanic/Latino","Asian","5606","155"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","268","6"
"Non-Hispanic/Latino","Other","4396","13"
"Non-Hispanic/Latino","Unknown","3252","10"
"Non-Hispanic/Latino","White","124046","4419"
"Unknown","African-American/Black","14743","10"
"Unknown","American Indian/Alaska Native","72","0"
"Unknown","Asian","1600","0"
"Unknown","Native Hawaiian/Pacific Islander","91","0"
"Unknown","Other","5271","3"
"Unknown","Unknown","70906","19"
"Unknown","White","20347","9"
