"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2663","20"
"Hispanic/Latino","American Indian/Alaska Native","127","0"
"Hispanic/Latino","Asian","282","1"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","186","1"
"Hispanic/Latino","Other","30148","303"
"Hispanic/Latino","Unknown","13533","12"
"Hispanic/Latino","White","40224","535"
"Non-Hispanic/Latino","African-American/Black","194139","5487"
"Non-Hispanic/Latino","American Indian/Alaska Native","359","11"
"Non-Hispanic/Latino","Asian","14937","317"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","589","12"
"Non-Hispanic/Latino","Other","10373","53"
"Non-Hispanic/Latino","Unknown","7333","45"
"Non-Hispanic/Latino","White","285588","9196"
"Unknown","African-American/Black","26671","25"
"Unknown","American Indian/Alaska Native","162","0"
"Unknown","Asian","3525","2"
"Unknown","Native Hawaiian/Pacific Islander","172","0"
"Unknown","Other","26356","22"
"Unknown","Unknown","143402","54"
"Unknown","White","41482","49"
