"ADM0_EN","ADM1_EN","ADM2_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province","Anqing",81,52,0,0,29,"2020-02-13"
"China","Anhui Province","Bengbu",149,141,0,5,3,"2020-02-13"
"China","Anhui Province","Bozhou",106,90,0,0,16,"2020-02-13"
"China","Anhui Province","Chizhou",17,14,0,0,3,"2020-02-13"
"China","Anhui Province","Chuzhou",13,9,0,0,4,"2020-02-13"
"China","Anhui Province","Fuyang",146,123,0,0,23,"2020-02-13"
"China","Anhui Province","Hefei",166,130,0,1,35,"2020-02-13"
"China","Anhui Province","Huaibei",25,19,0,0,6,"2020-02-13"
"China","Anhui Province","Huainan",46,34,0,0,12,"2020-02-13"
"China","Anhui Province","Huangshan",9,8,0,0,1,"2020-02-13"
"China","Anhui Province","Lu'an",61,58,0,0,3,"2020-02-13"
"China","Anhui Province","Ma'anshan",34,26,0,0,8,"2020-02-13"
"China","Anhui Province","Suzhou",39,29,0,0,10,"2020-02-13"
"China","Anhui Province","Tongling",28,18,0,0,10,"2020-02-13"
"China","Anhui Province","Wuhu",31,26,0,0,5,"2020-02-13"
"China","Anhui Province","Xuancheng",6,2,0,0,4,"2020-02-13"
"China","Beijing Municipality","Area to be Identified",0,-63,0,3,60,"2020-02-13"
"China","Beijing Municipality","Beijing Municipality",366,357,0,0,9,"2020-02-13"
"China","Chongqing Municipality","Chongqing Municipality",529,397,0,4,128,"2020-02-13"
"China","Fujian Province","Fuzhou",66,51,0,0,15,"2020-02-13"
"China","Fujian Province","Longyan",6,5,0,0,1,"2020-02-13"
"China","Fujian Province","Nanping",20,17,0,0,3,"2020-02-13"
"China","Fujian Province","Ningde",25,20,0,0,5,"2020-02-13"
"China","Fujian Province","Putian",54,46,0,0,8,"2020-02-13"
"China","Fujian Province","Quanzhou",44,31,0,0,13,"2020-02-13"
"China","Fujian Province","Sanming",13,12,0,0,1,"2020-02-13"
"China","Fujian Province","Xiamen",34,30,0,0,4,"2020-02-13"
