"ADM0_EN","ADM1_EN","ADM2_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province","Anqing",43,0,0,0,0,"2020-02-02"
"China","Anhui Province","Bengbu",26,0,0,0,0,"2020-02-02"
"China","Anhui Province","Bozhou",30,0,0,0,2,"2020-02-02"
"China","Anhui Province","Chizhou",6,0,0,0,0,"2020-02-02"
"China","Anhui Province","Chuzhou",6,0,0,0,0,"2020-02-02"
"China","Anhui Province","Fuyang",59,0,0,0,0,"2020-02-02"
"China","Anhui Province","Hefei",59,0,0,0,2,"2020-02-02"
"China","Anhui Province","Huaibei",6,0,0,0,0,"2020-02-02"
"China","Anhui Province","Huainan",12,0,0,0,0,"2020-02-02"
"China","Anhui Province","Huangshan",9,0,0,0,0,"2020-02-02"
"China","Anhui Province","Lu'an",13,0,0,0,1,"2020-02-02"
"China","Anhui Province","Ma'anshan",27,0,0,0,0,"2020-02-02"
"China","Anhui Province","Suzhou",14,0,0,0,0,"2020-02-02"
"China","Anhui Province","Tongling",16,0,0,0,0,"2020-02-02"
"China","Anhui Province","Wuhu",16,0,0,0,1,"2020-02-02"
"China","Anhui Province","Xuancheng",4,0,0,0,1,"2020-02-02"
"China","Beijing Municipality","Area to be Identified",0,0,0,1,5,"2020-02-02"
"China","Beijing Municipality","Beijing Municipality",191,0,0,0,4,"2020-02-02"
"China","Chongqing Municipality","Chongqing Municipality",275,0,0,1,7,"2020-02-02"
"China","Fujian Province","Fuzhou",44,0,0,0,0,"2020-02-02"
"China","Fujian Province","Longyan",1,0,0,0,0,"2020-02-02"
"China","Fujian Province","Nanping",8,0,0,0,0,"2020-02-02"
"China","Fujian Province","Ningde",9,0,0,0,0,"2020-02-02"
"China","Fujian Province","Putian",27,0,0,0,0,"2020-02-02"
"China","Fujian Province","Quanzhou",29,0,0,0,0,"2020-02-02"
"China","Fujian Province","Sanming",11,0,0,0,0,"2020-02-02"
"China","Fujian Province","Xiamen",18,0,0,0,0,"2020-02-02"
"China","Fujian Province","Zhangzhou",12,0,0,0,0,"2020-02-02"
"China","Gansu province","Area to be identified",0,0,0,0,0,"2020-02-02"
"China","Gansu province","Baiyin",1,0,0,0,0,"2020-02-02"
"China","Gansu province","Dingxi",3,0,0,0,1,"2020-02-02"
"China","Gansu province","Gannan Tibetan Autonomous Prefecture",1,0,0,0,0,"2020-02-02"
"China","Gansu province","Jiayuguan",0,0,0,0,0,"2020-02-02"
"China","Gansu province","Jinchang",1,0,0,0,0,"2020-02-02"
"China","Gansu province","Jiuquan",0,0,0,0,0,"2020-02-02"
"China","Gansu province","Lanzhou",23,0,0,0,2,"2020-02-02"
"China","Gansu province","Linxia Hui Autonomous Prefecture",2,0,0,0,0,"2020-02-02"
"China","Gansu province","Longnan",3,0,0,0,0,"2020-02-02"
"China","Gansu province","Pingliang",1,0,0,0,0,"2020-02-02"
"China","Gansu province","Qingyang",0,0,0,0,0,"2020-02-02"
"China","Gansu province","Tianshui",3,0,0,0,0,"2020-02-02"
"China","Gansu province","Wuwei",0,0,0,0,0,"2020-02-02"
"China","Gansu province","Zhangye",2,0,0,0,0,"2020-02-02"
"China","Guangdong Province","Area to be identified",0,0,0,0,0,"2020-02-02"
"China","Guangdong Province","Chaozhou",4,0,0,0,0,"2020-02-02"
"China","Guangdong Province","Dongguan",27,0,0,0,0,"2020-02-02"
"China","Guangdong Province","Foshan",43,0,0,0,1,"2020-02-02"
"China","Guangdong Province","Guangzhou",179,0,0,0,3,"2020-02-02"
"China","Guangdong Province","Heyuan",1,0,0,0,0,"2020-02-02"
"China","Guangdong Province","Huizhou",23,0,0,0,1,"2020-02-02"
"China","Guangdong Province","Jiangmen",3,0,0,0,0,"2020-02-02"
"China","Guangdong Province","Jieyang",6,0,0,0,0,"2020-02-02"
"China","Guangdong Province","Maoming",3,0,0,0,0,"2020-02-02"
"China","Guangdong Province","Meizhou",7,0,0,0,0,"2020-02-02"
"China","Guangdong Province","Qingyuan",6,0,0,0,2,"2020-02-02"
"China","Guangdong Province","Shantou",30,0,0,0,0,"2020-02-02"
"China","Guangdong Province","Shanwei",4,0,0,0,0,"2020-02-02"
"China","Guangdong Province","Shaoguan",5,0,0,0,0,"2020-02-02"
"China","Guangdong Province","Shenzhen",207,0,0,0,5,"2020-02-02"
"China","Guangdong Province","Yangjiang",10,0,0,0,0,"2020-02-02"
"China","Guangdong Province","Yunfu",0,0,0,0,0,"2020-02-02"
"China","Guangdong Province","Zhanjiang",14,0,0,0,1,"2020-02-02"
"China","Guangdong Province","Zhaoqing",7,0,0,0,1,"2020-02-02"
"China","Guangdong Province","Zhongshan",42,0,0,0,0,"2020-02-02"
"China","Guangdong Province","Zhuhai",47,0,0,0,1,"2020-02-02"
"China","Guangxi Zhuang Autonomous Region","Area to be identified",0,0,0,0,0,"2020-02-02"
"China","Guangxi Zhuang Autonomous Region","Baise",2,0,0,0,0,"2020-02-02"
"China","Guangxi Zhuang Autonomous Region","Beihai",23,0,0,0,0,"2020-02-02"
"China","Guangxi Zhuang Autonomous Region","Chongzuo",0,0,0,0,0,"2020-02-02"
"China","Guangxi Zhuang Autonomous Region","Fangchenggang",8,0,0,0,1,"2020-02-02"
"China","Guangxi Zhuang Autonomous Region","Guigang",4,0,0,0,0,"2020-02-02"
"China","Guangxi Zhuang Autonomous Region","Guilin",23,0,0,0,0,"2020-02-02"
"China","Guangxi Zhuang Autonomous Region","Hechi",6,0,0,0,0,"2020-02-02"
"China","Guangxi Zhuang Autonomous Region","Hezhou",3,0,0,0,0,"2020-02-02"
"China","Guangxi Zhuang Autonomous Region","Laibin",0,0,0,0,0,"2020-02-02"
"China","Guangxi Zhuang Autonomous Region","Liuzhou",12,0,0,0,0,"2020-02-02"
"China","Guangxi Zhuang Autonomous Region","NanNing",16,0,0,0,0,"2020-02-02"
"China","Guangxi Zhuang Autonomous Region","Qinzhou",2,0,0,0,0,"2020-02-02"
"China","Guangxi Zhuang Autonomous Region","Wuzhou",5,0,0,0,1,"2020-02-02"
"China","Guangxi Zhuang Autonomous Region","Yulin",7,0,0,0,0,"2020-02-02"
"China","Guizhou Province","Anshun",2,0,0,0,0,"2020-02-02"
"China","Guizhou Province","Bijie",4,0,0,0,0,"2020-02-02"
"China","Guizhou Province","Guiyang",6,0,0,0,1,"2020-02-02"
"China","Guizhou Province","Liupanshui",8,0,0,0,0,"2020-02-02"
"China","Guizhou Province","Qiandongnan Miao and Dong Autonomous Prefecture",4,0,0,0,0,"2020-02-02"
"China","Guizhou Province","Qiannan Buyi and Miao Autonomous Prefecture",5,0,0,0,0,"2020-02-02"
