"ADM0_EN","ADM1_EN","ADM2_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province","Anqing",83,49,0,0,34,"2020-02-17"
"China","Anhui Province","Bengbu",158,140,0,5,13,"2020-02-17"
"China","Anhui Province","Bozhou",108,73,0,0,35,"2020-02-17"
"China","Anhui Province","Chizhou",17,11,0,0,6,"2020-02-17"
"China","Anhui Province","Chuzhou",13,6,0,0,7,"2020-02-17"
"China","Anhui Province","Fuyang",153,112,0,0,41,"2020-02-17"
"China","Anhui Province","Hefei",171,121,0,1,49,"2020-02-17"
"China","Anhui Province","Huaibei",27,17,0,0,10,"2020-02-17"
"China","Anhui Province","Huainan",50,34,0,0,16,"2020-02-17"
"China","Anhui Province","Huangshan",9,8,0,0,1,"2020-02-17"
"China","Anhui Province","Lu'an",68,47,0,0,21,"2020-02-17"
"China","Anhui Province","Ma'anshan",36,24,0,0,12,"2020-02-17"
"China","Anhui Province","Suzhou",40,25,0,0,15,"2020-02-17"
"China","Anhui Province","Tongling",28,17,0,0,11,"2020-02-17"
"China","Anhui Province","Wuhu",31,18,0,0,13,"2020-02-17"
"China","Anhui Province","Xuancheng",6,2,0,0,4,"2020-02-17"
"China","Beijing Municipality","Area to be Identified",0,-105,0,4,101,"2020-02-17"
"China","Beijing Municipality","Beijing Municipality",381,368,0,0,13,"2020-02-17"
"China","Chongqing Municipality","Chongqing Municipality",553,323,0,5,225,"2020-02-17"
"China","Fujian Province","Fuzhou",69,43,0,0,26,"2020-02-17"
"China","Fujian Province","Longyan",6,5,0,0,1,"2020-02-17"
"China","Fujian Province","Nanping",20,13,0,0,7,"2020-02-17"
"China","Fujian Province","Ningde",25,19,0,0,6,"2020-02-17"
"China","Fujian Province","Putian",55,38,0,0,17,"2020-02-17"
"China","Fujian Province","Quanzhou",46,33,0,0,13,"2020-02-17"
"China","Fujian Province","Sanming",14,11,0,0,3,"2020-02-17"
"China","Fujian Province","Xiamen",35,26,0,0,9,"2020-02-17"
"China","Fujian Province","Zhangzhou",20,12,0,0,8,"2020-02-17"
"China","Gansu province","Area to be identified",0,-2,0,0,2,"2020-02-17"
"China","Gansu province","Baiyin",4,3,0,0,1,"2020-02-17"
"China","Gansu province","Dingxi",9,1,0,0,8,"2020-02-17"
"China","Gansu province","Gannan Tibetan Autonomous Prefecture",8,4,0,0,4,"2020-02-17"
"China","Gansu province","Jiayuguan",0,0,0,0,0,"2020-02-17"
"China","Gansu province","Jinchang",1,0,0,0,1,"2020-02-17"
"China","Gansu province","Jiuquan",0,0,0,0,0,"2020-02-17"
"China","Gansu province","Lanzhou",36,14,0,2,20,"2020-02-17"
"China","Gansu province","Linxia Hui Autonomous Prefecture",3,0,0,0,3,"2020-02-17"
"China","Gansu province","Longnan",4,1,0,0,3,"2020-02-17"
"China","Gansu province","Pingliang",9,8,0,0,1,"2020-02-17"
"China","Gansu province","Qingyang",3,1,0,0,2,"2020-02-17"
"China","Gansu province","Tianshui",12,1,0,0,11,"2020-02-17"
"China","Gansu province","Wuwei",0,0,0,0,0,"2020-02-17"
"China","Gansu province","Zhangye",2,0,0,0,2,"2020-02-17"
"China","Guangdong Province","Area to be identified",0,-5,0,0,5,"2020-02-17"
"China","Guangdong Province","Chaozhou",5,4,0,0,1,"2020-02-17"
"China","Guangdong Province","Dongguan",89,69,0,1,19,"2020-02-17"
"China","Guangdong Province","Foshan",84,61,0,0,23,"2020-02-17"
"China","Guangdong Province","Guangzhou",339,207,0,0,132,"2020-02-17"
"China","Guangdong Province","Heyuan",4,3,0,0,1,"2020-02-17"
"China","Guangdong Province","Huizhou",58,24,0,0,34,"2020-02-17"
"China","Guangdong Province","Jiangmen",23,18,0,0,5,"2020-02-17"
"China","Guangdong Province","Jieyang",8,4,0,0,4,"2020-02-17"
"China","Guangdong Province","Maoming",14,11,0,0,3,"2020-02-17"
"China","Guangdong Province","Meizhou",16,8,0,0,8,"2020-02-17"
"China","Guangdong Province","Qingyuan",12,3,0,0,9,"2020-02-17"
"China","Guangdong Province","Shantou",50,22,0,0,28,"2020-02-17"
"China","Guangdong Province","Shanwei",5,3,0,0,2,"2020-02-17"
"China","Guangdong Province","Shaoguan",10,6,0,0,4,"2020-02-17"
"China","Guangdong Province","Shenzhen",415,261,0,2,152,"2020-02-17"
"China","Guangdong Province","Yangjiang",13,4,0,0,9,"2020-02-17"
"China","Guangdong Province","Yunfu",0,0,0,0,0,"2020-02-17"
"China","Guangdong Province","Zhanjiang",22,11,0,0,11,"2020-02-17"
"China","Guangdong Province","Zhaoqing",17,8,0,1,8,"2020-02-17"
"China","Guangdong Province","Zhongshan",132,54,0,0,78,"2020-02-17"
"China","Guangdong Province","Zhuhai",97,56,0,0,41,"2020-02-17"
"China","Guangxi Zhuang Autonomous Region","Area to be identified",0,0,0,0,0,"2020-02-17"
"China","Guangxi Zhuang Autonomous Region","Baise",3,3,0,0,0,"2020-02-17"
"China","Guangxi Zhuang Autonomous Region","Beihai",44,33,0,1,10,"2020-02-17"
"China","Guangxi Zhuang Autonomous Region","Chongzuo",0,0,0,0,0,"2020-02-17"
"China","Guangxi Zhuang Autonomous Region","Fangchenggang",18,17,0,0,1,"2020-02-17"
"China","Guangxi Zhuang Autonomous Region","Guigang",8,5,0,0,3,"2020-02-17"
"China","Guangxi Zhuang Autonomous Region","Guilin",31,19,0,0,12,"2020-02-17"
"China","Guangxi Zhuang Autonomous Region","Hechi",22,21,0,1,0,"2020-02-17"
"China","Guangxi Zhuang Autonomous Region","Hezhou",4,4,0,0,0,"2020-02-17"
"China","Guangxi Zhuang Autonomous Region","Laibin",11,11,0,0,0,"2020-02-17"
"China","Guangxi Zhuang Autonomous Region","Liuzhou",24,16,0,0,8,"2020-02-17"
"China","Guangxi Zhuang Autonomous Region","NanNing",54,38,0,0,16,"2020-02-17"
"China","Guangxi Zhuang Autonomous Region","Qinzhou",8,7,0,0,1,"2020-02-17"
"China","Guangxi Zhuang Autonomous Region","Wuzhou",5,0,0,0,5,"2020-02-17"
"China","Guangxi Zhuang Autonomous Region","Yulin",10,8,0,0,2,"2020-02-17"
"China","Guizhou Province","Anshun",4,3,0,0,1,"2020-02-17"
"China","Guizhou Province","Bijie",23,14,0,0,9,"2020-02-17"
"China","Guizhou Province","Guiyang",36,25,0,0,11,"2020-02-17"
"China","Guizhou Province","Liupanshui",10,6,0,1,3,"2020-02-17"
"China","Guizhou Province","Qiandongnan Miao and Dong Autonomous Prefecture",10,6,0,0,4,"2020-02-17"
"China","Guizhou Province","Qiannan Buyi and Miao Autonomous Prefecture",17,11,0,0,6,"2020-02-17"
"China","Guizhou Province","Qianxinan Buyi and Miao Autonomous Prefecture",4,0,0,0,4,"2020-02-17"
"China","Guizhou Province","Tongren",10,1,0,0,9,"2020-02-17"
"China","Guizhou Province","Zunyi",32,22,0,0,10,"2020-02-17"
"China","Hainan Province","Baisha Li Autonomous County",0,0,0,0,0,"2020-02-17"
"China","Hainan Province","Baoting Li and Miao Autonomous County",3,2,0,0,1,"2020-02-17"
"China","Hainan Province","Changjiang Li Autonomous County",7,6,0,0,1,"2020-02-17"
"China","Hainan Province","Chengmai County",9,7,0,1,1,"2020-02-17"
"China","Hainan Province","Danzhou",15,7,0,0,8,"2020-02-17"
"China","Hainan Province","Ding'an County",3,0,0,1,2,"2020-02-17"
"China","Hainan Province","Dongfang City",3,1,0,0,2,"2020-02-17"
"China","Hainan Province","Haikou",34,18,0,0,16,"2020-02-17"
"China","Hainan Province","Ledong Li Autonomous County",2,2,0,0,0,"2020-02-17"
"China","Hainan Province","Lingao County",6,2,0,0,4,"2020-02-17"
"China","Hainan Province","Lingshui Li Autonomous County",4,4,0,0,0,"2020-02-17"
"China","Hainan Province","Qionghai City",6,2,0,1,3,"2020-02-17"
"China","Hainan Province","Qiongzhong Li and Miao Autonomous County",1,0,0,0,1,"2020-02-17"
"China","Hainan Province","Sansha",3,2,0,0,1,"2020-02-17"
"China","Hainan Province","Sanya",54,38,0,1,15,"2020-02-17"
"China","Hainan Province","Tunchang County",0,0,0,0,0,"2020-02-17"
"China","Hainan Province","Wanning City",13,9,0,0,4,"2020-02-17"
"China","Hainan Province","Wuzhishan City",0,0,0,0,0,"2020-02-17"
"China","Hebei Province","Baoding",32,6,0,0,26,"2020-02-17"
"China","Hebei Province","Cangzhou",48,28,0,2,18,"2020-02-17"
"China","Hebei Province","Chengde",7,3,0,0,4,"2020-02-17"
"China","Hebei Province","Handan",31,21,0,0,10,"2020-02-17"
"China","Hebei Province","Hengshui",8,2,0,0,6,"2020-02-17"
"China","Hebei Province","Langfang",30,14,0,0,16,"2020-02-17"
"China","Hebei Province","Qinhuangdao",10,7,0,0,3,"2020-02-17"
"China","Hebei Province","Shijiazhuang",28,17,0,0,11,"2020-02-17"
"China","Hebei Province","Tangshan",51,40,0,1,10,"2020-02-17"
"China","Hebei Province","Xingtai",23,12,0,1,10,"2020-02-17"
