"ADM0_EN","ADM1_EN","ADM2_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province","Anqing",83,9,0,0,74,"2020-02-26"
"China","Anhui Province","Bengbu",160,28,0,5,127,"2020-02-26"
"China","Anhui Province","Bozhou",108,19,0,0,89,"2020-02-26"
"China","Anhui Province","Chizhou",17,4,0,0,13,"2020-02-26"
"China","Anhui Province","Chuzhou",13,4,0,0,9,"2020-02-26"
"China","Anhui Province","Fuyang",155,43,0,0,112,"2020-02-26"
"China","Anhui Province","Hefei",174,38,0,1,135,"2020-02-26"
"China","Anhui Province","Huaibei",27,5,0,0,22,"2020-02-26"
"China","Anhui Province","Huainan",54,14,0,0,40,"2020-02-26"
"China","Anhui Province","Huangshan",9,3,0,0,6,"2020-02-26"
"China","Anhui Province","Lu'an",69,21,0,0,48,"2020-02-26"
"China","Anhui Province","Ma'anshan",38,13,0,0,25,"2020-02-26"
"China","Anhui Province","Suzhou",41,11,0,0,30,"2020-02-26"
"China","Anhui Province","Tongling",29,7,0,0,22,"2020-02-26"
"China","Anhui Province","Wuhu",33,5,0,0,28,"2020-02-26"
"China","Anhui Province","Xuancheng",6,2,0,0,4,"2020-02-26"
"China","Beijing Municipality","Area to be Identified",0,-238,0,5,233,"2020-02-26"
"China","Beijing Municipality","Beijing Municipality",410,395,0,0,15,"2020-02-26"
"China","Chongqing Municipality","Chongqing Municipality",576,186,0,6,384,"2020-02-26"
"China","Fujian Province","Fuzhou",72,6,0,1,65,"2020-02-26"
"China","Fujian Province","Longyan",6,0,0,0,6,"2020-02-26"
"China","Fujian Province","Nanping",20,8,0,0,12,"2020-02-26"
"China","Fujian Province","Ningde",26,3,0,0,23,"2020-02-26"
"China","Fujian Province","Putian",56,20,0,0,36,"2020-02-26"
"China","Fujian Province","Quanzhou",47,24,0,0,23,"2020-02-26"
"China","Fujian Province","Sanming",14,6,0,0,8,"2020-02-26"
"China","Fujian Province","Xiamen",35,5,0,0,30,"2020-02-26"
"China","Fujian Province","Zhangzhou",20,5,0,0,15,"2020-02-26"
"China","Gansu province","Area to be identified",0,0,0,0,0,"2020-02-26"
"China","Gansu province","Baiyin",4,1,0,0,3,"2020-02-26"
"China","Gansu province","Dingxi",9,1,0,0,8,"2020-02-26"
"China","Gansu province","Gannan Tibetan Autonomous Prefecture",8,0,0,0,8,"2020-02-26"
"China","Gansu province","Jiayuguan",0,0,0,0,0,"2020-02-26"
"China","Gansu province","Jinchang",1,0,0,0,1,"2020-02-26"
"China","Gansu province","Jiuquan",0,0,0,0,0,"2020-02-26"
"China","Gansu province","Lanzhou",36,2,0,2,32,"2020-02-26"
"China","Gansu province","Linxia Hui Autonomous Prefecture",3,0,0,0,3,"2020-02-26"
"China","Gansu province","Longnan",4,0,0,0,4,"2020-02-26"
"China","Gansu province","Pingliang",9,3,0,0,6,"2020-02-26"
"China","Gansu province","Qingyang",3,1,0,0,2,"2020-02-26"
"China","Gansu province","Tianshui",12,0,0,0,12,"2020-02-26"
"China","Gansu province","Wuwei",0,0,0,0,0,"2020-02-26"
"China","Gansu province","Zhangye",2,0,0,0,2,"2020-02-26"
"China","Guangdong Province","Area to be identified",0,-22,0,0,22,"2020-02-26"
"China","Guangdong Province","Chaozhou",5,1,0,0,4,"2020-02-26"
"China","Guangdong Province","Dongguan",97,56,0,1,40,"2020-02-26"
"China","Guangdong Province","Foshan",84,48,0,0,36,"2020-02-26"
"China","Guangdong Province","Guangzhou",346,123,0,1,222,"2020-02-26"
"China","Guangdong Province","Heyuan",4,0,0,0,4,"2020-02-26"
"China","Guangdong Province","Huizhou",62,10,0,0,52,"2020-02-26"
"China","Guangdong Province","Jiangmen",23,12,0,0,11,"2020-02-26"
"China","Guangdong Province","Jieyang",8,3,0,0,5,"2020-02-26"
"China","Guangdong Province","Maoming",14,7,0,0,7,"2020-02-26"
"China","Guangdong Province","Meizhou",16,4,0,0,12,"2020-02-26"
"China","Guangdong Province","Qingyuan",12,0,0,0,12,"2020-02-26"
"China","Guangdong Province","Shantou",50,6,0,0,44,"2020-02-26"
"China","Guangdong Province","Shanwei",5,1,0,0,4,"2020-02-26"
"China","Guangdong Province","Shaoguan",10,3,0,0,7,"2020-02-26"
"China","Guangdong Province","Shenzhen",417,152,0,3,262,"2020-02-26"
"China","Guangdong Province","Yangjiang",14,4,0,0,10,"2020-02-26"
"China","Guangdong Province","Yunfu",0,0,0,0,0,"2020-02-26"
"China","Guangdong Province","Zhanjiang",22,8,0,0,14,"2020-02-26"
"China","Guangdong Province","Zhaoqing",19,5,0,1,13,"2020-02-26"
"China","Guangdong Province","Zhongshan",132,22,0,0,110,"2020-02-26"
"China","Guangdong Province","Zhuhai",98,38,0,1,59,"2020-02-26"
"China","Guangxi Zhuang Autonomous Region","Area to be identified",0,0,0,0,0,"2020-02-26"
"China","Guangxi Zhuang Autonomous Region","Baise",3,0,0,0,3,"2020-02-26"
"China","Guangxi Zhuang Autonomous Region","Beihai",44,14,0,1,29,"2020-02-26"
"China","Guangxi Zhuang Autonomous Region","Chongzuo",0,0,0,0,0,"2020-02-26"
"China","Guangxi Zhuang Autonomous Region","Fangchenggang",19,11,0,0,8,"2020-02-26"
"China","Guangxi Zhuang Autonomous Region","Guigang",8,3,0,0,5,"2020-02-26"
"China","Guangxi Zhuang Autonomous Region","Guilin",32,8,0,0,24,"2020-02-26"
"China","Guangxi Zhuang Autonomous Region","Hechi",28,19,0,1,8,"2020-02-26"
"China","Guangxi Zhuang Autonomous Region","Hezhou",4,0,0,0,4,"2020-02-26"
"China","Guangxi Zhuang Autonomous Region","Laibin",11,9,0,0,2,"2020-02-26"
"China","Guangxi Zhuang Autonomous Region","Liuzhou",24,9,0,0,15,"2020-02-26"
"China","Guangxi Zhuang Autonomous Region","NanNing",55,13,0,0,42,"2020-02-26"
"China","Guangxi Zhuang Autonomous Region","Qinzhou",8,1,0,0,7,"2020-02-26"
"China","Guangxi Zhuang Autonomous Region","Wuzhou",5,0,0,0,5,"2020-02-26"
"China","Guangxi Zhuang Autonomous Region","Yulin",11,4,0,0,7,"2020-02-26"
"China","Guizhou Province","Anshun",4,0,0,0,4,"2020-02-26"
"China","Guizhou Province","Bijie",23,8,0,0,15,"2020-02-26"
"China","Guizhou Province","Guiyang",36,8,0,1,27,"2020-02-26"
"China","Guizhou Province","Liupanshui",10,1,0,1,8,"2020-02-26"
"China","Guizhou Province","Qiandongnan Miao and Dong Autonomous Prefecture",10,0,0,0,10,"2020-02-26"
"China","Guizhou Province","Qiannan Buyi and Miao Autonomous Prefecture",17,2,0,0,15,"2020-02-26"
"China","Guizhou Province","Qianxinan Buyi and Miao Autonomous Prefecture",4,0,0,0,4,"2020-02-26"
"China","Guizhou Province","Tongren",10,0,0,0,10,"2020-02-26"
"China","Guizhou Province","Zunyi",32,13,0,0,19,"2020-02-26"
"China","Hainan Province","Baisha Li Autonomous County",0,0,0,0,0,"2020-02-26"
"China","Hainan Province","Baoting Li and Miao Autonomous County",3,2,0,0,1,"2020-02-26"
"China","Hainan Province","Changjiang Li Autonomous County",7,4,0,0,3,"2020-02-26"
"China","Hainan Province","Chengmai County",9,2,0,1,6,"2020-02-26"
"China","Hainan Province","Danzhou",15,2,0,1,12,"2020-02-26"
"China","Hainan Province","Ding'an County",3,0,0,1,2,"2020-02-26"
"China","Hainan Province","Dongfang City",3,1,0,0,2,"2020-02-26"
"China","Hainan Province","Haikou",39,10,0,0,29,"2020-02-26"
"China","Hainan Province","Ledong Li Autonomous County",2,0,0,0,2,"2020-02-26"
"China","Hainan Province","Lingao County",6,0,0,0,6,"2020-02-26"
"China","Hainan Province","Lingshui Li Autonomous County",4,0,0,0,4,"2020-02-26"
"China","Hainan Province","Qionghai City",6,1,0,1,4,"2020-02-26"
"China","Hainan Province","Qiongzhong Li and Miao Autonomous County",1,0,0,0,1,"2020-02-26"
"China","Hainan Province","Sansha",3,0,0,0,3,"2020-02-26"
"China","Hainan Province","Sanya",54,10,0,1,43,"2020-02-26"
"China","Hainan Province","Tunchang County",0,0,0,0,0,"2020-02-26"
"China","Hainan Province","Wanning City",13,2,0,0,11,"2020-02-26"
"China","Hainan Province","Wuzhishan City",0,0,0,0,0,"2020-02-26"
"China","Hebei Province","Baoding",32,0,0,0,32,"2020-02-26"
"China","Hebei Province","Cangzhou",48,10,0,3,35,"2020-02-26"
"China","Hebei Province","Chengde",7,0,0,0,7,"2020-02-26"
"China","Hebei Province","Handan",32,3,0,0,29,"2020-02-26"
"China","Hebei Province","Hengshui",8,0,0,0,8,"2020-02-26"
"China","Hebei Province","Langfang",30,0,0,0,30,"2020-02-26"
"China","Hebei Province","Qinhuangdao",10,1,0,1,8,"2020-02-26"
"China","Hebei Province","Shijiazhuang",29,7,0,0,22,"2020-02-26"
"China","Hebei Province","Tangshan",58,21,0,1,36,"2020-02-26"
"China","Hebei Province","Xingtai",23,0,0,1,22,"2020-02-26"
"China","Hebei Province","Zhangjiakou",40,8,0,0,32,"2020-02-26"
"China","Heilongjiang Province","Daqing",26,11,0,1,14,"2020-02-26"
"China","Heilongjiang Province","Daxinganling Prefecture",2,0,0,0,2,"2020-02-26"
"China","Heilongjiang Province","Harbin",198,116,0,4,78,"2020-02-26"
"China","Heilongjiang Province","Hegang",5,1,0,0,4,"2020-02-26"
"China","Heilongjiang Province","Heihe",14,5,0,0,9,"2020-02-26"
"China","Heilongjiang Province","Jiamusi",15,0,0,0,15,"2020-02-26"
"China","Heilongjiang Province","Jixi",46,19,0,0,27,"2020-02-26"
"China","Heilongjiang Province","Mudanjiang",14,5,0,0,9,"2020-02-26"
"China","Heilongjiang Province","Qiqihar",43,14,0,1,28,"2020-02-26"
"China","Heilongjiang Province","Qitaihe",17,5,0,0,12,"2020-02-26"
"China","Heilongjiang Province","Shuangyashan",52,20,0,3,29,"2020-02-26"
"China","Heilongjiang Province","Suihua",47,8,0,4,35,"2020-02-26"
"China","Heilongjiang Province","Yichun",1,1,0,0,0,"2020-02-26"
"China","Henan Province","Anyang",53,10,0,0,43,"2020-02-26"
"China","Henan Province","Area to be identified",0,-38,0,5,33,"2020-02-26"
"China","Henan Province","Hebi",19,4,0,0,15,"2020-02-26"
"China","Henan Province","Jiaozuo",32,3,0,1,28,"2020-02-26"
"China","Henan Province","Jiyuan",5,2,0,0,3,"2020-02-26"
"China","Henan Province","Kaifeng",26,10,0,0,16,"2020-02-26"
"China","Henan Province","Luohe",35,10,0,0,25,"2020-02-26"
"China","Henan Province","Luoyang",31,6,0,1,24,"2020-02-26"
"China","Henan Province","Nanyang",156,24,0,3,129,"2020-02-26"
"China","Henan Province","Pingdingshan",58,13,0,1,44,"2020-02-26"
"China","Henan Province","Puyang",17,7,0,0,10,"2020-02-26"
"China","Henan Province","Sanmenxia",7,0,0,1,6,"2020-02-26"
"China","Henan Province","Shangqiu",91,8,0,3,80,"2020-02-26"
"China","Henan Province","Xinxiang",57,5,0,3,49,"2020-02-26"
"China","Henan Province","Xinyang",274,53,0,2,219,"2020-02-26"
"China","Henan Province","Xuchang",39,7,0,0,32,"2020-02-26"
"China","Henan Province","Zhengzhou",314,66,0,0,248,"2020-02-26"
"China","Henan Province","Zhoukou",76,20,0,0,56,"2020-02-26"
"China","Henan Province","Zhumadian",139,13,0,0,126,"2020-02-26"
"China","Hong Kong Special Administrative Region","Hong Kong Special Administrative Region",0,0,0,0,0,"2020-02-26"
"China","Hubei Province","Enshi Tujia and Miao Autonomous Prefecture",251,83,0,4,164,"2020-02-26"
"China","Hubei Province","Ezhou",1389,736,0,42,611,"2020-02-26"
"China","Hubei Province","Huanggang",2904,846,0,110,1948,"2020-02-26"
"China","Hubei Province","Huangshi",1013,367,0,33,613,"2020-02-26"
"China","Hubei Province","Jingmen",923,378,0,37,508,"2020-02-26"
"China","Hubei Province","Jingzhou",1579,667,0,45,867,"2020-02-26"
"China","Hubei Province","Qianjiang",197,91,0,9,97,"2020-02-26"
"China","Hubei Province","Shennongjia Forestry District",11,1,0,0,10,"2020-02-26"
"China","Hubei Province","Shiyan",671,296,0,3,372,"2020-02-26"
"China","Hubei Province","Suizhou",1307,577,0,37,693,"2020-02-26"
"China","Hubei Province","Tianmen",496,176,0,13,307,"2020-02-26"
"China","Hubei Province","Wuhan",47824,32392,0,2104,13328,"2020-02-26"
"China","Hubei Province","Xiangyang",1175,443,0,31,701,"2020-02-26"
"China","Hubei Province","Xianning",836,218,0,11,607,"2020-02-26"
"China","Hubei Province","Xiantao",575,200,0,19,356,"2020-02-26"
"China","Hubei Province","Xiaogan",3516,1781,0,113,1622,"2020-02-26"
"China","Hubei Province","Yichang",929,503,0,30,396,"2020-02-26"
"China","Hubei Province","Prison System",0,0,0,0,0,"2020-02-26"
"China","Hunan Province","Changde",82,15,0,0,67,"2020-02-26"
"China","Hunan Province","Changsha",242,76,0,2,164,"2020-02-26"
"China","Hunan Province","Chenzhou",39,6,0,0,33,"2020-02-26"
"China","Hunan Province","Hengyang",48,10,0,0,38,"2020-02-26"
"China","Hunan Province","Huaihua",40,0,0,0,40,"2020-02-26"
"China","Hunan Province","Loudi",76,18,0,0,58,"2020-02-26"
"China","Hunan Province","Shaoyang",102,11,0,1,90,"2020-02-26"
"China","Hunan Province","Xiangtan",36,7,0,0,29,"2020-02-26"
"China","Hunan Province","Xiangxi Tujia and Miao Autonomous Prefecture",8,0,0,0,8,"2020-02-26"
"China","Hunan Province","Yiyang",59,3,0,0,56,"2020-02-26"
"China","Hunan Province","Yongzhou",44,2,0,0,42,"2020-02-26"
"China","Hunan Province","Yueyang",156,48,0,1,107,"2020-02-26"
"China","Hunan Province","Zhangjiajie",5,0,0,0,5,"2020-02-26"
"China","Hunan Province","Zhuzhou",80,24,0,0,56,"2020-02-26"
"China","Inner Mongolia Autonomous Region","Alxa League",0,0,0,0,0,"2020-02-26"
"China","Inner Mongolia Autonomous Region","Baotou",11,6,0,0,5,"2020-02-26"
"China","Inner Mongolia Autonomous Region","Bayannur",8,2,0,0,6,"2020-02-26"
"China","Inner Mongolia Autonomous Region","Chifeng",9,4,0,0,5,"2020-02-26"
"China","Inner Mongolia Autonomous Region","Hinggan League",1,1,0,0,0,"2020-02-26"
"China","Inner Mongolia Autonomous Region","Hohhot",7,5,0,0,2,"2020-02-26"
"China","Inner Mongolia Autonomous Region","Hulunbuir",14,6,0,0,8,"2020-02-26"
"China","Inner Mongolia Autonomous Region","Ordos",11,2,0,0,9,"2020-02-26"
"China","Inner Mongolia Autonomous Region","Tongliao",7,5,0,0,2,"2020-02-26"
"China","Inner Mongolia Autonomous Region","Ulanqab",3,1,0,0,2,"2020-02-26"
"China","Inner Mongolia Autonomous Region","Wuhai",2,1,0,0,1,"2020-02-26"
"China","Inner Mongolia Autonomous Region","Xilingol League",9,7,0,0,2,"2020-02-26"
"China","Jiangsu Province","Changzhou",51,3,0,0,48,"2020-02-26"
"China","Jiangsu Province","Huai'an",66,16,0,0,50,"2020-02-26"
"China","Jiangsu Province","Lianyungang",48,15,0,0,33,"2020-02-26"
"China","Jiangsu Province","Nanjing",93,35,0,0,58,"2020-02-26"
"China","Jiangsu Province","Nantong",40,3,0,0,37,"2020-02-26"
"China","Jiangsu Province","Suqian",13,2,0,0,11,"2020-02-26"
"China","Jiangsu Province","Suzhou",87,28,0,0,59,"2020-02-26"
"China","Jiangsu Province","Taizhou",37,5,0,0,32,"2020-02-26"
"China","Jiangsu Province","Wuxi",55,10,0,0,45,"2020-02-26"
"China","Jiangsu Province","Xuzhou",79,10,0,0,69,"2020-02-26"
