"ADM0_EN","ADM1_EN","ADM2_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province","Anqing",83,28,0,0,55,"2020-02-21"
"China","Anhui Province","Bengbu",160,74,0,5,81,"2020-02-21"
"China","Anhui Province","Bozhou",108,38,0,0,70,"2020-02-21"
"China","Anhui Province","Chizhou",17,7,0,0,10,"2020-02-21"
"China","Anhui Province","Chuzhou",13,5,0,0,8,"2020-02-21"
"China","Anhui Province","Fuyang",155,65,0,0,90,"2020-02-21"
"China","Anhui Province","Hefei",174,76,0,1,97,"2020-02-21"
"China","Anhui Province","Huaibei",27,12,0,0,15,"2020-02-21"
"China","Anhui Province","Huainan",54,26,0,0,28,"2020-02-21"
"China","Anhui Province","Huangshan",9,3,0,0,6,"2020-02-21"
"China","Anhui Province","Lu'an",69,30,0,0,39,"2020-02-21"
"China","Anhui Province","Ma'anshan",38,21,0,0,17,"2020-02-21"
"China","Anhui Province","Suzhou",41,18,0,0,23,"2020-02-21"
"China","Anhui Province","Tongling",29,16,0,0,13,"2020-02-21"
"China","Anhui Province","Wuhu",33,8,0,0,25,"2020-02-21"
"China","Anhui Province","Xuancheng",6,2,0,0,4,"2020-02-21"
"China","Beijing Municipality","Area to be Identified",0,-167,0,4,163,"2020-02-21"
"China","Beijing Municipality","Beijing Municipality",399,384,0,0,15,"2020-02-21"
"China","Chongqing Municipality","Chongqing Municipality",572,250,0,6,316,"2020-02-21"
"China","Fujian Province","Fuzhou",71,24,0,0,47,"2020-02-21"
"China","Fujian Province","Longyan",6,3,0,0,3,"2020-02-21"
"China","Fujian Province","Nanping",20,12,0,0,8,"2020-02-21"
"China","Fujian Province","Ningde",26,9,0,0,17,"2020-02-21"
"China","Fujian Province","Putian",55,33,0,0,22,"2020-02-21"
"China","Fujian Province","Quanzhou",46,29,0,0,17,"2020-02-21"
"China","Fujian Province","Sanming",14,9,0,0,5,"2020-02-21"
"China","Fujian Province","Xiamen",35,18,0,0,17,"2020-02-21"
"China","Fujian Province","Zhangzhou",20,7,0,0,13,"2020-02-21"
"China","Gansu province","Area to be identified",0,-2,0,0,2,"2020-02-21"
"China","Gansu province","Baiyin",4,1,0,0,3,"2020-02-21"
"China","Gansu province","Dingxi",9,1,0,0,8,"2020-02-21"
"China","Gansu province","Gannan Tibetan Autonomous Prefecture",8,2,0,0,6,"2020-02-21"
"China","Gansu province","Jiayuguan",0,0,0,0,0,"2020-02-21"
"China","Gansu province","Jinchang",1,0,0,0,1,"2020-02-21"
"China","Gansu province","Jiuquan",0,0,0,0,0,"2020-02-21"
"China","Gansu province","Lanzhou",36,7,0,2,27,"2020-02-21"
"China","Gansu province","Linxia Hui Autonomous Prefecture",3,0,0,0,3,"2020-02-21"
"China","Gansu province","Longnan",4,0,0,0,4,"2020-02-21"
"China","Gansu province","Pingliang",9,3,0,0,6,"2020-02-21"
"China","Gansu province","Qingyang",3,1,0,0,2,"2020-02-21"
"China","Gansu province","Tianshui",12,0,0,0,12,"2020-02-21"
"China","Gansu province","Wuwei",0,0,0,0,0,"2020-02-21"
"China","Gansu province","Zhangye",2,0,0,0,2,"2020-02-21"
"China","Guangdong Province","Area to be identified",0,-30,0,0,30,"2020-02-21"
"China","Guangdong Province","Chaozhou",5,1,0,0,4,"2020-02-21"
"China","Guangdong Province","Dongguan",93,65,0,1,27,"2020-02-21"
"China","Guangdong Province","Foshan",84,50,0,0,34,"2020-02-21"
"China","Guangdong Province","Guangzhou",343,171,0,0,172,"2020-02-21"
"China","Guangdong Province","Heyuan",4,3,0,0,1,"2020-02-21"
"China","Guangdong Province","Huizhou",62,21,0,0,41,"2020-02-21"
"China","Guangdong Province","Jiangmen",23,14,0,0,9,"2020-02-21"
"China","Guangdong Province","Jieyang",8,4,0,0,4,"2020-02-21"
"China","Guangdong Province","Maoming",14,8,0,0,6,"2020-02-21"
"China","Guangdong Province","Meizhou",16,5,0,0,11,"2020-02-21"
"China","Guangdong Province","Qingyuan",12,3,0,0,9,"2020-02-21"
"China","Guangdong Province","Shantou",50,10,0,0,40,"2020-02-21"
"China","Guangdong Province","Shanwei",5,3,0,0,2,"2020-02-21"
"China","Guangdong Province","Shaoguan",10,4,0,0,6,"2020-02-21"
"China","Guangdong Province","Shenzhen",417,193,0,2,222,"2020-02-21"
"China","Guangdong Province","Yangjiang",13,3,0,0,10,"2020-02-21"
"China","Guangdong Province","Yunfu",0,0,0,0,0,"2020-02-21"
"China","Guangdong Province","Zhanjiang",22,10,0,0,12,"2020-02-21"
"China","Guangdong Province","Zhaoqing",19,10,0,1,8,"2020-02-21"
"China","Guangdong Province","Zhongshan",132,46,0,0,86,"2020-02-21"
"China","Guangdong Province","Zhuhai",98,48,0,1,49,"2020-02-21"
"China","Guangxi Zhuang Autonomous Region","Area to be identified",0,0,0,0,0,"2020-02-21"
"China","Guangxi Zhuang Autonomous Region","Baise",3,1,0,0,2,"2020-02-21"
