"ADM0_EN","ADM1_EN","ADM2_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province","Anqing",83,44,0,0,39,"2020-02-18"
"China","Anhui Province","Bengbu",159,124,0,5,30,"2020-02-18"
"China","Anhui Province","Bozhou",108,61,0,0,47,"2020-02-18"
"China","Anhui Province","Chizhou",17,11,0,0,6,"2020-02-18"
"China","Anhui Province","Chuzhou",13,6,0,0,7,"2020-02-18"
"China","Anhui Province","Fuyang",155,108,0,0,47,"2020-02-18"
"China","Anhui Province","Hefei",173,101,0,1,71,"2020-02-18"
"China","Anhui Province","Huaibei",27,14,0,0,13,"2020-02-18"
"China","Anhui Province","Huainan",54,32,0,0,22,"2020-02-18"
"China","Anhui Province","Huangshan",9,6,0,0,3,"2020-02-18"
"China","Anhui Province","Lu'an",69,46,0,0,23,"2020-02-18"
"China","Anhui Province","Ma'anshan",37,23,0,0,14,"2020-02-18"
"China","Anhui Province","Suzhou",41,24,0,0,17,"2020-02-18"
"China","Anhui Province","Tongling",29,17,0,0,12,"2020-02-18"
"China","Anhui Province","Wuhu",33,16,0,0,17,"2020-02-18"
"China","Anhui Province","Xuancheng",6,2,0,0,4,"2020-02-18"
"China","Beijing Municipality","Area to be Identified",0,-136,0,4,132,"2020-02-18"
"China","Beijing Municipality","Beijing Municipality",393,380,0,0,13,"2020-02-18"
"China","Chongqing Municipality","Chongqing Municipality",555,296,0,5,254,"2020-02-18"
"China","Fujian Province","Fuzhou",71,43,0,0,28,"2020-02-18"
"China","Fujian Province","Longyan",6,5,0,0,1,"2020-02-18"
"China","Fujian Province","Nanping",20,12,0,0,8,"2020-02-18"
"China","Fujian Province","Ningde",26,20,0,0,6,"2020-02-18"
"China","Fujian Province","Putian",55,38,0,0,17,"2020-02-18"
"China","Fujian Province","Quanzhou",46,33,0,0,13,"2020-02-18"
"China","Fujian Province","Sanming",14,11,0,0,3,"2020-02-18"
"China","Fujian Province","Xiamen",35,26,0,0,9,"2020-02-18"
"China","Fujian Province","Zhangzhou",20,12,0,0,8,"2020-02-18"
"China","Gansu province","Area to be identified",0,0,0,0,0,"2020-02-18"
"China","Gansu province","Baiyin",4,3,0,0,1,"2020-02-18"
"China","Gansu province","Dingxi",9,1,0,0,8,"2020-02-18"
"China","Gansu province","Gannan Tibetan Autonomous Prefecture",8,4,0,0,4,"2020-02-18"
"China","Gansu province","Jiayuguan",0,0,0,0,0,"2020-02-18"
"China","Gansu province","Jinchang",1,0,0,0,1,"2020-02-18"
"China","Gansu province","Jiuquan",0,0,0,0,0,"2020-02-18"
"China","Gansu province","Lanzhou",36,11,0,2,23,"2020-02-18"
"China","Gansu province","Linxia Hui Autonomous Prefecture",3,0,0,0,3,"2020-02-18"
"China","Gansu province","Longnan",4,0,0,0,4,"2020-02-18"
"China","Gansu province","Pingliang",9,6,0,0,3,"2020-02-18"
"China","Gansu province","Qingyang",3,1,0,0,2,"2020-02-18"
"China","Gansu province","Tianshui",12,1,0,0,11,"2020-02-18"
"China","Gansu province","Wuwei",0,0,0,0,0,"2020-02-18"
"China","Gansu province","Zhangye",2,0,0,0,2,"2020-02-18"
"China","Guangdong Province","Area to be identified",0,-6,0,0,6,"2020-02-18"
"China","Guangdong Province","Chaozhou",5,1,0,0,4,"2020-02-18"
"China","Guangdong Province","Dongguan",91,66,0,1,24,"2020-02-18"
"China","Guangdong Province","Foshan",84,57,0,0,27,"2020-02-18"
"China","Guangdong Province","Guangzhou",339,197,0,0,142,"2020-02-18"
"China","Guangdong Province","Heyuan",4,3,0,0,1,"2020-02-18"
"China","Guangdong Province","Huizhou",62,26,0,0,36,"2020-02-18"
"China","Guangdong Province","Jiangmen",23,15,0,0,8,"2020-02-18"
"China","Guangdong Province","Jieyang",8,4,0,0,4,"2020-02-18"
"China","Guangdong Province","Maoming",14,8,0,0,6,"2020-02-18"
"China","Guangdong Province","Meizhou",16,8,0,0,8,"2020-02-18"
"China","Guangdong Province","Qingyuan",12,3,0,0,9,"2020-02-18"
"China","Guangdong Province","Shantou",50,20,0,0,30,"2020-02-18"
"China","Guangdong Province","Shanwei",5,3,0,0,2,"2020-02-18"
"China","Guangdong Province","Shaoguan",10,5,0,0,5,"2020-02-18"
"China","Guangdong Province","Shenzhen",416,251,0,2,163,"2020-02-18"
"China","Guangdong Province","Yangjiang",13,4,0,0,9,"2020-02-18"
"China","Guangdong Province","Yunfu",0,0,0,0,0,"2020-02-18"
"China","Guangdong Province","Zhanjiang",22,11,0,0,11,"2020-02-18"
"China","Guangdong Province","Zhaoqing",18,9,0,1,8,"2020-02-18"
"China","Guangdong Province","Zhongshan",132,52,0,0,80,"2020-02-18"
"China","Guangdong Province","Zhuhai",98,54,0,1,43,"2020-02-18"
"China","Guangxi Zhuang Autonomous Region","Area to be identified",0,0,0,0,0,"2020-02-18"
