"","X","ADM0_EN","ADM1_EN","ADM2_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1",1,"China","Anhui Province","Anqing",83,0,0,0,83,"2020-07APR"
"2",2,"China","Anhui Province","Bengbu",160,0,0,5,155,"2020-07APR"
"3",3,"China","Anhui Province","Bozhou",108,0,0,0,108,"2020-07APR"
"4",4,"China","Anhui Province","Chizhou",17,0,0,0,17,"2020-07APR"
"5",5,"China","Anhui Province","Chuzhou",13,0,0,0,13,"2020-07APR"
"6",6,"China","Anhui Province","Fuyang",155,0,0,0,155,"2020-07APR"
"7",7,"China","Anhui Province","Hefei",174,0,0,1,173,"2020-07APR"
"8",8,"China","Anhui Province","Huaibei",27,0,0,0,27,"2020-07APR"
"9",9,"China","Anhui Province","Huainan",54,0,0,0,54,"2020-07APR"
"10",11,"China","Anhui Province","Huangshan",9,0,0,0,9,"2020-07APR"
"11",12,"China","Anhui Province","Lu'an",69,0,0,0,69,"2020-07APR"
"12",13,"China","Anhui Province","Ma'anshan",38,0,0,0,38,"2020-07APR"
"13",14,"China","Anhui Province","Suzhou",41,0,0,0,41,"2020-07APR"
"14",15,"China","Anhui Province","Tongling",29,0,0,0,29,"2020-07APR"
"15",16,"China","Anhui Province","Wuhu",34,0,0,0,34,"2020-07APR"
"16",17,"China","Anhui Province","Xuancheng",6,0,0,0,6,"2020-07APR"
"17",18,"China","Beijing Municipality","Area to be Identified",0,-353,0,8,345,"2020-07APR"
"18",19,"China","Beijing Municipality","Beijing Municipality",391,336,0,0,55,"2020-07APR"
"19",40,"China","Chongqing Municipality","Chongqing Municipality",576,0,0,6,570,"2020-07APR"
"20",80,"China","Fujian Province","Fuzhou",72,0,0,1,71,"2020-07APR"
"21",81,"China","Fujian Province","Longyan",6,0,0,0,6,"2020-07APR"
"22",82,"China","Fujian Province","Nanping",20,0,0,0,20,"2020-07APR"
"23",83,"China","Fujian Province","Ningde",26,0,0,0,26,"2020-07APR"
"24",84,"China","Fujian Province","Putian",56,0,0,0,56,"2020-07APR"
"25",85,"China","Fujian Province","Quanzhou",47,0,0,0,47,"2020-07APR"
"26",86,"China","Fujian Province","Sanming",14,0,0,0,14,"2020-07APR"
"27",87,"China","Fujian Province","Xiamen",35,0,0,0,35,"2020-07APR"
"28",88,"China","Fujian Province","Zhangzhou",20,0,0,0,20,"2020-07APR"
"29",89,"China","Gansu province","Area to be identified",0,0,0,0,0,"2020-07APR"
"30",90,"China","Gansu province","Baiyin",4,0,0,0,4,"2020-07APR"
"31",91,"China","Gansu province","Dingxi",9,0,0,0,9,"2020-07APR"
"32",92,"China","Gansu province","Gannan Tibetan Autonomous Prefecture",8,0,0,0,8,"2020-07APR"
"33",93,"China","Gansu province","Jiayuguan",0,0,0,0,0,"2020-07APR"
"34",94,"China","Gansu province","Jinchang",1,0,0,0,1,"2020-07APR"
"35",95,"China","Gansu province","Jiuquan",0,0,0,0,0,"2020-07APR"
"36",96,"China","Gansu province","Lanzhou",36,0,0,2,34,"2020-07APR"
"37",97,"China","Gansu province","Linxia Hui Autonomous Prefecture",3,0,0,0,3,"2020-07APR"
"38",98,"China","Gansu province","Longnan",4,0,0,0,4,"2020-07APR"
"39",99,"China","Gansu province","Pingliang",9,0,0,0,9,"2020-07APR"
"40",100,"China","Gansu province","Qingyang",3,0,0,0,3,"2020-07APR"
"41",101,"China","Gansu province","Tianshui",12,0,0,0,12,"2020-07APR"
"42",102,"China","Gansu province","Wuwei",0,0,0,0,0,"2020-07APR"
"43",103,"China","Gansu province","Zhangye",2,0,0,0,2,"2020-07APR"
"44",104,"China","Guangdong Province","Area to be identified",0,-49,0,0,49,"2020-07APR"
"45",105,"China","Guangdong Province","Chaozhou",6,1,0,0,5,"2020-07APR"
"46",106,"China","Guangdong Province","Dongguan",100,0,0,1,99,"2020-07APR"
"47",107,"China","Guangdong Province","Foshan",95,11,1,0,84,"2020-07APR"
"48",108,"China","Guangdong Province","Guangzhou",463,111,6,1,351,"2020-07APR"
"49",109,"China","Guangdong Province","Heyuan",4,0,0,0,4,"2020-07APR"
"50",110,"China","Guangdong Province","Huizhou",62,0,0,0,62,"2020-07APR"
"51",111,"China","Guangdong Province","Jiangmen",24,1,0,0,23,"2020-07APR"
"52",112,"China","Guangdong Province","Jieyang",11,3,0,0,8,"2020-07APR"
"53",113,"China","Guangdong Province","Maoming",14,0,0,0,14,"2020-07APR"
"54",114,"China","Guangdong Province","Meizhou",17,1,0,0,16,"2020-07APR"
"55",115,"China","Guangdong Province","Qingyuan",12,0,0,0,12,"2020-07APR"
"56",116,"China","Guangdong Province","Shantou",52,2,0,0,50,"2020-07APR"
"57",118,"China","Guangdong Province","Shanwei",5,0,0,0,5,"2020-07APR"
"58",119,"China","Guangdong Province","Shaoguan",10,0,0,1,9,"2020-07APR"
"59",120,"China","Guangdong Province","Shenzhen",455,36,1,3,416,"2020-07APR"
"60",121,"China","Guangdong Province","Yangjiang",14,0,0,0,14,"2020-07APR"
"61",122,"China","Guangdong Province","Yunfu",0,0,0,0,0,"2020-07APR"
"62",123,"China","Guangdong Province","Zhanjiang",24,2,2,0,22,"2020-07APR"
"63",124,"China","Guangdong Province","Zhaoqing",20,1,0,1,18,"2020-07APR"
"64",125,"China","Guangdong Province","Zhongshan",136,0,0,0,136,"2020-07APR"
"65",127,"China","Guangdong Province","Zhuhai",103,5,1,1,97,"2020-07APR"
"66",128,"China","Guangxi Zhuang Autonomous Region","Area to be identified",0,0,0,0,0,"2020-07APR"
"67",129,"China","Guangxi Zhuang Autonomous Region","Baise",3,0,0,0,3,"2020-07APR"
"68",130,"China","Guangxi Zhuang Autonomous Region","Beihai",44,0,0,1,43,"2020-07APR"
"69",131,"China","Guangxi Zhuang Autonomous Region","Chongzuo",0,0,0,0,0,"2020-07APR"
"70",132,"China","Guangxi Zhuang Autonomous Region","Fangchenggang",19,0,0,0,19,"2020-07APR"
"71",133,"China","Guangxi Zhuang Autonomous Region","Guigang",8,0,0,0,8,"2020-07APR"
"72",135,"China","Guangxi Zhuang Autonomous Region","Guilin",32,0,0,0,32,"2020-07APR"
"73",136,"China","Guangxi Zhuang Autonomous Region","Hechi",28,0,0,1,27,"2020-07APR"
"74",137,"China","Guangxi Zhuang Autonomous Region","Hezhou",4,0,0,0,4,"2020-07APR"
"75",138,"China","Guangxi Zhuang Autonomous Region","Laibin",11,0,0,0,11,"2020-07APR"
"76",139,"China","Guangxi Zhuang Autonomous Region","Liuzhou",24,0,0,0,24,"2020-07APR"
"77",140,"China","Guangxi Zhuang Autonomous Region","NanNing",55,0,0,0,55,"2020-07APR"
"78",141,"China","Guangxi Zhuang Autonomous Region","Qinzhou",8,0,0,0,8,"2020-07APR"
"79",142,"China","Guangxi Zhuang Autonomous Region","Wuzhou",5,0,0,0,5,"2020-07APR"
"80",143,"China","Guangxi Zhuang Autonomous Region","Yulin",11,0,0,0,11,"2020-07APR"
"81",144,"China","Guizhou Province","Anshun",4,0,0,0,4,"2020-07APR"
"82",145,"China","Guizhou Province","Bijie",23,0,0,0,23,"2020-07APR"
"83",146,"China","Guizhou Province","Guiyang",36,0,0,1,35,"2020-07APR"
"84",147,"China","Guizhou Province","Liupanshui",10,0,0,1,9,"2020-07APR"
"85",148,"China","Guizhou Province","Qiandongnan Miao and Dong Autonomous Prefecture",10,0,0,0,10,"2020-07APR"
"86",149,"China","Guizhou Province","Qiannan Buyi and Miao Autonomous Prefecture",17,0,0,0,17,"2020-07APR"
"87",150,"China","Guizhou Province","Qianxinan Buyi and Miao Autonomous Prefecture",4,0,0,0,4,"2020-07APR"
"88",151,"China","Guizhou Province","Tongren",10,0,0,0,10,"2020-07APR"
"89",152,"China","Guizhou Province","Zunyi",32,0,0,0,32,"2020-07APR"
"90",153,"China","Hainan Province","Baisha Li Autonomous County",0,0,0,0,0,"2020-07APR"
"91",154,"China","Hainan Province","Baoting Li and Miao Autonomous County",3,0,0,0,3,"2020-07APR"
"92",155,"China","Hainan Province","Changjiang Li Autonomous County",7,0,0,0,7,"2020-07APR"
"93",156,"China","Hainan Province","Chengmai County",9,0,0,1,8,"2020-07APR"
"94",157,"China","Hainan Province","Danzhou",15,0,0,1,14,"2020-07APR"
"95",158,"China","Hainan Province","Ding'an County",3,0,0,1,2,"2020-07APR"
"96",159,"China","Hainan Province","Dongfang City",3,0,0,1,2,"2020-07APR"
"97",160,"China","Hainan Province","Haikou",39,0,0,0,39,"2020-07APR"
"98",161,"China","Hainan Province","Ledong Li Autonomous County",2,0,0,0,2,"2020-07APR"
"99",162,"China","Hainan Province","Lingao County",6,0,0,0,6,"2020-07APR"
"100",164,"China","Hainan Province","Lingshui Li Autonomous County",4,0,0,0,4,"2020-07APR"
"101",165,"China","Hainan Province","Qionghai City",6,0,0,1,5,"2020-07APR"
"102",166,"China","Hainan Province","Qiongzhong Li and Miao Autonomous County",1,0,0,0,1,"2020-07APR"
"103",167,"China","Hainan Province","Sansha",3,0,0,0,3,"2020-07APR"
"104",169,"China","Hainan Province","Sanya",54,0,0,1,53,"2020-07APR"
"105",170,"China","Hainan Province","Tunchang County",0,0,0,0,0,"2020-07APR"
"106",171,"China","Hainan Province","Wanning City",13,0,0,0,13,"2020-07APR"
"107",172,"China","Hainan Province","Wuzhishan City",0,0,0,0,0,"2020-07APR"
"108",173,"China","Hebei Province","Baoding",32,0,0,0,32,"2020-07APR"
"109",174,"China","Hebei Province","Cangzhou",48,0,0,3,45,"2020-07APR"
"110",175,"China","Hebei Province","Chengde",7,0,0,0,7,"2020-07APR"
"111",176,"China","Hebei Province","Handan",32,0,0,0,32,"2020-07APR"
"112",177,"China","Hebei Province","Hengshui",8,0,0,0,8,"2020-07APR"
"113",178,"China","Hebei Province","Langfang",30,0,0,0,30,"2020-07APR"
"114",179,"China","Hebei Province","Qinhuangdao",10,0,0,1,9,"2020-07APR"
"115",180,"China","Hebei Province","Shijiazhuang",29,0,0,0,29,"2020-07APR"
"116",181,"China","Hebei Province","Tangshan",58,2,0,1,55,"2020-07APR"
"117",182,"China","Hebei Province","Xingtai",23,0,0,1,22,"2020-07APR"
"118",183,"China","Hebei Province","Zhangjiakou",41,0,0,0,41,"2020-07APR"
"119",184,"China","Heilongjiang Province","Daqing",26,0,0,1,25,"2020-07APR"
"120",185,"China","Heilongjiang Province","Daxinganling Prefecture",3,0,0,0,3,"2020-07APR"
"121",186,"China","Heilongjiang Province","Harbin",198,0,0,4,194,"2020-07APR"
"122",187,"China","Heilongjiang Province","Hegang",5,0,0,0,5,"2020-07APR"
"123",188,"China","Heilongjiang Province","Heihe",14,0,0,0,14,"2020-07APR"
"124",189,"China","Heilongjiang Province","Jiamusi",15,0,0,0,15,"2020-07APR"
"125",190,"China","Heilongjiang Province","Jixi",46,0,0,0,46,"2020-07APR"
"126",191,"China","Heilongjiang Province","Mudanjiang",15,0,0,0,15,"2020-07APR"
"127",192,"China","Heilongjiang Province","Qiqihar",43,0,0,1,42,"2020-07APR"
"128",193,"China","Heilongjiang Province","Qitaihe",17,0,0,0,17,"2020-07APR"
"129",194,"China","Heilongjiang Province","Shuangyashan",52,0,0,3,49,"2020-07APR"
"130",195,"China","Heilongjiang Province","Suihua",47,0,0,4,43,"2020-07APR"
"131",196,"China","Heilongjiang Province","Yichun",1,0,0,0,1,"2020-07APR"
"132",197,"China","Henan Province","Anyang",53,0,0,0,53,"2020-07APR"
"133",198,"China","Henan Province","Area to be identified",0,0,0,0,0,"2020-07APR"
"134",199,"China","Henan Province","Hebi",19,0,0,0,19,"2020-07APR"
"135",200,"China","Henan Province","Jiaozuo",32,0,0,1,31,"2020-07APR"
"136",201,"China","Henan Province","Jiyuan",5,0,0,0,5,"2020-07APR"
"137",202,"China","Henan Province","Kaifeng",26,0,0,0,26,"2020-07APR"
"138",203,"China","Henan Province","Luohe",36,1,0,0,35,"2020-07APR"
"139",204,"China","Henan Province","Luoyang",31,0,0,1,30,"2020-07APR"
"140",205,"China","Henan Province","Nanyang",156,0,0,3,153,"2020-07APR"
"141",206,"China","Henan Province","Pingdingshan",58,0,0,1,57,"2020-07APR"
"142",207,"China","Henan Province","Puyang",17,0,0,0,17,"2020-07APR"
"143",208,"China","Henan Province","Sanmenxia",7,0,0,1,6,"2020-07APR"
"144",209,"China","Henan Province","Shangqiu",91,0,0,3,88,"2020-07APR"
"145",210,"China","Henan Province","Xinxiang",57,0,0,3,54,"2020-07APR"
"146",211,"China","Henan Province","Xinyang",274,0,0,2,272,"2020-07APR"
"147",212,"China","Henan Province","Xuchang",39,0,0,1,38,"2020-07APR"
"148",213,"China","Henan Province","Zhengzhou",314,0,0,10,304,"2020-07APR"
"149",215,"China","Henan Province","Zhoukou",76,0,0,1,75,"2020-07APR"
"150",216,"China","Henan Province","Zhumadian",139,0,0,0,139,"2020-07APR"
"151",217,"China","Hong Kong Special Administrative Region","Hong Kong Special Administrative Region",0,0,0,0,0,"2020-07APR"
"152",218,"China","Hubei Province","Enshi Tujia and Miao Autonomous Prefecture",252,0,0,7,245,"2020-07APR"
"153",219,"China","Hubei Province","Ezhou",1394,0,0,59,1335,"2020-07APR"
"154",220,"China","Hubei Province","Huanggang",2907,0,0,125,2782,"2020-07APR"
"155",221,"China","Hubei Province","Huangshi",1015,0,0,39,976,"2020-07APR"
"156",222,"China","Hubei Province","Jingmen",928,0,0,41,887,"2020-07APR"
"157",223,"China","Hubei Province","Jingzhou",1580,0,0,52,1528,"2020-07APR"
"158",224,"China","Hubei Province","Qianjiang",198,0,0,9,189,"2020-07APR"
"159",225,"China","Hubei Province","Shennongjia Forestry District",11,0,0,0,11,"2020-07APR"
"160",227,"China","Hubei Province","Shiyan",672,0,0,8,664,"2020-07APR"
"161",228,"China","Hubei Province","Suizhou",1307,0,0,45,1262,"2020-07APR"
"162",229,"China","Hubei Province","Tianmen",496,0,0,15,481,"2020-07APR"
"163",230,"China","Hubei Province","Wuhan",50008,445,0,2572,46991,"2020-07APR"
"164",231,"China","Hubei Province","Xiangyang",1175,1,0,39,1135,"2020-07APR"
"165",233,"China","Hubei Province","Xianning",836,0,0,15,821,"2020-07APR"
"166",234,"China","Hubei Province","Xiantao",575,1,0,22,552,"2020-07APR"
"167",235,"China","Hubei Province","Xiaogan",3518,0,0,129,3389,"2020-07APR"
"168",236,"China","Hubei Province","Yichang",931,1,0,36,894,"2020-07APR"
"169",237,"China","Hubei Province","Prison System",0,0,0,0,0,"2020-07APR"
"170",238,"China","Hunan Province","Changde",82,0,0,0,82,"2020-07APR"
"171",239,"China","Hunan Province","Changsha",242,0,0,2,240,"2020-07APR"
"172",240,"China","Hunan Province","Chenzhou",39,0,0,0,39,"2020-07APR"
"173",241,"China","Hunan Province","Hengyang",48,0,0,0,48,"2020-07APR"
"174",242,"China","Hunan Province","Huaihua",40,0,0,0,40,"2020-07APR"
"175",243,"China","Hunan Province","Loudi",76,0,0,0,76,"2020-07APR"
"176",244,"China","Hunan Province","Shaoyang",102,0,0,1,101,"2020-07APR"
"177",245,"China","Hunan Province","Xiangtan",36,0,0,0,36,"2020-07APR"
"178",246,"China","Hunan Province","Xiangxi Tujia and Miao Autonomous Prefecture",8,0,0,0,8,"2020-07APR"
"179",247,"China","Hunan Province","Yiyang",60,0,0,0,60,"2020-07APR"
"180",248,"China","Hunan Province","Yongzhou",44,0,0,0,44,"2020-07APR"
"181",249,"China","Hunan Province","Yueyang",156,0,0,1,155,"2020-07APR"
