"ADM0_EN","ADM1_EN","ADM2_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province","Anqing",80,0,0,0,15,"2020-02-11"
"China","Anhui Province","Bengbu",134,0,0,3,2,"2020-02-11"
"China","Anhui Province","Bozhou",92,0,0,0,7,"2020-02-11"
"China","Anhui Province","Chizhou",15,0,0,0,3,"2020-02-11"
"China","Anhui Province","Chuzhou",12,0,0,0,4,"2020-02-11"
"China","Anhui Province","Fuyang",132,0,0,0,17,"2020-02-11"
"China","Anhui Province","Hefei",150,0,0,1,20,"2020-02-11"
"China","Anhui Province","Huaibei",24,0,0,0,5,"2020-02-11"
"China","Anhui Province","Huainan",48,0,0,0,12,"2020-02-11"
"China","Anhui Province","Huangshan",9,0,0,0,1,"2020-02-11"
"China","Anhui Province","Lu'an",59,0,0,0,3,"2020-02-11"
"China","Anhui Province","Ma'anshan",32,0,0,0,4,"2020-02-11"
"China","Anhui Province","Suzhou",33,0,0,0,3,"2020-02-11"
"China","Anhui Province","Tongling",27,0,0,0,7,"2020-02-11"
"China","Anhui Province","Wuhu",31,0,0,0,4,"2020-02-11"
"China","Anhui Province","Xuancheng",6,0,0,0,4,"2020-02-11"
"China","Beijing Municipality","Area to be Identified",0,0,0,3,40,"2020-02-11"
"China","Beijing Municipality","Beijing Municipality",342,0,0,0,8,"2020-02-11"
"China","Chongqing Municipality","Chongqing Municipality",489,0,0,2,72,"2020-02-11"
"China","Fujian Province","Fuzhou",63,0,0,0,13,"2020-02-11"
"China","Fujian Province","Longyan",6,0,0,0,1,"2020-02-11"
"China","Fujian Province","Nanping",19,0,0,0,3,"2020-02-11"
"China","Fujian Province","Ningde",24,0,0,0,4,"2020-02-11"
"China","Fujian Province","Putian",51,0,0,0,6,"2020-02-11"
"China","Fujian Province","Quanzhou",43,0,0,0,11,"2020-02-11"
"China","Fujian Province","Sanming",13,0,0,0,1,"2020-02-11"
"China","Fujian Province","Xiamen",31,0,0,0,3,"2020-02-11"
"China","Fujian Province","Zhangzhou",17,0,0,0,3,"2020-02-11"
"China","Gansu province","Area to be identified",0,0,0,0,6,"2020-02-11"
"China","Gansu province","Baiyin",4,0,0,0,0,"2020-02-11"
"China","Gansu province","Dingxi",8,0,0,0,2,"2020-02-11"
"China","Gansu province","Gannan Tibetan Autonomous Prefecture",6,0,0,0,1,"2020-02-11"
"China","Gansu province","Jiayuguan",0,0,0,0,0,"2020-02-11"
"China","Gansu province","Jinchang",1,0,0,0,1,"2020-02-11"
"China","Gansu province","Jiuquan",0,0,0,0,0,"2020-02-11"
"China","Gansu province","Lanzhou",35,0,0,2,10,"2020-02-11"
"China","Gansu province","Linxia Hui Autonomous Prefecture",3,0,0,0,2,"2020-02-11"
"China","Gansu province","Longnan",4,0,0,0,0,"2020-02-11"
"China","Gansu province","Pingliang",8,0,0,0,0,"2020-02-11"
"China","Gansu province","Qingyang",3,0,0,0,0,"2020-02-11"
"China","Gansu province","Tianshui",12,0,0,0,1,"2020-02-11"
"China","Gansu province","Wuwei",0,0,0,0,0,"2020-02-11"
"China","Gansu province","Zhangye",2,0,0,0,1,"2020-02-11"
"China","Guangdong Province","Area to be identified",0,0,0,0,6,"2020-02-11"
"China","Guangdong Province","Chaozhou",5,0,0,0,0,"2020-02-11"
"China","Guangdong Province","Dongguan",62,0,0,0,7,"2020-02-11"
"China","Guangdong Province","Foshan",70,0,0,0,15,"2020-02-11"
"China","Guangdong Province","Guangzhou",317,0,0,0,49,"2020-02-11"
