"ADM0_EN","ADM1_EN","ADM2_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province","Anqing",75,0,0,0,12,"2020-02-09"
"China","Anhui Province","Bengbu",115,0,0,1,1,"2020-02-09"
"China","Anhui Province","Bozhou",87,0,0,0,5,"2020-02-09"
"China","Anhui Province","Chizhou",12,0,0,0,1,"2020-02-09"
"China","Anhui Province","Chuzhou",11,0,0,0,2,"2020-02-09"
"China","Anhui Province","Fuyang",118,0,0,0,13,"2020-02-09"
"China","Anhui Province","Hefei",136,0,0,0,11,"2020-02-09"
"China","Anhui Province","Huaibei",23,0,0,0,4,"2020-02-09"
"China","Anhui Province","Huainan",44,0,0,0,8,"2020-02-09"
"China","Anhui Province","Huangshan",9,0,0,0,1,"2020-02-09"
"China","Anhui Province","Lu'an",54,0,0,0,2,"2020-02-09"
"China","Anhui Province","Ma'anshan",31,0,0,0,2,"2020-02-09"
"China","Anhui Province","Suzhou",28,0,0,0,2,"2020-02-09"
"China","Anhui Province","Tongling",24,0,0,0,7,"2020-02-09"
"China","Anhui Province","Wuhu",29,0,0,0,3,"2020-02-09"
"China","Anhui Province","Xuancheng",5,0,0,0,2,"2020-02-09"
"China","Beijing Municipality","Area to be Identified",0,0,0,2,29,"2020-02-09"
"China","Beijing Municipality","Beijing Municipality",326,0,0,0,8,"2020-02-09"
"China","Chongqing Municipality","Chongqing Municipality",450,0,0,2,50,"2020-02-09"
"China","Fujian Province","Fuzhou",62,0,0,0,11,"2020-02-09"
"China","Fujian Province","Longyan",6,0,0,0,1,"2020-02-09"
"China","Fujian Province","Nanping",16,0,0,0,2,"2020-02-09"
"China","Fujian Province","Ningde",23,0,0,0,4,"2020-02-09"
"China","Fujian Province","Putian",47,0,0,0,1,"2020-02-09"
"China","Fujian Province","Quanzhou",42,0,0,0,10,"2020-02-09"
"China","Fujian Province","Sanming",13,0,0,0,1,"2020-02-09"
"China","Fujian Province","Xiamen",25,0,0,0,2,"2020-02-09"
"China","Fujian Province","Zhangzhou",16,0,0,0,3,"2020-02-09"
"China","Gansu province","Area to be identified",0,0,0,0,0,"2020-02-09"
"China","Gansu province","Baiyin",4,0,0,0,0,"2020-02-09"
"China","Gansu province","Dingxi",8,0,0,0,1,"2020-02-09"
"China","Gansu province","Gannan Tibetan Autonomous Prefecture",6,0,0,0,0,"2020-02-09"
"China","Gansu province","Jiayuguan",0,0,0,0,0,"2020-02-09"
"China","Gansu province","Jinchang",1,0,0,0,1,"2020-02-09"
"China","Gansu province","Jiuquan",0,0,0,0,0,"2020-02-09"
"China","Gansu province","Lanzhou",33,0,0,1,9,"2020-02-09"
"China","Gansu province","Linxia Hui Autonomous Prefecture",3,0,0,0,2,"2020-02-09"
"China","Gansu province","Longnan",4,0,0,0,0,"2020-02-09"
"China","Gansu province","Pingliang",4,0,0,0,0,"2020-02-09"
"China","Gansu province","Qingyang",2,0,0,0,0,"2020-02-09"
"China","Gansu province","Tianshui",12,0,0,0,1,"2020-02-09"
"China","Gansu province","Wuwei",0,0,0,0,0,"2020-02-09"
"China","Gansu province","Zhangye",2,0,0,0,1,"2020-02-09"
"China","Guangdong Province","Area to be identified",0,0,0,0,0,"2020-02-09"
"China","Guangdong Province","Chaozhou",5,0,0,0,0,"2020-02-09"
"China","Guangdong Province","Dongguan",58,0,0,0,3,"2020-02-09"
"China","Guangdong Province","Foshan",67,0,0,0,4,"2020-02-09"
"China","Guangdong Province","Guangzhou",307,0,0,0,41,"2020-02-09"
"China","Guangdong Province","Heyuan",3,0,0,0,0,"2020-02-09"
"China","Guangdong Province","Huizhou",48,0,0,0,1,"2020-02-09"
"China","Guangdong Province","Jiangmen",19,0,0,0,1,"2020-02-09"
"China","Guangdong Province","Jieyang",7,0,0,0,1,"2020-02-09"
"China","Guangdong Province","Maoming",10,0,0,0,1,"2020-02-09"
"China","Guangdong Province","Meizhou",13,0,0,0,4,"2020-02-09"
"China","Guangdong Province","Qingyuan",10,0,0,0,3,"2020-02-09"
"China","Guangdong Province","Shantou",50,0,0,0,10,"2020-02-09"
"China","Guangdong Province","Shanwei",5,0,0,0,1,"2020-02-09"
"China","Guangdong Province","Shaoguan",6,0,0,0,2,"2020-02-09"
"China","Guangdong Province","Shenzhen",366,0,0,0,46,"2020-02-09"
"China","Guangdong Province","Yangjiang",13,0,0,0,1,"2020-02-09"
"China","Guangdong Province","Yunfu",0,0,0,0,0,"2020-02-09"
"China","Guangdong Province","Zhanjiang",21,0,0,0,6,"2020-02-09"
"China","Guangdong Province","Zhaoqing",14,0,0,1,3,"2020-02-09"
"China","Guangdong Province","Zhongshan",102,0,0,0,28,"2020-02-09"
"China","Guangdong Province","Zhuhai",83,0,0,0,4,"2020-02-09"
