"ADM0_EN","ADM1_EN","ADM2_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province","Anqing",82,49,0,0,33,"2020-02-15"
"China","Anhui Province","Bengbu",153,141,0,5,7,"2020-02-15"
"China","Anhui Province","Bozhou",107,82,0,0,25,"2020-02-15"
"China","Anhui Province","Chizhou",17,13,0,0,4,"2020-02-15"
"China","Anhui Province","Chuzhou",13,6,0,0,7,"2020-02-15"
"China","Anhui Province","Fuyang",150,122,0,0,28,"2020-02-15"
"China","Anhui Province","Hefei",168,129,0,1,38,"2020-02-15"
"China","Anhui Province","Huaibei",26,16,0,0,10,"2020-02-15"
"China","Anhui Province","Huainan",46,32,0,0,14,"2020-02-15"
"China","Anhui Province","Huangshan",9,8,0,0,1,"2020-02-15"
"China","Anhui Province","Lu'an",63,48,0,0,15,"2020-02-15"
"China","Anhui Province","Ma'anshan",35,25,0,0,10,"2020-02-15"
"China","Anhui Province","Suzhou",39,28,0,0,11,"2020-02-15"
"China","Anhui Province","Tongling",28,18,0,0,10,"2020-02-15"
"China","Anhui Province","Wuhu",31,20,0,0,11,"2020-02-15"
"China","Anhui Province","Xuancheng",6,2,0,0,4,"2020-02-15"
"China","Beijing Municipality","Area to be Identified",0,-92,0,4,88,"2020-02-15"
"China","Beijing Municipality","Beijing Municipality",375,365,0,0,10,"2020-02-15"
"China","Chongqing Municipality","Chongqing Municipality",544,355,0,5,184,"2020-02-15"
"China","Fujian Province","Fuzhou",68,48,0,0,20,"2020-02-15"
"China","Fujian Province","Longyan",6,5,0,0,1,"2020-02-15"
"China","Fujian Province","Nanping",20,15,0,0,5,"2020-02-15"
"China","Fujian Province","Ningde",25,19,0,0,6,"2020-02-15"
"China","Fujian Province","Putian",55,43,0,0,12,"2020-02-15"
"China","Fujian Province","Quanzhou",46,33,0,0,13,"2020-02-15"
"China","Fujian Province","Sanming",13,10,0,0,3,"2020-02-15"
"China","Fujian Province","Xiamen",34,29,0,0,5,"2020-02-15"
"China","Fujian Province","Zhangzhou",20,14,0,0,6,"2020-02-15"
"China","Gansu province","Area to be identified",0,0,0,0,0,"2020-02-15"
"China","Gansu province","Baiyin",4,3,0,0,1,"2020-02-15"
"China","Gansu province","Dingxi",9,1,0,0,8,"2020-02-15"
"China","Gansu province","Gannan Tibetan Autonomous Prefecture",8,6,0,0,2,"2020-02-15"
"China","Gansu province","Jiayuguan",0,0,0,0,0,"2020-02-15"
"China","Gansu province","Jinchang",1,0,0,0,1,"2020-02-15"
"China","Gansu province","Jiuquan",0,0,0,0,0,"2020-02-15"
"China","Gansu province","Lanzhou",35,16,0,2,17,"2020-02-15"
"China","Gansu province","Linxia Hui Autonomous Prefecture",3,0,0,0,3,"2020-02-15"
"China","Gansu province","Longnan",4,1,0,0,3,"2020-02-15"
"China","Gansu province","Pingliang",9,8,0,0,1,"2020-02-15"
"China","Gansu province","Qingyang",3,1,0,0,2,"2020-02-15"
"China","Gansu province","Tianshui",12,3,0,0,9,"2020-02-15"
"China","Gansu province","Wuwei",0,0,0,0,0,"2020-02-15"
"China","Gansu province","Zhangye",2,0,0,0,2,"2020-02-15"
"China","Guangdong Province","Area to be identified",0,0,0,0,0,"2020-02-15"
"China","Guangdong Province","Chaozhou",5,4,0,0,1,"2020-02-15"
"China","Guangdong Province","Dongguan",81,73,0,1,7,"2020-02-15"
"China","Guangdong Province","Foshan",84,61,0,0,23,"2020-02-15"
"China","Guangdong Province","Guangzhou",335,229,0,0,106,"2020-02-15"
"China","Guangdong Province","Heyuan",3,2,0,0,1,"2020-02-15"
"China","Guangdong Province","Huizhou",58,32,0,0,26,"2020-02-15"
"China","Guangdong Province","Jiangmen",22,19,0,0,3,"2020-02-15"
"China","Guangdong Province","Jieyang",8,4,0,0,4,"2020-02-15"
"China","Guangdong Province","Maoming",13,10,0,0,3,"2020-02-15"
"China","Guangdong Province","Meizhou",15,8,0,0,7,"2020-02-15"
"China","Guangdong Province","Qingyuan",12,5,0,0,7,"2020-02-15"
"China","Guangdong Province","Shantou",50,28,0,0,22,"2020-02-15"
"China","Guangdong Province","Shanwei",5,4,0,0,1,"2020-02-15"
"China","Guangdong Province","Shaoguan",10,6,0,0,4,"2020-02-15"
"China","Guangdong Province","Shenzhen",406,291,0,0,115,"2020-02-15"
"China","Guangdong Province","Yangjiang",13,6,0,0,7,"2020-02-15"
