"ADM0_EN","ADM1_EN","ADM2_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province","Anqing",83,1,0,0,82,"2020-03-03"
"China","Anhui Province","Bengbu",160,3,0,5,152,"2020-03-03"
"China","Anhui Province","Bozhou",108,1,0,0,107,"2020-03-03"
"China","Anhui Province","Chizhou",17,1,0,0,16,"2020-03-03"
"China","Anhui Province","Chuzhou",13,1,0,0,12,"2020-03-03"
"China","Anhui Province","Fuyang",155,4,0,0,151,"2020-03-03"
"China","Anhui Province","Hefei",174,16,0,1,157,"2020-03-03"
"China","Anhui Province","Huaibei",27,3,0,0,24,"2020-03-03"
"China","Anhui Province","Huainan",54,6,0,0,48,"2020-03-03"
"China","Anhui Province","Huangshan",9,1,0,0,8,"2020-03-03"
"China","Anhui Province","Lu'an",69,0,0,0,69,"2020-03-03"
"China","Anhui Province","Ma'anshan",38,3,0,0,35,"2020-03-03"
"China","Anhui Province","Suzhou",41,3,0,0,38,"2020-03-03"
"China","Anhui Province","Tongling",29,0,0,0,29,"2020-03-03"
"China","Anhui Province","Wuhu",34,1,0,0,33,"2020-03-03"
"China","Anhui Province","Xuancheng",6,2,0,0,4,"2020-03-03"
"China","Beijing Municipality","Area to be Identified",0,-281,0,8,273,"2020-03-03"
"China","Beijing Municipality","Beijing Municipality",412,397,0,0,15,"2020-03-03"
"China","Chongqing Municipality","Chongqing Municipality",576,80,0,6,490,"2020-03-03"
"China","Fujian Province","Fuzhou",72,1,0,1,70,"2020-03-03"
"China","Fujian Province","Longyan",6,0,0,0,6,"2020-03-03"
"China","Fujian Province","Nanping",20,3,0,0,17,"2020-03-03"
"China","Fujian Province","Ningde",26,3,0,0,23,"2020-03-03"
"China","Fujian Province","Putian",56,15,0,0,41,"2020-03-03"
"China","Fujian Province","Quanzhou",47,6,0,0,41,"2020-03-03"
"China","Fujian Province","Sanming",14,2,0,0,12,"2020-03-03"
"China","Fujian Province","Xiamen",35,1,0,0,34,"2020-03-03"
"China","Fujian Province","Zhangzhou",20,4,0,0,16,"2020-03-03"
"China","Gansu province","Area to be identified",0,0,0,0,0,"2020-03-03"
"China","Gansu province","Baiyin",4,0,0,0,4,"2020-03-03"
"China","Gansu province","Dingxi",9,1,0,0,8,"2020-03-03"
"China","Gansu province","Gannan Tibetan Autonomous Prefecture",8,0,0,0,8,"2020-03-03"
"China","Gansu province","Jiayuguan",0,0,0,0,0,"2020-03-03"
"China","Gansu province","Jinchang",1,0,0,0,1,"2020-03-03"
"China","Gansu province","Jiuquan",0,0,0,0,0,"2020-03-03"
"China","Gansu province","Lanzhou",36,1,0,2,33,"2020-03-03"
"China","Gansu province","Linxia Hui Autonomous Prefecture",3,0,0,0,3,"2020-03-03"
"China","Gansu province","Longnan",4,0,0,0,4,"2020-03-03"
"China","Gansu province","Pingliang",9,1,0,0,8,"2020-03-03"
"China","Gansu province","Qingyang",3,0,0,0,3,"2020-03-03"
"China","Gansu province","Tianshui",12,0,0,0,12,"2020-03-03"
"China","Gansu province","Wuwei",0,0,0,0,0,"2020-03-03"
"China","Gansu province","Zhangye",2,0,0,0,2,"2020-03-03"
"China","Guangdong Province","Area to be identified",0,-29,0,0,29,"2020-03-03"
"China","Guangdong Province","Chaozhou",5,0,0,0,5,"2020-03-03"
"China","Guangdong Province","Dongguan",99,17,0,1,81,"2020-03-03"
"China","Guangdong Province","Foshan",84,18,0,0,66,"2020-03-03"
"China","Guangdong Province","Guangzhou",346,73,0,1,272,"2020-03-03"
"China","Guangdong Province","Heyuan",4,0,0,0,4,"2020-03-03"
"China","Guangdong Province","Huizhou",62,0,0,0,62,"2020-03-03"
"China","Guangdong Province","Jiangmen",23,10,0,0,13,"2020-03-03"
"China","Guangdong Province","Jieyang",8,0,0,0,8,"2020-03-03"
"China","Guangdong Province","Maoming",14,3,0,0,11,"2020-03-03"
"China","Guangdong Province","Meizhou",16,4,0,0,12,"2020-03-03"
"China","Guangdong Province","Qingyuan",12,0,0,0,12,"2020-03-03"
"China","Guangdong Province","Shantou",50,6,0,0,44,"2020-03-03"
"China","Guangdong Province","Shanwei",5,0,0,0,5,"2020-03-03"
"China","Guangdong Province","Shaoguan",10,1,0,0,9,"2020-03-03"
"China","Guangdong Province","Shenzhen",418,83,0,3,332,"2020-03-03"
"China","Guangdong Province","Yangjiang",14,3,0,0,11,"2020-03-03"
"China","Guangdong Province","Yunfu",0,0,0,0,0,"2020-03-03"
"China","Guangdong Province","Zhanjiang",22,3,0,0,19,"2020-03-03"
"China","Guangdong Province","Zhaoqing",19,3,0,1,15,"2020-03-03"
"China","Guangdong Province","Zhongshan",132,12,0,0,120,"2020-03-03"
"China","Guangdong Province","Zhuhai",98,16,0,1,81,"2020-03-03"
"China","Guangxi Zhuang Autonomous Region","Area to be identified",0,0,0,0,0,"2020-03-03"
"China","Guangxi Zhuang Autonomous Region","Baise",3,0,0,0,3,"2020-03-03"
"China","Guangxi Zhuang Autonomous Region","Beihai",44,6,0,1,37,"2020-03-03"
"China","Guangxi Zhuang Autonomous Region","Chongzuo",0,0,0,0,0,"2020-03-03"
"China","Guangxi Zhuang Autonomous Region","Fangchenggang",19,7,0,0,12,"2020-03-03"
"China","Guangxi Zhuang Autonomous Region","Guigang",8,0,0,0,8,"2020-03-03"
"China","Guangxi Zhuang Autonomous Region","Guilin",32,2,0,0,30,"2020-03-03"
"China","Guangxi Zhuang Autonomous Region","Hechi",28,12,0,1,15,"2020-03-03"
"China","Guangxi Zhuang Autonomous Region","Hezhou",4,0,0,0,4,"2020-03-03"
"China","Guangxi Zhuang Autonomous Region","Laibin",11,7,0,0,4,"2020-03-03"
"China","Guangxi Zhuang Autonomous Region","Liuzhou",24,5,0,0,19,"2020-03-03"
"China","Guangxi Zhuang Autonomous Region","NanNing",55,1,0,0,54,"2020-03-03"
"China","Guangxi Zhuang Autonomous Region","Qinzhou",8,0,0,0,8,"2020-03-03"
"China","Guangxi Zhuang Autonomous Region","Wuzhou",5,0,0,0,5,"2020-03-03"
"China","Guangxi Zhuang Autonomous Region","Yulin",11,0,0,0,11,"2020-03-03"
"China","Guizhou Province","Anshun",4,0,0,0,4,"2020-03-03"
"China","Guizhou Province","Bijie",23,7,0,0,16,"2020-03-03"
"China","Guizhou Province","Guiyang",36,7,0,1,28,"2020-03-03"
"China","Guizhou Province","Liupanshui",10,1,0,1,8,"2020-03-03"
"China","Guizhou Province","Qiandongnan Miao and Dong Autonomous Prefecture",10,0,0,0,10,"2020-03-03"
"China","Guizhou Province","Qiannan Buyi and Miao Autonomous Prefecture",17,2,0,0,15,"2020-03-03"
"China","Guizhou Province","Qianxinan Buyi and Miao Autonomous Prefecture",4,0,0,0,4,"2020-03-03"
"China","Guizhou Province","Tongren",10,0,0,0,10,"2020-03-03"
"China","Guizhou Province","Zunyi",32,13,0,0,19,"2020-03-03"
"China","Hainan Province","Baisha Li Autonomous County",0,0,0,0,0,"2020-03-03"
"China","Hainan Province","Baoting Li and Miao Autonomous County",3,0,0,0,3,"2020-03-03"
