"ADM0_EN","ADM1_EN","ADM2_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province","Anqing",66,0,0,0,6,"2020-02-06"
"China","Anhui Province","Bengbu",88,0,0,0,1,"2020-02-06"
"China","Anhui Province","Bozhou",72,0,0,0,5,"2020-02-06"
"China","Anhui Province","Chizhou",11,0,0,0,1,"2020-02-06"
"China","Anhui Province","Chuzhou",11,0,0,0,2,"2020-02-06"
"China","Anhui Province","Fuyang",105,0,0,0,9,"2020-02-06"
"China","Anhui Province","Hefei",115,0,0,0,9,"2020-02-06"
"China","Anhui Province","Huaibei",22,0,0,0,0,"2020-02-06"
"China","Anhui Province","Huainan",28,0,0,0,4,"2020-02-06"
"China","Anhui Province","Huangshan",9,0,0,0,1,"2020-02-06"
"China","Anhui Province","Lu'an",41,0,0,0,1,"2020-02-06"
"China","Anhui Province","Ma'anshan",30,0,0,0,0,"2020-02-06"
"China","Anhui Province","Suzhou",27,0,0,0,0,"2020-02-06"
"China","Anhui Province","Tongling",22,0,0,0,5,"2020-02-06"
"China","Anhui Province","Wuhu",27,0,0,0,3,"2020-02-06"
"China","Anhui Province","Xuancheng",5,0,0,0,2,"2020-02-06"
"China","Beijing Municipality","Area to be Identified",0,0,0,1,29,"2020-02-06"
"China","Beijing Municipality","Beijing Municipality",297,0,0,0,4,"2020-02-06"
"China","Chongqing Municipality","Chongqing Municipality",415,0,0,2,31,"2020-02-06"
"China","Fujian Province","Fuzhou",57,0,0,0,7,"2020-02-06"
"China","Fujian Province","Longyan",4,0,0,0,0,"2020-02-06"
"China","Fujian Province","Nanping",12,0,0,0,1,"2020-02-06"
"China","Fujian Province","Ningde",16,0,0,0,4,"2020-02-06"
"China","Fujian Province","Putian",44,0,0,0,1,"2020-02-06"
"China","Fujian Province","Quanzhou",40,0,0,0,4,"2020-02-06"
"China","Fujian Province","Sanming",12,0,0,0,0,"2020-02-06"
"China","Fujian Province","Xiamen",23,0,0,0,2,"2020-02-06"
"China","Fujian Province","Zhangzhou",16,0,0,0,1,"2020-02-06"
"China","Gansu province","Area to be identified",0,0,0,0,0,"2020-02-06"
"China","Gansu province","Baiyin",4,0,0,0,0,"2020-02-06"
"China","Gansu province","Dingxi",5,0,0,0,1,"2020-02-06"
"China","Gansu province","Gannan Tibetan Autonomous Prefecture",3,0,0,0,0,"2020-02-06"
"China","Gansu province","Jiayuguan",0,0,0,0,0,"2020-02-06"
"China","Gansu province","Jinchang",1,0,0,0,0,"2020-02-06"
"China","Gansu province","Jiuquan",0,0,0,0,0,"2020-02-06"
"China","Gansu province","Lanzhou",32,0,0,0,5,"2020-02-06"
"China","Gansu province","Linxia Hui Autonomous Prefecture",3,0,0,0,2,"2020-02-06"
"China","Gansu province","Longnan",4,0,0,0,0,"2020-02-06"
"China","Gansu province","Pingliang",1,0,0,0,0,"2020-02-06"
"China","Gansu province","Qingyang",2,0,0,0,0,"2020-02-06"
"China","Gansu province","Tianshui",10,0,0,0,1,"2020-02-06"
"China","Gansu province","Wuwei",0,0,0,0,0,"2020-02-06"
"China","Gansu province","Zhangye",2,0,0,0,0,"2020-02-06"
"China","Guangdong Province","Area to be identified",0,0,0,0,0,"2020-02-06"
"China","Guangdong Province","Chaozhou",5,0,0,0,0,"2020-02-06"
"China","Guangdong Province","Dongguan",53,0,0,0,1,"2020-02-06"
"China","Guangdong Province","Foshan",59,0,0,0,4,"2020-02-06"
"China","Guangdong Province","Guangzhou",285,0,0,0,21,"2020-02-06"
"China","Guangdong Province","Heyuan",3,0,0,0,0,"2020-02-06"
"China","Guangdong Province","Huizhou",39,0,0,0,1,"2020-02-06"
"China","Guangdong Province","Jiangmen",14,0,0,0,1,"2020-02-06"
"China","Guangdong Province","Jieyang",7,0,0,0,0,"2020-02-06"
"China","Guangdong Province","Maoming",6,0,0,0,1,"2020-02-06"
"China","Guangdong Province","Meizhou",12,0,0,0,4,"2020-02-06"
"China","Guangdong Province","Qingyuan",10,0,0,0,3,"2020-02-06"
"China","Guangdong Province","Shantou",44,0,0,0,6,"2020-02-06"
"China","Guangdong Province","Shanwei",5,0,0,0,1,"2020-02-06"
"China","Guangdong Province","Shaoguan",6,0,0,0,1,"2020-02-06"
"China","Guangdong Province","Shenzhen",339,0,0,0,31,"2020-02-06"
"China","Guangdong Province","Yangjiang",13,0,0,0,1,"2020-02-06"
