"ADM0_EN","ADM1_EN","ADM2_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province","Anqing",83,14,0,0,69,"2020-02-25"
"China","Anhui Province","Bengbu",160,42,0,5,113,"2020-02-25"
"China","Anhui Province","Bozhou",108,21,0,0,87,"2020-02-25"
"China","Anhui Province","Chizhou",17,4,0,0,13,"2020-02-25"
"China","Anhui Province","Chuzhou",13,4,0,0,9,"2020-02-25"
"China","Anhui Province","Fuyang",155,46,0,0,109,"2020-02-25"
"China","Anhui Province","Hefei",174,54,0,1,119,"2020-02-25"
"China","Anhui Province","Huaibei",27,7,0,0,20,"2020-02-25"
"China","Anhui Province","Huainan",54,18,0,0,36,"2020-02-25"
"China","Anhui Province","Huangshan",9,3,0,0,6,"2020-02-25"
"China","Anhui Province","Lu'an",69,24,0,0,45,"2020-02-25"
"China","Anhui Province","Ma'anshan",38,17,0,0,21,"2020-02-25"
"China","Anhui Province","Suzhou",41,12,0,0,29,"2020-02-25"
"China","Anhui Province","Tongling",29,7,0,0,22,"2020-02-25"
"China","Anhui Province","Wuhu",33,5,0,0,28,"2020-02-25"
"China","Anhui Province","Xuancheng",6,2,0,0,4,"2020-02-25"
"China","Beijing Municipality","Area to be Identified",0,-204,0,4,200,"2020-02-25"
"China","Beijing Municipality","Beijing Municipality",400,385,0,0,15,"2020-02-25"
"China","Chongqing Municipality","Chongqing Municipality",576,198,0,6,372,"2020-02-25"
"China","Fujian Province","Fuzhou",71,9,0,1,61,"2020-02-25"
"China","Fujian Province","Longyan",6,1,0,0,5,"2020-02-25"
"China","Fujian Province","Nanping",20,8,0,0,12,"2020-02-25"
"China","Fujian Province","Ningde",26,6,0,0,20,"2020-02-25"
"China","Fujian Province","Putian",55,25,0,0,30,"2020-02-25"
"China","Fujian Province","Quanzhou",47,25,0,0,22,"2020-02-25"
"China","Fujian Province","Sanming",14,6,0,0,8,"2020-02-25"
"China","Fujian Province","Xiamen",35,8,0,0,27,"2020-02-25"
"China","Fujian Province","Zhangzhou",20,6,0,0,14,"2020-02-25"
"China","Gansu province","Area to be identified",0,0,0,0,0,"2020-02-25"
"China","Gansu province","Baiyin",4,1,0,0,3,"2020-02-25"
"China","Gansu province","Dingxi",9,1,0,0,8,"2020-02-25"
"China","Gansu province","Gannan Tibetan Autonomous Prefecture",8,0,0,0,8,"2020-02-25"
"China","Gansu province","Jiayuguan",0,0,0,0,0,"2020-02-25"
"China","Gansu province","Jinchang",1,0,0,0,1,"2020-02-25"
"China","Gansu province","Jiuquan",0,0,0,0,0,"2020-02-25"
"China","Gansu province","Lanzhou",36,3,0,2,31,"2020-02-25"
"China","Gansu province","Linxia Hui Autonomous Prefecture",3,0,0,0,3,"2020-02-25"
"China","Gansu province","Longnan",4,0,0,0,4,"2020-02-25"
"China","Gansu province","Pingliang",9,3,0,0,6,"2020-02-25"
"China","Gansu province","Qingyang",3,1,0,0,2,"2020-02-25"
