"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2257","12"
"Hispanic/Latino","American Indian/Alaska Native","121","0"
"Hispanic/Latino","Asian","233","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","164","1"
"Hispanic/Latino","Other","27009","248"
"Hispanic/Latino","Unknown","12732","6"
"Hispanic/Latino","White","35880","444"
"Non-Hispanic/Latino","African-American/Black","167593","4402"
"Non-Hispanic/Latino","American Indian/Alaska Native","333","10"
"Non-Hispanic/Latino","Asian","12442","232"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","515","7"
"Non-Hispanic/Latino","Other","8879","34"
"Non-Hispanic/Latino","Unknown","8017","59"
"Non-Hispanic/Latino","White","244651","7152"
"Unknown","African-American/Black","24860","35"
"Unknown","American Indian/Alaska Native","130","0"
"Unknown","Asian","3111","1"
"Unknown","Native Hawaiian/Pacific Islander","162","0"
"Unknown","Other","23690","17"
"Unknown","Unknown","144250","58"
"Unknown","White","38383","54"
