"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths"
"Appling","1704","US-13001","13","1","18561","142","50","9180.54","269.38","501.05","93","312","4"
"Atkinson","741","US-13003","13","3","8330","106","14","8895.56","168.07","276.11","23","202","0"
"Bacon","997","US-13005","13","5","11404","72","25","8742.55","219.22","543.67","62","322","6"
"Baker","151","US-13007","13","7","3116","31","6","4845.96","192.55","128.37","4","57","0"
"Baldwin","3507","US-13009","13","9","44428","268","91","7893.67","204.83","519.94","231","479","3"
"Banks","1452","US-13011","13","11","19982","164","28","7266.54","140.13","410.37","82","113","1"
"Barrow","7364","US-13013","13","13","86383","496","96","8524.83","111.13","975.89","843","775","1"
"Bartow","9088","US-13015","13","15","110771","594","155","8204.31","139.93","663.53","735","2281","13"
"Ben Hill","1429","US-13017","13","17","16645","141","50","8585.16","300.39","354.46","59","537","17"
"Berrien","955","US-13019","13","19","19276","63","24","4954.35","124.51","238.64","46","591","11"
"Bibb","11847","US-13021","13","21","152150","1459","302","7786.4","198.49","546.17","831","1589","29"
"Bleckley","753","US-13023","13","23","12838","45","32","5865.4","249.26","358.31","46","569","11"
"Brantley","804","US-13025","13","25","19202","61","22","4187.06","114.57","328.09","63","591","3"
"Brooks","868","US-13027","13","27","15727","81","33","5519.17","209.83","178.04","28","323","5"
"Bryan","2215","US-13029","13","29","39137","145","23","5659.61","58.77","541.69","212","521","3"
"Bulloch","4621","US-13031","13","31","79467","182","46","5814.99","57.89","478.19","380","1166","32"
"Burke","1558","US-13033","13","33","22342","130","26","6973.41","116.37","599.77","134","636","17"
"Butts","1819","US-13035","13","35","25174","104","60","7225.71","238.34","730.91","184","596","3"
"Calhoun","426","US-13037","13","37","6317","65","12","6743.71","189.96","601.55","38","110","0"
"Camden","2817","US-13039","13","39","53924","110","22","5224.02","40.8","435.8","235","488","3"
"Candler","699","US-13043","13","43","10837","54","30","6450.12","276.83","184.55","20","171","14"
"Carroll","6503","US-13045","13","45","120119","274","112","5413.8","93.24","401.27","482","3203","65"
"Catoosa","4530","US-13047","13","47","68771","187","50","6587.08","72.71","511.84","352","333","3"
"Charlton","976","US-13049","13","49","13251","53","15","7365.48","113.2","316.96","42","265","8"
"Chatham","16638","US-13051","13","51","292176","1309","296","5694.51","101.31","560.62","1638","1752","14"
"Chattahoochee","2444","US-13053","13","53","10749","20","3","22737","27.91","2288.58","246","281","2"
"Chattooga","1962","US-13055","13","55","24766","131","53","7922.15","214","436.08","108","416","5"
"Cherokee","18159","US-13057","13","57","266617","1032","201","6810.89","75.39","706.26","1883","6278","8"
"Clarke","11194","US-13059","13","59","129779","397","92","8625.43","70.89","733.55","952","1943","3"
"Clay","171","US-13061","13","61","2855","9","3","5989.49","105.08","210.16","6","48","0"
"Clayton","18020","US-13063","13","63","304838","1114","299","5911.34","98.08","571.45","1742","1857","16"
"Clinch","669","US-13065","13","65","6656","59","20","10051.08","300.48","676.08","45","188","0"
"Cobb","51119","US-13067","13","67","790588","2591","705","6465.95","89.17","588.42","4652","12203","45"
"Coffee","3989","US-13069","13","69","43042","583","102","9267.69","236.98","374.05","161","936","22"
"Colquitt","3055","US-13071","13","71","45393","207","56","6730.11","123.37","566.17","257","1023","20"
"Columbia","9749","US-13073","13","73","158631","371","119","6145.71","75.02","579.33","919","4586","32"
"Cook","1100","US-13075","13","75","17437","102","33","6308.42","189.25","206.46","36","501","3"
"Coweta","7196","US-13077","13","77","152001","247","112","4734.18","73.68","450.65","685","4285","8"
"Crawford","468","US-13079","13","79","12228","56","10","3827.28","81.78","343.47","42","104","2"
"Crisp","1262","US-13081","13","81","22289","139","36","5661.99","161.51","506.98","113","556","17"
"Dade","968","US-13083","13","83","16162","47","8","5989.36","49.5","420.74","68","134","1"
"Dawson","2379","US-13085","13","85","27021","209","26","8804.26","96.22","914.1","247","169","0"
"DeKalb","47298","US-13089","13","89","793154","3742","619","5963.28","78.04","506.21","4015","4440","46"
"Decatur","1986","US-13087","13","87","26322","127","47","7545.02","178.56","569.87","150","597","10"
"Dodge","1039","US-13091","13","91","20385","100","52","5096.88","255.09","230.56","47","944","35"
"Dooly","698","US-13093","13","93","13400","76","26","5208.96","194.03","455.22","61","222","8"
"Dougherty","4994","US-13095","13","95","89905","887","243","5554.75","270.29","377.06","339","1654","10"
"Douglas","9720","US-13097","13","97","151906","651","129","6398.69","84.92","682.66","1037","2171","22"
"Early","910","US-13099","13","99","10146","64","40","8969.05","394.24","798.34","81","139","4"
"Echols","346","US-13101","13","101","3969","11","2","8717.56","50.39","277.15","11","86","4"
"Effingham","3147","US-13103","13","103","64026","204","46","4915.19","71.85","490.43","314","474","2"
"Elbert","1412","US-13105","13","105","18945","109","34","7453.15","179.47","469.78","89","694","11"
"Emanuel","1636","US-13107","13","107","22664","113","51","7218.5","225.03","211.79","48","686","21"
"Evans","682","US-13109","13","109","10687","65","10","6381.59","93.57","383.64","41","160","7"
"Fannin","1817","US-13111","13","111","26320","150","47","6903.5","178.57","725.68","191","173","8"
"Fayette","5202","US-13113","13","113","117544","197","103","4425.58","87.63","434.73","511","1656","8"
"Floyd","8656","US-13115","13","115","99916","669","139","8663.28","139.12","598.5","598","1377","25"
"Forsyth","14391","US-13117","13","117","252507","816","110","5699.25","43.56","693.45","1751","2381","3"
