"sex","county name","cases","deaths","hospitalization"
"Female","Georgia","178471","3647","15492"
"Male","Georgia","153514","3953","14651"
"Unknown","Georgia","7399","7","207"
"Female","Appling","605","11","51"
"Male","Appling","511","23","50"
"Unknown","Appling","13","0","0"
"Female","Atkinson","246","3","29"
"Male","Atkinson","224","2","31"
"Unknown","Atkinson","1","0","0"
"Female","Bacon","320","5","20"
"Male","Bacon","295","9","28"
"Unknown","Bacon","8","0","1"
"Female","Baker","42","2","8"
"Male","Baker","44","4","12"
"Female","Baldwin","1225","14","73"
"Male","Baldwin","993","49","102"
"Unknown","Baldwin","23","0","2"
"Female","Banks","302","3","38"
"Male","Banks","228","5","33"
"Unknown","Banks","6","0","0"
"Female","Barrow","1349","30","146"
"Male","Barrow","1100","20","111"
"Unknown","Barrow","22","0","1"
"Female","Bartow","1744","42","138"
"Male","Bartow","1528","49","175"
"Unknown","Bartow","53","0","2"
"Female","Ben Hill","506","13","49"
"Male","Ben Hill","336","19","42"
"Unknown","Ben Hill","1","0","0"
"Female","Berrien","267","6","14"
"Male","Berrien","203","6","10"
"Unknown","Berrien","8","0","0"
"Female","Bibb","3653","105","491"
"Male","Bibb","2725","83","414"
"Unknown","Bibb","65","0","1"
"Female","Bleckley","298","13","15"
"Male","Bleckley","194","8","17"
"Unknown","Bleckley","9","0","0"
"Female","Brantley","236","6","22"
"Male","Brantley","165","6","16"
"Unknown","Brantley","2","0","0"
"Female","Brooks","298","6","27"
"Male","Brooks","233","20","28"
"Unknown","Brooks","13","0","0"
"Female","Bryan","660","6","41"
"Male","Bryan","568","7","50"
"Unknown","Bryan","21","0","0"
"Female","Bulloch","1703","21","77"
"Male","Bulloch","1255","12","61"
"Unknown","Bulloch","44","0","0"
"Female","Burke","470","7","46"
"Male","Burke","392","4","42"
"Unknown","Burke","6","0","1"
"Female","Butts","333","20","22"
"Male","Butts","345","23","30"
"Unknown","Butts","43","0","2"
"Female","Calhoun","131","7","22"
"Male","Calhoun","129","2","26"
"Unknown","Calhoun","1","0","0"
"Female","Camden","713","8","37"
"Male","Camden","655","9","32"
"Unknown","Camden","10","0","0"
"Female","Candler","281","9","17"
"Male","Candler","235","15","18"
"Unknown","Candler","2","0","0"
"Female","Carroll","1633","35","84"
"Male","Carroll","1478","39","88"
"Unknown","Carroll","36","0","2"
"Female","Catoosa","689","13","54"
"Male","Catoosa","609","7","27"
"Unknown","Catoosa","40","0","0"
"Female","Charlton","221","4","13"
"Male","Charlton","417","6","14"
"Unknown","Charlton","5","0","0"
"Female","Chatham","5001","80","430"
"Male","Chatham","3914","101","381"
"Unknown","Chatham","161","0","3"
"Female","Chattahoochee","105","1","5"
"Male","Chattahoochee","1607","0","9"
"Unknown","Chattahoochee","6","0","0"
"Female","Chattooga","464","12","23"
"Male","Chattooga","393","15","38"
"Unknown","Chattooga","16","0","2"
"Female","Cherokee","3491","49","255"
"Male","Cherokee","3129","51","260"
"Unknown","Cherokee","95","0","3"
"Female","Clarke","3013","19","118"
"Male","Clarke","2473","27","119"
"Unknown","Clarke","47","0","2"
"Female","Clay","73","1","3"
"Male","Clay","46","2","6"
"Unknown","Clay","3","0","0"
"Female","Clayton","4312","93","357"
"Male","Clayton","3369","80","314"
"Unknown","Clayton","118","0","4"
"Female","Clinch","218","2","13"
"Male","Clinch","198","9","17"
"Unknown","Clinch","3","0","0"
"Female","Cobb","11148","219","975"
"Male","Cobb","9716","228","935"
"Unknown","Cobb","254","0","8"
"Female","Coffee","1107","29","176"
"Male","Coffee","1057","29","141"
"Unknown","Coffee","19","0","0"
"Female","Colquitt","1044","16","83"
"Male","Colquitt","1016","22","78"
"Unknown","Colquitt","8","0","0"
"Female","Columbia","2158","32","88"
"Male","Columbia","1955","32","103"
"Unknown","Columbia","22","0","2"
"Female","Cook","328","6","34"
"Male","Cook","238","9","27"
"Unknown","Cook","5","0","0"
"Female","Coweta","1520","27","71"
"Male","Coweta","1303","33","71"
"Unknown","Coweta","14","0","0"
"Female","Crawford","103","4","19"
"Male","Crawford","77","2","6"
"Unknown","Crawford","9","0","3"
"Female","Crisp","347","7","44"
"Male","Crisp","275","16","36"
"Unknown","Crisp","7","0","0"
"Female","Dade","169","4","9"
"Male","Dade","147","1","12"
"Unknown","Dade","7","0","0"
"Female","Dawson","442","1","34"
"Male","Dawson","432","9","50"
"Unknown","Dawson","11","0","0"
"Female","DeKalb","10733","168","1165"
"Male","DeKalb","9058","218","1057"
"Unknown","DeKalb","391","0","9"
"Female","Decatur","667","18","52"
"Male","Decatur","571","16","46"
"Unknown","Decatur","18","0","0"
"Female","Dodge","296","7","24"
"Male","Dodge","219","7","23"
"Unknown","Dodge","5","0","0"
"Female","Dooly","178","6","26"
"Male","Dooly","176","9","28"
"Unknown","Dooly","2","0","0"
"Female","Dougherty","1966","106","405"
"Male","Dougherty","1255","84","257"
"Unknown","Dougherty","33","0","0"
"Female","Douglas","2158","33","239"
"Male","Douglas","1715","38","206"
"Unknown","Douglas","60","0","3"
"Female","Early","325","20","25"
"Male","Early","194","13","17"
"Unknown","Early","5","0","0"
"Female","Echols","77","0","2"
"Male","Echols","165","2","7"
"Unknown","Echols","2","0","0"
"Female","Effingham","855","12","54"
"Male","Effingham","794","15","53"
"Unknown","Effingham","22","1","2"
"Female","Elbert","427","5","38"
"Male","Elbert","295","3","15"
"Unknown","Elbert","20","0","1"
"Female","Emanuel","678","23","52"
"Male","Emanuel","472","13","31"
"Unknown","Emanuel","5","0","0"
"Female","Evans","247","2","30"
"Male","Evans","186","4","11"
"Unknown","Evans","26","0","1"
"Female","Fannin","431","16","34"
"Male","Fannin","342","12","34"
"Unknown","Fannin","3","0","0"
"Female","Fayette","1089","25","57"
"Male","Fayette","905","27","61"
"Unknown","Fayette","25","0","0"
"Female","Floyd","1908","25","121"
"Male","Floyd","1636","30","143"
"Unknown","Floyd","45","0","9"
"Female","Forsyth","2294","18","147"
"Male","Forsyth","2161","32","202"
"Unknown","Forsyth","72","0","0"
"Female","Franklin","502","5","40"
"Male","Franklin","324","12","23"
"Unknown","Franklin","8","0","0"
"Female","Fulton","15058","283","1252"
"Male","Fulton","13747","322","1280"
"Unknown","Fulton","873","0","7"
"Female","Gilmer","529","6","50"
"Male","Gilmer","408","13","36"
"Unknown","Gilmer","36","0","2"
"Female","Glascock","22","1","2"
"Male","Glascock","19","1","2"
"Unknown","Glascock","1","0","0"
"Female","Glynn","1953","49","162"
"Male","Glynn","1653","52","146"
"Unknown","Glynn","15","0","2"
"Female","Gordon","1104","20","59"
"Male","Gordon","999","22","64"
"Unknown","Gordon","26","0","2"
"Female","Grady","448","9","47"
"Male","Grady","364","16","51"
"Unknown","Grady","27","0","0"
"Female","Greene","300","13","32"
"Male","Greene","247","12","28"
"Unknown","Greene","3","0","0"
"Female","Gwinnett","15325","214","1482"
"Male","Gwinnett","13479","217","1346"
"Unknown","Gwinnett","754","0","12"
"Female","Habersham","973","44","109"
"Male","Habersham","821","30","129"
"Unknown","Habersham","32","0","0"
"Female","Hall","5311","79","505"
"Male","Hall","4800","88","542"
"Unknown","Hall","198","0","4"
"Female","Hancock","248","19","34"
"Male","Hancock","162","25","34"
"Unknown","Hancock","2","0","0"
"Female","Haralson","296","4","16"
"Male","Haralson","279","6","13"
