"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths"
"Appling","1831","US-13001","13","1","18561","160","57","9864.77","307.1","393.3","73","370","5"
"Atkinson","760","US-13003","13","3","8330","115","18","9123.65","216.09","144.06","12","215","1"
"Bacon","1015","US-13005","13","5","11404","74","26","8900.39","227.99","70.15","8","334","8"
"Baker","158","US-13007","13","7","3116","32","7","5070.6","224.65","160.46","5","62","0"
"Baldwin","3708","US-13009","13","9","44428","297","101","8346.09","227.33","220.58","98","561","7"
"Banks","1540","US-13011","13","11","19982","178","31","7706.94","155.14","210.19","42","137","1"
"Barrow","7939","US-13013","13","13","86383","558","115","9190.47","133.13","326.45","282","923","1"
"Bartow","10094","US-13015","13","15","110771","720","182","9112.49","164.3","492.01","545","2745","15"
"Ben Hill","1456","US-13017","13","17","16645","147","55","8747.37","330.43","84.11","14","559","18"
"Berrien","1005","US-13019","13","19","19276","68","28","5213.74","145.26","93.38","18","685","12"
"Bibb","12718","US-13021","13","21","152150","1636","342","8358.86","224.78","324.02","493","2045","31"
"Bleckley","778","US-13023","13","23","12838","45","33","6060.13","257.05","109.05","14","626","16"
"Brantley","863","US-13025","13","25","19202","67","26","4494.32","135.4","109.36","21","642","3"
"Brooks","896","US-13027","13","27","15727","85","37","5697.21","235.26","114.45","18","381","8"
"Bryan","2458","US-13029","13","29","39137","169","30","6280.5","76.65","406.27","159","698","3"
"Bulloch","5022","US-13031","13","31","79467","201","50","6319.6","62.92","223.99","178","1330","41"
"Burke","1658","US-13033","13","33","22342","140","31","7421","138.75","255.12","57","714","20"
"Butts","1967","US-13035","13","35","25174","110","68","7813.62","270.12","305.87","77","673","5"
"Calhoun","445","US-13037","13","37","6317","72","15","7044.48","237.45","364.1","23","127","0"
"Camden","3047","US-13039","13","39","53924","115","25","5650.55","46.36","229.95","124","629","5"
"Candler","719","US-13043","13","43","10837","60","33","6634.68","304.51","64.59","7","180","26"
"Carroll","6960","US-13045","13","45","120119","288","122","5794.25","101.57","187.31","225","3519","88"
"Catoosa","5082","US-13047","13","47","68771","221","58","7389.74","84.34","375.16","258","434","5"
"Charlton","1014","US-13049","13","49","13251","56","19","7652.25","143.39","158.48","21","286","8"
"Chatham","18408","US-13051","13","51","292176","1472","345","6300.31","118.08","308.72","902","2194","22"
