"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","4716","33"
"Hispanic/Latino","American Indian/Alaska Native","285","1"
"Hispanic/Latino","Asian","458","5"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","337","4"
"Hispanic/Latino","Other","44243","394"
"Hispanic/Latino","Unknown","21447","7"
"Hispanic/Latino","White","58101","695"
"Non-Hispanic/Latino","African-American/Black","318093","7668"
"Non-Hispanic/Latino","American Indian/Alaska Native","616","19"
"Non-Hispanic/Latino","Asian","22703","402"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","915","12"
"Non-Hispanic/Latino","Other","20893","199"
"Non-Hispanic/Latino","Unknown","11391","9"
"Non-Hispanic/Latino","White","460589","13327"
"Unknown","African-American/Black","29436","21"
"Unknown","American Indian/Alaska Native","232","0"
"Unknown","Asian","4966","2"
"Unknown","Native Hawaiian/Pacific Islander","211","0"
"Unknown","Other","28762","12"
"Unknown","Unknown","161563","64"
"Unknown","White","44424","46"
