"sex","county name","cases","deaths","hospitalization"
"Female","Georgia","461808","8028","30694"
"Male","Georgia","396226","9167","29593"
"Unknown","Georgia","10831","19","179"
"Female","Appling","1028","26","83"
"Male","Appling","857","39","87"
"Unknown","Appling","12","0","0"
"Female","Atkinson","420","8","59"
"Male","Atkinson","357","10","56"
"Unknown","Atkinson","1","0","0"
"Female","Bacon","543","13","39"
"Male","Bacon","708","15","46"
"Unknown","Bacon","23","0","1"
"Female","Baker","84","2","13"
"Male","Baker","77","7","20"
"Female","Baldwin","2098","34","139"
"Male","Baldwin","1686","77","176"
"Unknown","Baldwin","23","0","1"
"Female","Banks","875","19","107"
"Male","Banks","722","14","78"
"Unknown","Banks","15","0","0"
"Female","Barrow","4572","64","309"
"Male","Barrow","3953","66","282"
"Unknown","Barrow","36","0","1"
"Female","Bartow","5800","97","394"
"Male","Bartow","5149","110","421"
"Unknown","Bartow","112","0","0"
"Female","Ben Hill","855","25","83"
"Male","Ben Hill","626","35","68"
"Unknown","Ben Hill","1","0","0"
"Female","Berrien","574","15","39"
"Male","Berrien","473","15","32"
"Unknown","Berrien","6","0","0"
"Female","Bibb","7511","199","936"
"Male","Bibb","5568","198","813"
"Unknown","Bibb","132","1","3"
"Female","Bleckley","460","18","24"
"Male","Bleckley","331","16","23"
"Unknown","Bleckley","5","0","0"
"Female","Brantley","495","15","41"
"Male","Brantley","416","17","32"
"Unknown","Brantley","7","0","0"
"Female","Brooks","536","12","47"
"Male","Brooks","385","24","39"
"Unknown","Brooks","13","0","0"
"Female","Bryan","1414","17","82"
"Male","Bryan","1215","17","90"
"Unknown","Bryan","53","0","0"
"Female","Bulloch","2928","37","119"
"Male","Bulloch","2244","26","94"
"Unknown","Bulloch","41","0","0"
"Female","Burke","969","20","76"
"Male","Burke","776","16","71"
"Unknown","Burke","9","0","1"
"Female","Butts","1038","31","46"
"Male","Butts","1072","41","75"
"Unknown","Butts","126","1","2"
"Female","Calhoun","223","11","36"
"Male","Calhoun","217","4","37"
"Unknown","Calhoun","2","0","0"
"Female","Camden","1680","13","73"
"Male","Camden","1489","14","58"
"Unknown","Camden","15","0","0"
"Female","Candler","400","13","31"
"Male","Candler","336","23","29"
"Unknown","Candler","2","0","0"
"Female","Carroll","3863","62","147"
"Male","Carroll","3445","68","158"
"Unknown","Carroll","36","0","1"
"Female","Catoosa","2969","32","135"
"Male","Catoosa","2472","31","109"
"Unknown","Catoosa","96","0","3"
"Female","Charlton","448","11","34"
"Male","Charlton","597","13","28"
"Unknown","Charlton","4","0","0"
"Female","Chatham","10807","185","823"
