"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","4563","33"
"Hispanic/Latino","American Indian/Alaska Native","276","1"
"Hispanic/Latino","Asian","445","5"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","334","4"
"Hispanic/Latino","Other","43288","382"
"Hispanic/Latino","Unknown","20198","7"
"Hispanic/Latino","White","57193","688"
"Non-Hispanic/Latino","African-American/Black","312019","7456"
"Non-Hispanic/Latino","American Indian/Alaska Native","606","20"
"Non-Hispanic/Latino","Asian","21974","401"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","906","11"
"Non-Hispanic/Latino","Other","20497","167"
"Non-Hispanic/Latino","Unknown","10950","6"
"Non-Hispanic/Latino","White","452848","12914"
"Unknown","African-American/Black","30279","21"
"Unknown","American Indian/Alaska Native","240","0"
"Unknown","Asian","5056","2"
"Unknown","Native Hawaiian/Pacific Islander","210","0"
"Unknown","Other","28870","11"
"Unknown","Unknown","159545","57"
"Unknown","White","45742","42"
