"age group","county name","cases","deaths","hospitalization"
"01-04 years","Georgia","21525","2","359"
"05-09 years","Georgia","40289","3","276"
"10-17 years","Georgia","114894","11","1059"
"18-29 years","Georgia","263477","183","5153"
"30-39 years","Georgia","198825","413","6862"
"40-49 years","Georgia","184997","985","9728"
"50-59 years","Georgia","168887","2393","14259"
"60-69 years","Georgia","113090","4582","16271"
"70-79 years","Georgia","64172","6159","14879"
"80 & Older years","Georgia","35592","7497","11083"
"<1 years","Georgia","5865","0","304"
"Unknown years","Georgia","4426","0","150"
"01-04 years","Appling","53","0","0"
"05-09 years","Appling","94","0","0"
"10-17 years","Appling","332","0","2"
"18-29 years","Appling","488","1","7"
"30-39 years","Appling","363","1","9"
"40-49 years","Appling","371","5","27"
"50-59 years","Appling","391","10","36"
"60-69 years","Appling","328","16","64"
"70-79 years","Appling","215","24","40"
"80 & Older years","Appling","110","24","40"
"<1 years","Appling","8","0","0"
"Unknown years","Appling","4","0","0"
"01-04 years","Atkinson","19","0","1"
"05-09 years","Atkinson","46","0","1"
"10-17 years","Atkinson","107","0","1"
"18-29 years","Atkinson","239","0","14"
"30-39 years","Atkinson","171","0","13"
"40-49 years","Atkinson","184","2","31"
"50-59 years","Atkinson","173","3","33"
"60-69 years","Atkinson","110","7","35"
"70-79 years","Atkinson","59","6","23"
"80 & Older years","Atkinson","18","5","12"
"<1 years","Atkinson","3","0","0"
"01-04 years","Bacon","36","0","0"
"05-09 years","Bacon","53","0","0"
"10-17 years","Bacon","164","0","1"
"18-29 years","Bacon","500","0","7"
"30-39 years","Bacon","262","1","9"
"40-49 years","Bacon","265","4","18"
"50-59 years","Bacon","211","2","18"
"60-69 years","Bacon","184","14","42"
"70-79 years","Bacon","110","9","28"
"80 & Older years","Bacon","49","11","15"
"<1 years","Bacon","10","0","0"
"Unknown years","Bacon","5","0","0"
"01-04 years","Baker","10","0","0"
"05-09 years","Baker","11","0","0"
"10-17 years","Baker","13","0","0"
"18-29 years","Baker","41","0","0"
"30-39 years","Baker","27","0","4"
"40-49 years","Baker","26","3","3"
"50-59 years","Baker","34","0","2"
"60-69 years","Baker","38","3","16"
"70-79 years","Baker","20","3","11"
"80 & Older years","Baker","14","4","5"
"<1 years","Baker","2","0","0"
"01-04 years","Baldwin","64","0","0"
"05-09 years","Baldwin","132","0","0"
"10-17 years","Baldwin","390","1","6"
"18-29 years","Baldwin","1557","0","17"
"30-39 years","Baldwin","672","2","18"
"40-49 years","Baldwin","667","4","39"
"50-59 years","Baldwin","636","17","69"
"60-69 years","Baldwin","502","29","84"
"70-79 years","Baldwin","305","36","67"
"80 & Older years","Baldwin","191","59","70"
"<1 years","Baldwin","25","0","1"
"Unknown years","Baldwin","2","0","0"
"01-04 years","Banks","22","0","1"
"05-09 years","Banks","55","0","1"
"10-17 years","Banks","183","0","5"
"18-29 years","Banks","436","0","15"
"30-39 years","Banks","314","0","12"
"40-49 years","Banks","333","4","24"
"50-59 years","Banks","345","3","36"
"60-69 years","Banks","286","12","61"
"70-79 years","Banks","196","19","71"
"80 & Older years","Banks","99","14","34"
"<1 years","Banks","12","0","1"
