county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,266,14,43,1433.11
Atkinson,155,2,18,1860.74
Bacon,254,4,23,2227.29
Baker,43,3,12,1379.97
Baldwin,543,34,76,1222.2
Banks,140,1,22,700.63
Barrow,523,25,111,605.44
Bartow,727,42,158,656.31
Ben Hill,174,1,13,1045.36
Berrien,121,0,6,627.72
Bibb,969,41,216,636.87
Bleckley,64,1,5,498.52
Brantley,99,3,7,515.57
Brooks,158,11,18,1004.64
Bryan,142,5,24,362.83
Bulloch,411,4,31,517.2
Burke,146,7,33,653.48
Butts,280,33,31,1112.26
Calhoun,163,6,35,2580.34
Camden,147,2,9,272.61
Candler,46,0,4,424.47
Carroll,741,40,117,616.89
Catoosa,319,8,27,463.86
Charlton,58,2,7,437.7
Chatham,1505,37,191,515.1
Chattahoochee,421,0,7,3916.64
Chattooga,63,2,4,254.38
Cherokee,1368,44,189,513.1
Clarke,607,15,58,467.72
Clay,56,2,5,1961.47
Clayton,2076,79,238,681.02
Clinch,108,3,11,1622.6
Cobb,5301,245,886,670.51
Coffee,580,17,102,1347.52
Colquitt,1016,18,78,2238.23
Columbia,531,9,59,334.74
Cook,148,1,18,848.77
Coweta,708,16,61,465.79
Crawford,49,0,4,400.72
Crisp,276,12,45,1238.28
Dade,68,1,4,420.74
Dawson,146,3,23,540.32
DeKalb,6172,173,939,778.16
Decatur,261,8,27,991.57
Dodge,107,2,10,524.9
Dooly,210,12,43,1567.16
Dougherty,1922,155,464,2137.81
Douglas,1021,36,195,672.13
Early,267,31,27,2631.58
Echols,185,0,6,4661.12
Effingham,163,1,15,254.58
Elbert,108,0,9,570.07
Emanuel,120,3,12,529.47
Evans,28,0,2,262
Fannin,101,1,8,383.74
Fayette,363,19,48,308.82
Floyd,552,15,55,552.46
Forsyth,871,15,97,344.94
Franklin,198,1,15,848.73
Fulton,7527,314,1119,684.78
Gilmer,191,2,23,607.95
Glascock,8,0,0,264.46
Glynn,972,6,48,1129.62
Gordon,411,18,45,708.02
Grady,211,4,34,859.82
Greene,98,9,20,523.59
Gwinnett,8619,173,1119,887.51
Habersham,705,36,98,1539.3
Hall,3310,60,450,1604.08
Hancock,217,32,37,2648.6
Haralson,79,5,16,257.14
Harris,341,9,41,982.37
Hart,67,0,5,256.64
Heard,54,3,7,436.54
Henry,1285,33,115,535.72
Houston,688,24,143,438.11
Irwin,65,1,8,689.07
Jackson,391,10,52,523.43
Jasper,69,1,8,485.95
Jeff Davis,114,3,10,752.57
Jefferson,117,1,13,764.06
Jenkins,117,12,27,1364.27
Johnson,92,2,17,952.28
Jones,95,0,5,332.27
Lamar,125,6,15,646.1
Lanier,145,3,11,1400.83
Laurens,202,1,22,427.1
Lee,393,22,68,1311.27
Liberty,131,1,16,211.62
Lincoln,40,1,8,492.31
Long,51,1,2,256.09
Lowndes,1263,12,94,1071.45
Lumpkin,142,3,30,420.09
Macon,118,9,36,908.53
Madison,103,4,15,341.32
Marion,83,2,12,1000.84
McDuffie,102,7,24,472.29
McIntosh,48,1,3,329.51
Meriwether,195,3,23,927.69
Miller,49,0,3,850.1
Mitchell,451,38,98,2044.8
Monroe,170,18,27,613.12
Montgomery,32,0,3,346.92
Morgan,54,0,6,282.16
Murray,229,2,19,568.79
Muscogee,1833,50,247,956.55
Newton,644,11,93,573.19
Non-Georgia Resident,5234,48,219,0
Oconee,161,10,24,385.75
Oglethorpe,91,7,17,597.11
Paulding,638,16,93,369.77
Peach,113,9,26,412.79
Pickens,95,5,16,283.33
Pierce,181,5,27,926.07
Pike,91,3,10,482.5
Polk,209,1,16,480.66
Pulaski,51,2,7,468.19
Putnam,160,12,24,731.09
Quitman,17,1,5,741.06
Rabun,50,3,15,294.36
Randolph,200,25,36,2961.21
Richmond,1041,53,216,514.73
Rockdale,495,11,103,521.27
Schley,25,1,7,473.93
Screven,95,7,21,683.45
Seminole,50,2,8,614.25
Spalding,441,32,64,638.11
Stephens,240,6,36,911.58
Stewart,135,3,32,2202.64
Sumter,562,50,151,1911.63
Talbot,78,3,15,1266.65
Taliaferro,2,0,0,122.55
Tattnall,142,0,11,558.81
Taylor,29,2,10,364.41
Telfair,119,3,10,760.68
Terrell,228,27,55,2692.81
Thomas,468,32,72,1053.32
Tift,767,26,105,1878.52
Toombs,256,5,18,948.75
Towns,45,1,10,373.94
Treutlen,27,1,4,395.37
Troup,1516,35,158,2152.98
Turner,177,16,34,2191.68
Twiggs,26,1,7,321.54
Union,75,3,20,296.03
Unknown,2764,2,39,0
Upson,369,43,46,1404.27
Walker,330,12,18,474.07
Walton,427,28,61,445.66
Ware,459,16,65,1280.23
Warren,23,0,9,441.46
Washington,126,1,12,620.63
Wayne,81,0,7,270.23
Webster,23,2,6,901.96
Wheeler,53,0,2,670.12
White,145,4,28,456.58
Whitfield,1181,10,61,1128.29
Wilcox,131,15,20,1490.33
Wilkes,59,1,10,589.18
Wilkinson,78,8,24,874.54
Worth,319,22,54,1583.76
