"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2096","13"
"Hispanic/Latino","American Indian/Alaska Native","106","0"
"Hispanic/Latino","Asian","207","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","153","0"
"Hispanic/Latino","Other","25326","230"
"Hispanic/Latino","Unknown","11875","6"
"Hispanic/Latino","White","33997","412"
"Non-Hispanic/Latino","African-American/Black","155009","4061"
"Non-Hispanic/Latino","American Indian/Alaska Native","296","9"
"Non-Hispanic/Latino","Asian","11164","199"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","477","6"
"Non-Hispanic/Latino","Other","7883","35"
"Non-Hispanic/Latino","Unknown","7068","45"
"Non-Hispanic/Latino","White","226879","6269"
"Unknown","African-American/Black","22772","31"
"Unknown","American Indian/Alaska Native","126","0"
"Unknown","Asian","2851","1"
"Unknown","Native Hawaiian/Pacific Islander","151","0"
"Unknown","Other","20325","17"
"Unknown","Unknown","131455","42"
"Unknown","White","35184","35"
