"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1088","12"
"Hispanic/Latino","American Indian/Alaska Native","52","0"
"Hispanic/Latino","Asian","103","1"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","100","0"
"Hispanic/Latino","Other","16625","176"
"Hispanic/Latino","Unknown","6556","10"
"Hispanic/Latino","White","22294","280"
"Non-Hispanic/Latino","African-American/Black","86629","3201"
"Non-Hispanic/Latino","American Indian/Alaska Native","137","8"
"Non-Hispanic/Latino","Asian","5017","141"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","253","6"
"Non-Hispanic/Latino","Other","4348","15"
"Non-Hispanic/Latino","Unknown","3145","20"
"Non-Hispanic/Latino","White","111709","4109"
"Unknown","African-American/Black","13924","12"
"Unknown","American Indian/Alaska Native","55","0"
"Unknown","Asian","1435","0"
"Unknown","Native Hawaiian/Pacific Islander","89","0"
"Unknown","Other","4854","3"
"Unknown","Unknown","69276","54"
"Unknown","White","18763","24"
