"age group","county name","cases","deaths","hospitalization"
"01-04 years","Georgia","4236","1","91"
"05-09 years","Georgia","6257","1","64"
"10-17 years","Georgia","22220","5","293"
"18-29 years","Georgia","91324","58","2141"
"30-39 years","Georgia","60047","136","2864"
"40-49 years","Georgia","56962","304","4072"
"50-59 years","Georgia","52788","761","5781"
"60-69 years","Georgia","35657","1601","6522"
"70-79 years","Georgia","20743","2210","5638"
"80 & Older years","Georgia","13243","2992","4445"
"<1 years","Georgia","1302","0","76"
"Unknown years","Georgia","1673","3","55"
"01-04 years","Appling","15","0","0"
"05-09 years","Appling","35","0","0"
"10-17 years","Appling","98","0","1"
"18-29 years","Appling","220","0","4"
"30-39 years","Appling","174","1","5"
"40-49 years","Appling","166","2","12"
"50-59 years","Appling","181","6","17"
"60-69 years","Appling","146","8","28"
"70-79 years","Appling","99","11","22"
"80 & Older years","Appling","41","10","14"
"<1 years","Appling","3","0","0"
"Unknown years","Appling","4","0","0"
"01-04 years","Atkinson","3","0","1"
"05-09 years","Atkinson","11","0","1"
"10-17 years","Atkinson","24","0","0"
"18-29 years","Atkinson","107","0","7"
"30-39 years","Atkinson","86","0","6"
"40-49 years","Atkinson","87","0","11"
"50-59 years","Atkinson","85","1","14"
"60-69 years","Atkinson","51","3","14"
"70-79 years","Atkinson","27","1","6"
"80 & Older years","Atkinson","8","2","5"
"<1 years","Atkinson","2","0","0"
"01-04 years","Bacon","11","0","0"
"05-09 years","Bacon","13","0","0"
"10-17 years","Bacon","41","0","0"
"18-29 years","Bacon","163","0","1"
"30-39 years","Bacon","84","0","3"
"40-49 years","Bacon","106","1","6"
"50-59 years","Bacon","97","2","13"
"60-69 years","Bacon","58","5","11"
"70-79 years","Bacon","38","3","8"
"80 & Older years","Bacon","21","5","6"
"<1 years","Bacon","4","0","0"
"Unknown years","Bacon","1","0","0"
"01-04 years","Baker","4","0","0"
"05-09 years","Baker","4","0","0"
"10-17 years","Baker","5","0","0"
"18-29 years","Baker","16","0","0"
"30-39 years","Baker","11","0","2"
"40-49 years","Baker","9","0","1"
"50-59 years","Baker","15","0","1"
"60-69 years","Baker","17","2","6"
"70-79 years","Baker","12","2","8"
"80 & Older years","Baker","3","2","2"
"01-04 years","Baldwin","11","0","0"
"05-09 years","Baldwin","27","0","0"
"10-17 years","Baldwin","84","0","2"
"18-29 years","Baldwin","934","0","10"
"30-39 years","Baldwin","248","1","9"
"40-49 years","Baldwin","280","2","24"
"50-59 years","Baldwin","284","7","35"
"60-69 years","Baldwin","237","13","40"
"70-79 years","Baldwin","143","18","32"
"80 & Older years","Baldwin","94","24","22"
"<1 years","Baldwin","5","0","0"
"01-04 years","Banks","5","0","0"
"05-09 years","Banks","7","0","0"
"10-17 years","Banks","41","0","0"
"18-29 years","Banks","103","0","3"
"30-39 years","Banks","74","0","1"
