county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,199,13,36,1072.14
Atkinson,70,2,12,840.34
Bacon,165,3,15,1446.86
Baker,37,3,13,1187.42
Baldwin,421,30,72,947.6
Banks,107,1,15,535.48
Barrow,378,23,88,437.59
Bartow,539,39,145,486.59
Ben Hill,98,1,9,588.77
Berrien,62,0,3,321.64
Bibb,530,35,147,348.34
Bleckley,53,0,3,412.84
Brantley,68,2,5,354.13
Brooks,93,10,12,591.34
Bryan,83,5,18,212.08
Bulloch,92,3,12,115.77
Burke,125,6,31,559.48
Butts,242,28,28,961.31
Calhoun,146,6,20,2311.22
Camden,71,1,8,131.67
Candler,17,0,3,156.87
Carroll,602,37,107,501.17
Catoosa,217,0,18,315.54
Charlton,38,1,6,286.77
Chatham,597,29,136,204.33
Chattahoochee,246,0,6,2288.58
Chattooga,32,2,3,129.21
Cherokee,1014,38,152,380.32
Clarke,338,15,54,260.44
Clay,51,2,5,1786.34
Clayton,1413,65,201,463.52
Clinch,75,2,7,1126.8
Cobb,3522,215,752,445.49
Coffee,328,14,78,762.05
Colquitt,634,16,55,1396.69
Columbia,295,8,40,185.97
Cook,67,1,9,384.24
Coweta,507,11,53,333.55
Crawford,31,0,4,253.52
Crisp,241,10,40,1081.25
Dade,47,1,3,290.81
Dawson,118,3,18,436.7
DeKalb,4282,142,738,539.87
Decatur,222,7,25,843.4
Dodge,54,2,8,264.9
Dooly,197,13,41,1470.15
Dougherty,1828,150,447,2033.26
Douglas,641,28,144,421.97
Early,254,31,24,2503.45
Echols,153,0,6,3854.88
Effingham,83,1,13,129.63
Elbert,84,0,6,443.39
Emanuel,38,2,8,167.67
Evans,7,0,0,65.5
Fannin,65,1,5,246.96
Fayette,259,14,40,220.34
Floyd,365,15,44,365.31
Forsyth,589,13,74,233.26
Franklin,137,1,11,587.25
Fulton,5069,280,954,461.16
Gilmer,169,1,22,537.93
Glascock,1,0,0,33.06
Glynn,177,2,18,205.7
Gordon,240,18,37,413.44
Grady,137,4,29,558.27
Greene,86,8,19,459.48
Gwinnett,5089,152,769,524.02
Habersham,581,29,80,1268.56
Hall,2727,55,375,1321.55
Hancock,201,29,37,2453.31
Haralson,57,4,16,185.53
Harris,190,6,23,547.36
Hart,41,0,2,157.05
Heard,42,3,7,339.53
Henry,829,28,97,345.61
Houston,421,20,103,268.09
Irwin,34,1,8,360.44
Jackson,256,7,38,342.7
Jasper,56,1,7,394.39
Jeff Davis,52,2,5,343.28
Jefferson,52,1,9,339.58
Jenkins,44,6,16,513.06
Johnson,77,2,13,797.02
Jones,50,0,4,174.88
Lamar,79,5,12,408.33
Lanier,37,2,8,357.45
Laurens,113,1,17,238.92
Lee,371,22,67,1237.86
Liberty,90,1,15,145.39
Lincoln,17,1,6,209.23
Long,19,1,2,95.41
Lowndes,567,4,61,481.01
Lumpkin,107,1,24,316.55
Macon,106,7,36,816.14
Madison,72,2,14,238.59
Marion,61,2,11,735.56
McDuffie,73,5,19,338.01
McIntosh,17,1,3,116.7
Meriwether,123,2,19,585.16
Miller,45,0,3,780.71
Mitchell,427,37,96,1935.98
Monroe,127,14,26,458.04
Montgomery,19,0,2,205.98
Morgan,40,0,5,209.01
Murray,130,1,13,322.89
Muscogee,955,25,143,498.37
Newton,412,11,68,366.7
Non-Georgia Resident,2582,34,151,0
Oconee,128,9,22,306.68
Oglethorpe,71,7,14,465.88
Paulding,401,13,80,232.41
Peach,86,8,26,314.16
Pickens,59,4,13,175.96
Pierce,126,4,24,644.67
Pike,66,3,11,349.95
Polk,162,1,14,372.57
Pulaski,46,2,7,422.29
Putnam,104,10,18,475.21
Quitman,14,1,4,610.29
Rabun,30,2,13,176.62
Randolph,190,21,35,2813.15
Richmond,664,36,182,328.32
Rockdale,333,9,77,350.67
Schley,18,1,7,341.23
Screven,61,4,19,438.85
Seminole,48,2,8,589.68
Spalding,309,24,55,447.11
Stephens,152,4,30,577.33
Stewart,60,1,13,978.95
Sumter,506,50,139,1721.15
Talbot,45,2,13,730.76
Taliaferro,2,0,0,122.55
Tattnall,38,0,3,149.54
Taylor,25,2,10,314.15
Telfair,47,1,8,300.43
Terrell,218,26,52,2574.7
Thomas,359,33,68,807.99
Tift,372,22,77,911.09
Toombs,96,4,12,355.78
Towns,32,1,9,265.91
Treutlen,17,0,2,248.94
Troup,701,22,97,995.54
Turner,148,14,31,1832.59
Twiggs,21,1,6,259.71
Union,53,2,14,209.2
Unknown,1021,1,33,0
Upson,295,38,43,1122.65
Walker,216,1,11,310.3
Walton,321,21,53,335.02
Ware,263,14,57,733.55
Warren,19,0,9,364.68
Washington,76,1,9,374.35
Wayne,33,0,4,110.1
Webster,14,1,4,549.02
Wheeler,16,0,0,202.3
White,124,3,25,390.45
Whitfield,562,10,35,536.92
Wilcox,117,14,20,1331.06
Wilkes,35,1,7,349.51
Wilkinson,73,7,23,818.48
Worth,256,21,50,1270.98
