"county_name","cases","county_id","State FIPS code","County FIPS code","population","confirmed_case_hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths","antigen_case_hospitalization"
"Appling","2793","US-13001","13","1","18561","240","95","15047.68","511.83","113.14","21","726","10","15"
"Atkinson","1183","US-13003","13","3","8330","177","32","14201.68","384.15","96.04","8","395","5","18"
"Bacon","1942","US-13005","13","5","11404","153","50","17029.11","438.44","420.9","48","678","12","13"
"Baker","241","US-13007","13","7","3116","44","13","7734.27","417.2","32.09","1","127","1","3"
"Baldwin","5278","US-13009","13","9","44428","392","167","11879.9","375.89","65.27","29","1437","26","16"
"Banks","2422","US-13011","13","11","19982","280","59","12120.91","295.27","105.09","21","328","5","4"
"Barrow","13116","US-13013","13","13","86383","869","192","15183.54","222.27","133.13","115","1712","7","5"
"Bartow","15511","US-13015","13","15","110771","1026","314","14002.76","283.47","83.05","92","5048","40","69"
"Ben Hill","1864","US-13017","13","17","16645","180","70","11198.56","420.55","30.04","5","1365","34","60"
"Berrien","1539","US-13019","13","19","19276","92","50","7984.02","259.39","25.94","5","1951","20","32"
"Bibb","20317","US-13021","13","21","152150","2351","578","13353.27","379.89","40.75","62","5412","62","64"
"Bleckley","1095","US-13023","13","23","12838","63","40","8529.37","311.58","15.58","2","1217","40","63"
"Brantley","1895","US-13025","13","25","19202","159","75","9868.76","390.58","26.04","5","1237","12","31"
"Brooks","1391","US-13027","13","27","15727","132","54","8844.66","343.36","19.08","3","1030","17","24"
"Bryan","4638","US-13029","13","29","39137","323","64","11850.68","163.53","61.32","24","1667","8","13"
"Bulloch","7926","US-13031","13","31","79467","303","98","9973.95","123.32","30.2","24","3254","107","180"
"Burke","2301","US-13033","13","33","22342","193","48","10298.99","214.84","53.71","12","1441","36","27"
"Butts","3385","US-13035","13","35","25174","192","113","13446.41","448.88","115.2","29","1328","10","15"
"Calhoun","620","US-13037","13","37","6317","90","21","9814.79","332.44","94.98","6","225","0","2"
"Camden","6056","US-13039","13","39","53924","223","79","11230.62","146.5","187.3","101","1959","17","35"
"Candler","1109","US-13043","13","43","10837","84","49","10233.46","452.15","18.46","2","451","38","36"
"Carroll","10039","US-13045","13","45","120119","389","156","8357.55","129.87","52.45","63","6411","169","268"
"Catoosa","8457","US-13047","13","47","68771","301","93","12297.33","135.23","119.24","82","1177","21","29"
"Charlton","1739","US-13049","13","49","13251","105","42","13123.54","316.96","67.92","9","524","13","18"
"Chatham","33228","US-13051","13","51","292176","2661","653","11372.6","223.5","77.35","226","5556","50","56"
"Chattahoochee","5221","US-13053","13","53","10749","40","15","48571.96","139.55","614.01","66","757","5","4"
"Chattooga","3692","US-13055","13","55","24766","252","89","14907.53","359.36","117.1","29","899","16","20"
"Cherokee","31697","US-13057","13","57","266617","1975","437","11888.59","163.91","97.89","261","12341","27","39"
"Clarke","17492","US-13059","13","59","129779","784","175","13478.3","134.84","110.96","144","2677","8","4"
"Clay","232","US-13061","13","61","2855","12","4","8126.09","140.11","0","0","80","0","4"
"Clayton","35268","US-13063","13","63","304838","2166","703","11569.42","230.61","83.65","255","4343","41","16"
"Clinch","1007","US-13065","13","65","6656","84","34","15129.21","510.82","30.05","2","486","2","10"
"Cobb","85358","US-13067","13","67","790588","4158","1294","10796.77","163.68","100.94","798","24744","110","243"
"Coffee","6328","US-13069","13","69","43042","903","184","14701.92","427.49","78.99","34","1564","47","95"
"Colquitt","5536","US-13071","13","71","45393","335","131","12195.71","288.59","101.34","46","1983","60","30"
"Columbia","14735","US-13073","13","73","158631","668","250","9288.85","157.6","46.65","74","10265","55","88"
"Cook","1673","US-13075","13","75","17437","129","52","9594.54","298.22","22.94","4","1940","11","22"
"Coweta","12806","US-13077","13","77","152001","819","338","8424.94","222.37","81.58","124","8149","36","35"
"Crawford","836","US-13079","13","79","12228","106","37","6836.77","302.58","24.53","3","302","6","4"
"Crisp","1856","US-13081","13","81","22289","186","64","8326.98","287.14","8.97","2","1290","47","81"
"Dade","1825","US-13083","13","83","16162","68","17","11291.92","105.19","123.75","20","347","4","4"
"Dawson","4168","US-13085","13","85","27021","335","72","15425.04","266.46","81.42","22","498","3","3"
"DeKalb","80442","US-13089","13","89","793154","6371","1218","10142.04","153.56","87.62","695","11782","126","57"
"Decatur","3473","US-13087","13","87","26322","224","77","13194.29","292.53","49.39","13","1296","24","63"
"Dodge","1526","US-13091","13","91","20385","125","61","7485.9","299.24","14.72","3","2078","66","76"
"Dooly","1082","US-13093","13","93","13400","101","38","8074.63","283.58","7.46","1","566","22","23"
"Dougherty","9116","US-13095","13","95","89905","1344","382","10139.59","424.89","48.94","44","3358","35","19"
"Douglas","17645","US-13097","13","97","151906","1106","245","11615.74","161.28","91.5","139","4759","55","116"
"Early","1545","US-13099","13","99","10146","103","51","15227.68","502.66","39.42","4","335","6","19"
"Echols","411","US-13101","13","101","3969","14","5","10355.25","125.98","75.59","3","313","6","8"
"Effingham","7003","US-13103","13","103","64026","501","150","10937.74","234.28","71.85","46","1853","20","21"
"Elbert","2054","US-13105","13","105","18945","185","68","10841.91","358.93","153.07","29","1270","20","13"
"Emanuel","2692","US-13107","13","107","22664","165","72","11877.87","317.68","39.71","9","1751","61","147"
"Evans","1118","US-13109","13","109","10687","107","36","10461.31","336.86","28.07","3","503","18","28"
"Fannin","3204","US-13111","13","111","26320","261","91","12173.25","345.74","140.58","37","588","17","15"
