"","NAME","DATE","mandatory_traveler_quarantine","prohibit_restaurants","prohibit_business","non-contact_school","state_of_emergency","gathering_size_limited","public_health_emergency","shelter_in_place","travel_screening","gathering_size","Intervention_Score"
"660","Guam","2020-02-24",0,0,0,0,0,0,0,0,0,NA,0
"661","Guam","2020-02-25",0,0,0,0,0,0,0,0,0,NA,0
"662","Guam","2020-02-26",0,0,0,0,0,0,0,0,0,NA,0
"663","Guam","2020-02-27",0,0,0,0,0,0,0,0,0,NA,0
"664","Guam","2020-02-28",0,0,0,0,0,0,0,0,0,NA,0
"665","Guam","2020-02-29",0,0,0,0,0,0,0,0,0,NA,0
"666","Guam","2020-03-01",0,0,0,0,0,0,0,0,0,NA,0
"667","Guam","2020-03-02",0,0,0,0,0,0,0,0,0,NA,0
"668","Guam","2020-03-03",0,0,0,0,0,0,0,0,0,NA,0
"669","Guam","2020-03-04",0,0,0,0,0,0,0,0,0,NA,0
"670","Guam","2020-03-05",0,0,0,0,0,0,0,0,0,NA,0
"671","Guam","2020-03-06",0,0,0,0,0,0,0,0,0,NA,0
"672","Guam","2020-03-07",0,0,0,0,0,0,0,0,0,NA,0
"673","Guam","2020-03-08",0,0,0,0,0,0,0,0,0,NA,0
"674","Guam","2020-03-09",0,0,0,0,0,0,0,0,0,NA,0
"675","Guam","2020-03-10",0,0,0,0,0,0,0,0,0,NA,0
"676","Guam","2020-03-11",0,0,0,0,0,0,0,0,0,NA,0
"677","Guam","2020-03-12",0,0,0,0,0,0,0,0,0,NA,0
"678","Guam","2020-03-13",0,0,0,0,0,0,0,0,0,NA,0
"679","Guam","2020-03-14",0,0,0,0,1,0,0,0,0,NA,1
"680","Guam","2020-03-15",0,0,0,0,1,0,0,0,0,NA,1
"681","Guam","2020-03-16",0,0,0,1,1,1,0,0,0,NA,3
"682","Guam","2020-03-17",0,0,0,1,1,1,0,0,0,NA,3
"683","Guam","2020-03-18",1,0,0,1,1,1,0,0,0,NA,4
"684","Guam","2020-03-19",1,0,0,1,1,1,0,0,0,NA,4
"685","Guam","2020-03-20",1,0,0,1,1,1,0,0,0,NA,4
"686","Guam","2020-03-21",1,0,0,1,1,1,0,0,0,NA,4
"687","Guam","2020-03-22",1,0,0,1,1,1,0,0,0,NA,4
"688","Guam","2020-03-23",1,0,0,1,1,1,0,0,0,NA,4
"689","Guam","2020-03-24",1,0,0,1,1,1,0,0,0,NA,4
"690","Hawaii","2020-02-01",0,0,0,0,0,0,0,0,0,NA,0
"691","Hawaii","2020-02-02",0,0,0,0,0,0,0,0,0,NA,0
"692","Hawaii","2020-02-03",0,0,0,0,0,0,0,0,0,NA,0
"693","Hawaii","2020-02-04",0,0,0,0,0,0,0,0,0,NA,0
"694","Hawaii","2020-02-05",0,0,0,0,0,0,0,0,0,NA,0
"695","Hawaii","2020-02-06",0,0,0,0,0,0,0,0,0,NA,0
"696","Hawaii","2020-02-07",0,0,0,0,0,0,0,0,0,NA,0
"697","Hawaii","2020-02-08",0,0,0,0,0,0,0,0,0,NA,0
"698","Hawaii","2020-02-09",0,0,0,0,0,0,0,0,0,NA,0
"699","Hawaii","2020-02-10",0,0,0,0,0,0,0,0,0,NA,0
"700","Hawaii","2020-02-11",0,0,0,0,0,0,0,0,0,NA,0
"701","Hawaii","2020-02-12",0,0,0,0,0,0,0,0,0,NA,0
"702","Hawaii","2020-02-13",0,0,0,0,0,0,0,0,0,NA,0
"703","Hawaii","2020-02-14",0,0,0,0,0,0,0,0,0,NA,0
"704","Hawaii","2020-02-15",0,0,0,0,0,0,0,0,0,NA,0
"705","Hawaii","2020-02-16",0,0,0,0,0,0,0,0,0,NA,0
"706","Hawaii","2020-02-17",0,0,0,0,0,0,0,0,0,NA,0
"707","Hawaii","2020-02-18",0,0,0,0,0,0,0,0,0,NA,0
"708","Hawaii","2020-02-19",0,0,0,0,0,0,0,0,0,NA,0
"709","Hawaii","2020-02-20",0,0,0,0,0,0,0,0,0,NA,0
"710","Hawaii","2020-02-21",0,0,0,0,0,0,0,0,0,NA,0
"711","Hawaii","2020-02-22",0,0,0,0,0,0,0,0,0,NA,0
"712","Hawaii","2020-02-23",0,0,0,0,0,0,0,0,0,NA,0
"713","Hawaii","2020-02-24",0,0,0,0,0,0,0,0,0,NA,0
"714","Hawaii","2020-02-25",0,0,0,0,0,0,0,0,0,NA,0
"715","Hawaii","2020-02-26",0,0,0,0,0,0,0,0,0,NA,0
"716","Hawaii","2020-02-27",0,0,0,0,0,0,0,0,0,NA,0
"717","Hawaii","2020-02-28",0,0,0,0,0,0,0,0,0,NA,0
"718","Hawaii","2020-02-29",0,0,0,0,0,0,0,0,0,NA,0
"719","Hawaii","2020-03-01",0,0,0,0,0,0,0,0,0,NA,0
"720","Hawaii","2020-03-02",0,0,0,0,0,0,0,0,0,NA,0
"721","Hawaii","2020-03-03",0,0,0,0,0,0,0,0,0,NA,0
"722","Hawaii","2020-03-04",0,0,0,0,1,0,0,0,0,NA,1
"723","Hawaii","2020-03-05",0,0,0,0,1,0,0,0,0,NA,1
"724","Hawaii","2020-03-06",0,0,0,0,1,0,0,0,0,NA,1
"725","Hawaii","2020-03-07",0,0,0,0,1,0,0,0,0,NA,1
"726","Hawaii","2020-03-08",0,0,0,0,1,0,0,0,0,NA,1
"727","Hawaii","2020-03-09",0,0,0,0,1,0,0,0,0,NA,1
"728","Hawaii","2020-03-10",0,0,0,0,1,0,0,0,0,NA,1
"729","Hawaii","2020-03-11",0,0,0,0,1,0,0,0,0,NA,1
"730","Hawaii","2020-03-12",0,0,0,0,1,0,0,0,0,NA,1
"731","Hawaii","2020-03-13",0,0,0,0,1,0,0,0,0,NA,1
"732","Hawaii","2020-03-14",0,0,0,0,1,0,0,0,0,NA,1
"733","Hawaii","2020-03-15",0,0,0,0,1,0,0,0,0,NA,1
"734","Hawaii","2020-03-16",0,0,0,0,1,0,0,0,0,NA,1
"735","Hawaii","2020-03-17",0,0,1,0,1,1,0,0,1,NA,4
"736","Hawaii","2020-03-18",0,0,1,0,1,1,0,0,1,NA,4
"737","Hawaii","2020-03-19",0,0,1,1,1,1,0,0,1,NA,5
"738","Hawaii","2020-03-20",0,0,1,1,1,1,0,0,1,NA,5
"739","Hawaii","2020-03-21",0,0,1,1,1,1,0,0,1,NA,5
"740","Hawaii","2020-03-22",0,0,1,1,1,1,0,0,1,NA,5
"741","Hawaii","2020-03-23",0,0,1,1,1,1,0,0,1,NA,5
"742","Hawaii","2020-03-24",0,0,1,1,1,1,0,0,1,NA,5
"743","Idaho","2020-02-01",0,0,0,0,0,0,0,0,0,NA,0
"744","Idaho","2020-02-02",0,0,0,0,0,0,0,0,0,NA,0
"745","Idaho","2020-02-03",0,0,0,0,0,0,0,0,0,NA,0
"746","Idaho","2020-02-04",0,0,0,0,0,0,0,0,0,NA,0
"747","Idaho","2020-02-05",0,0,0,0,0,0,0,0,0,NA,0
"748","Idaho","2020-02-06",0,0,0,0,0,0,0,0,0,NA,0
"749","Idaho","2020-02-07",0,0,0,0,0,0,0,0,0,NA,0
"750","Idaho","2020-02-08",0,0,0,0,0,0,0,0,0,NA,0
"751","Idaho","2020-02-09",0,0,0,0,0,0,0,0,0,NA,0
"752","Idaho","2020-02-10",0,0,0,0,0,0,0,0,0,NA,0
"753","Idaho","2020-02-11",0,0,0,0,0,0,0,0,0,NA,0
"754","Idaho","2020-02-12",0,0,0,0,0,0,0,0,0,NA,0
"755","Idaho","2020-02-13",0,0,0,0,0,0,0,0,0,NA,0
"756","Idaho","2020-02-14",0,0,0,0,0,0,0,0,0,NA,0
"757","Idaho","2020-02-15",0,0,0,0,0,0,0,0,0,NA,0
"758","Idaho","2020-02-16",0,0,0,0,0,0,0,0,0,NA,0
"759","Idaho","2020-02-17",0,0,0,0,0,0,0,0,0,NA,0
"760","Idaho","2020-02-18",0,0,0,0,0,0,0,0,0,NA,0
"761","Idaho","2020-02-19",0,0,0,0,0,0,0,0,0,NA,0
"762","Idaho","2020-02-20",0,0,0,0,0,0,0,0,0,NA,0
"763","Idaho","2020-02-21",0,0,0,0,0,0,0,0,0,NA,0
"764","Idaho","2020-02-22",0,0,0,0,0,0,0,0,0,NA,0
"765","Idaho","2020-02-23",0,0,0,0,0,0,0,0,0,NA,0
"766","Idaho","2020-02-24",0,0,0,0,0,0,0,0,0,NA,0
"767","Idaho","2020-02-25",0,0,0,0,0,0,0,0,0,NA,0
"768","Idaho","2020-02-26",0,0,0,0,0,0,0,0,0,NA,0
"769","Idaho","2020-02-27",0,0,0,0,0,0,0,0,0,NA,0
"770","Idaho","2020-02-28",0,0,0,0,0,0,0,0,0,NA,0
"771","Idaho","2020-02-29",0,0,0,0,0,0,0,0,0,NA,0
"772","Idaho","2020-03-01",0,0,0,0,0,0,0,0,0,NA,0
"773","Idaho","2020-03-02",0,0,0,0,0,0,0,0,0,NA,0
"774","Idaho","2020-03-03",0,0,0,0,0,0,0,0,0,NA,0
"775","Idaho","2020-03-04",0,0,0,0,0,0,0,0,0,NA,0
"776","Idaho","2020-03-05",0,0,0,0,0,0,0,0,0,NA,0
"777","Idaho","2020-03-06",0,0,0,0,0,0,0,0,0,NA,0
"778","Idaho","2020-03-07",0,0,0,0,0,0,0,0,0,NA,0
"779","Idaho","2020-03-08",0,0,0,0,0,0,0,0,0,NA,0
"780","Idaho","2020-03-09",0,0,0,0,0,0,0,0,0,NA,0
"781","Idaho","2020-03-10",0,0,0,0,0,0,0,0,0,NA,0
"782","Idaho","2020-03-11",0,0,0,0,0,0,0,0,0,NA,0
"783","Idaho","2020-03-12",0,0,0,0,0,0,0,0,0,NA,0
"784","Idaho","2020-03-13",0,0,0,0,1,0,0,0,0,NA,1
"785","Idaho","2020-03-14",0,0,0,0,1,0,0,0,0,NA,1
"786","Idaho","2020-03-15",0,0,0,0,1,0,0,0,0,NA,1
"787","Idaho","2020-03-16",0,0,0,0,1,0,0,0,0,NA,1
"788","Idaho","2020-03-17",0,0,0,0,1,0,0,0,0,NA,1
"789","Idaho","2020-03-18",0,0,0,0,1,1,0,0,0,10,2
"790","Idaho","2020-03-19",0,0,0,0,1,1,0,0,0,10,2
"791","Idaho","2020-03-20",0,0,0,0,1,1,0,0,0,10,2
"792","Idaho","2020-03-21",0,0,0,0,1,1,0,0,0,10,2
"793","Idaho","2020-03-22",0,0,0,0,1,1,0,0,0,10,2
"794","Idaho","2020-03-23",0,0,0,0,1,1,0,0,0,10,2
"795","Idaho","2020-03-24",0,0,0,0,1,1,0,0,0,10,2
"796","Illinois","2020-02-01",0,0,0,0,0,0,0,0,0,NA,0
"797","Illinois","2020-02-02",0,0,0,0,0,0,0,0,0,NA,0
"798","Illinois","2020-02-03",0,0,0,0,0,0,0,0,0,NA,0
"799","Illinois","2020-02-04",0,0,0,0,0,0,0,0,0,NA,0
"800","Illinois","2020-02-05",0,0,0,0,0,0,0,0,0,NA,0
"801","Illinois","2020-02-06",0,0,0,0,0,0,0,0,0,NA,0
"802","Illinois","2020-02-07",0,0,0,0,0,0,0,0,0,NA,0
"803","Illinois","2020-02-08",0,0,0,0,0,0,0,0,0,NA,0
"804","Illinois","2020-02-09",0,0,0,0,0,0,0,0,0,NA,0
"805","Illinois","2020-02-10",0,0,0,0,0,0,0,0,0,NA,0
"806","Illinois","2020-02-11",0,0,0,0,0,0,0,0,0,NA,0
"807","Illinois","2020-02-12",0,0,0,0,0,0,0,0,0,NA,0
"808","Illinois","2020-02-13",0,0,0,0,0,0,0,0,0,NA,0
"809","Illinois","2020-02-14",0,0,0,0,0,0,0,0,0,NA,0
"810","Illinois","2020-02-15",0,0,0,0,0,0,0,0,0,NA,0
"811","Illinois","2020-02-16",0,0,0,0,0,0,0,0,0,NA,0
"812","Illinois","2020-02-17",0,0,0,0,0,0,0,0,0,NA,0
"813","Illinois","2020-02-18",0,0,0,0,0,0,0,0,0,NA,0
"814","Illinois","2020-02-19",0,0,0,0,0,0,0,0,0,NA,0
"815","Illinois","2020-02-20",0,0,0,0,0,0,0,0,0,NA,0
"816","Illinois","2020-02-21",0,0,0,0,0,0,0,0,0,NA,0
"817","Illinois","2020-02-22",0,0,0,0,0,0,0,0,0,NA,0
"818","Illinois","2020-02-23",0,0,0,0,0,0,0,0,0,NA,0
"819","Illinois","2020-02-24",0,0,0,0,0,0,0,0,0,NA,0
"820","Illinois","2020-02-25",0,0,0,0,0,0,0,0,0,NA,0
"821","Illinois","2020-02-26",0,0,0,0,0,0,0,0,0,NA,0
"822","Illinois","2020-02-27",0,0,0,0,0,0,0,0,0,NA,0
"823","Illinois","2020-02-28",0,0,0,0,0,0,0,0,0,NA,0
"824","Illinois","2020-02-29",0,0,0,0,0,0,0,0,0,NA,0
"825","Illinois","2020-03-01",0,0,0,0,0,0,0,0,0,NA,0
"826","Illinois","2020-03-02",0,0,0,0,0,0,0,0,0,NA,0
"827","Illinois","2020-03-03",0,0,0,0,0,0,0,0,0,NA,0
"828","Illinois","2020-03-04",0,0,0,0,0,0,0,0,0,NA,0
"829","Illinois","2020-03-05",0,0,0,0,0,0,0,0,0,NA,0
"830","Illinois","2020-03-06",0,0,0,0,0,0,0,0,0,NA,0
"831","Illinois","2020-03-07",0,0,0,0,0,0,0,0,0,NA,0
"832","Illinois","2020-03-08",0,0,0,0,0,0,0,0,0,NA,0
"833","Illinois","2020-03-09",0,0,0,0,0,0,0,0,0,NA,0
"834","Illinois","2020-03-10",0,0,0,0,0,0,0,0,0,NA,0
"835","Illinois","2020-03-11",0,0,0,0,0,0,0,0,0,NA,0
"836","Illinois","2020-03-12",0,0,0,0,0,0,0,0,0,NA,0
"837","Illinois","2020-03-13",0,0,0,0,0,1,0,0,0,1000,1
"838","Illinois","2020-03-14",0,0,0,0,0,1,0,0,0,1000,1
"839","Illinois","2020-03-15",0,0,0,0,0,1,0,0,0,1000,1
"840","Illinois","2020-03-16",0,0,1,0,0,1,0,0,0,1000,2
"841","Illinois","2020-03-17",0,0,1,1,0,1,0,0,0,1000,3
"842","Illinois","2020-03-18",0,0,1,1,0,1,0,0,0,50,3
"843","Illinois","2020-03-19",0,0,1,1,0,1,0,0,0,50,3
"844","Illinois","2020-03-20",0,0,1,1,0,1,0,0,0,50,3
"845","Illinois","2020-03-21",0,0,1,1,0,1,0,1,0,10,4
"846","Illinois","2020-03-22",0,0,1,1,0,1,0,1,0,10,4
"847","Illinois","2020-03-23",0,0,1,1,0,1,0,1,0,10,4
"848","Illinois","2020-03-24",0,0,1,1,0,1,0,1,0,10,4
"849","Indiana","2020-02-01",0,0,0,0,0,0,0,0,0,NA,0
"850","Indiana","2020-02-02",0,0,0,0,0,0,0,0,0,NA,0
"851","Indiana","2020-02-03",0,0,0,0,0,0,0,0,0,NA,0
"852","Indiana","2020-02-04",0,0,0,0,0,0,0,0,0,NA,0
"853","Indiana","2020-02-05",0,0,0,0,0,0,0,0,0,NA,0
"854","Indiana","2020-02-06",0,0,0,0,0,0,0,0,0,NA,0
"855","Indiana","2020-02-07",0,0,0,0,0,0,0,0,0,NA,0
"856","Indiana","2020-02-08",0,0,0,0,0,0,0,0,0,NA,0
"857","Indiana","2020-02-09",0,0,0,0,0,0,0,0,0,NA,0
"858","Indiana","2020-02-10",0,0,0,0,0,0,0,0,0,NA,0
"859","Indiana","2020-02-11",0,0,0,0,0,0,0,0,0,NA,0
"860","Indiana","2020-02-12",0,0,0,0,0,0,0,0,0,NA,0
"861","Indiana","2020-02-13",0,0,0,0,0,0,0,0,0,NA,0
"862","Indiana","2020-02-14",0,0,0,0,0,0,0,0,0,NA,0
"863","Indiana","2020-02-15",0,0,0,0,0,0,0,0,0,NA,0
"864","Indiana","2020-02-16",0,0,0,0,0,0,0,0,0,NA,0
"865","Indiana","2020-02-17",0,0,0,0,0,0,0,0,0,NA,0
"866","Indiana","2020-02-18",0,0,0,0,0,0,0,0,0,NA,0
"867","Indiana","2020-02-19",0,0,0,0,0,0,0,0,0,NA,0
"868","Indiana","2020-02-20",0,0,0,0,0,0,0,0,0,NA,0
"869","Indiana","2020-02-21",0,0,0,0,0,0,0,0,0,NA,0
"870","Indiana","2020-02-22",0,0,0,0,0,0,0,0,0,NA,0
"871","Indiana","2020-02-23",0,0,0,0,0,0,0,0,0,NA,0
"872","Indiana","2020-02-24",0,0,0,0,0,0,0,0,0,NA,0
"873","Indiana","2020-02-25",0,0,0,0,0,0,0,0,0,NA,0
"874","Indiana","2020-02-26",0,0,0,0,0,0,0,0,0,NA,0
"875","Indiana","2020-02-27",0,0,0,0,0,0,0,0,0,NA,0
"876","Indiana","2020-02-28",0,0,0,0,0,0,0,0,0,NA,0
"877","Indiana","2020-02-29",0,0,0,0,0,0,0,0,0,NA,0
"878","Indiana","2020-03-01",0,0,0,0,0,0,0,0,0,NA,0
"879","Indiana","2020-03-02",0,0,0,0,0,0,0,0,0,NA,0
"880","Indiana","2020-03-03",0,0,0,0,0,0,0,0,0,NA,0
"881","Indiana","2020-03-04",0,0,0,0,0,0,0,0,0,NA,0
"882","Indiana","2020-03-05",0,0,0,0,0,0,0,0,0,NA,0
"883","Indiana","2020-03-06",0,0,0,0,1,0,0,0,0,NA,1
"884","Indiana","2020-03-07",0,0,0,0,1,0,0,0,0,NA,1
"885","Indiana","2020-03-08",0,0,0,0,1,0,0,0,0,NA,1
"886","Indiana","2020-03-09",0,0,0,0,1,0,0,0,0,NA,1
"887","Indiana","2020-03-10",0,0,0,0,1,0,0,0,0,NA,1
"888","Indiana","2020-03-11",0,0,0,0,1,0,0,0,0,NA,1
"889","Indiana","2020-03-12",0,0,0,0,1,0,0,0,0,NA,1
"890","Indiana","2020-03-13",0,0,0,0,1,0,0,0,0,NA,1
"891","Indiana","2020-03-14",0,0,0,0,1,0,0,0,0,NA,1
"892","Indiana","2020-03-15",0,0,0,0,1,0,0,0,0,NA,1
"893","Indiana","2020-03-16",0,0,0,0,1,0,0,0,0,NA,1
"894","Indiana","2020-03-17",0,0,1,0,1,0,0,0,0,NA,2
"895","Indiana","2020-03-18",0,0,1,0,1,0,0,0,0,NA,2
"896","Indiana","2020-03-19",0,0,1,0,1,0,0,0,0,NA,2
"897","Indiana","2020-03-20",0,0,1,0,1,0,0,0,0,NA,2
"898","Indiana","2020-03-21",0,0,1,0,1,0,0,0,0,NA,2
"899","Indiana","2020-03-22",0,0,1,0,1,0,0,0,0,NA,2
"900","Indiana","2020-03-23",0,0,1,0,1,0,0,0,0,NA,2
"901","Indiana","2020-03-24",0,0,1,0,1,0,0,0,0,NA,2
"902","Iowa","2020-02-01",0,0,0,0,0,0,0,0,0,NA,0
"903","Iowa","2020-02-02",0,0,0,0,0,0,0,0,0,NA,0
"904","Iowa","2020-02-03",0,0,0,0,0,0,0,0,0,NA,0
"905","Iowa","2020-02-04",0,0,0,0,0,0,0,0,0,NA,0
"906","Iowa","2020-02-05",0,0,0,0,0,0,0,0,0,NA,0
"907","Iowa","2020-02-06",0,0,0,0,0,0,0,0,0,NA,0
"908","Iowa","2020-02-07",0,0,0,0,0,0,0,0,0,NA,0
"909","Iowa","2020-02-08",0,0,0,0,0,0,0,0,0,NA,0
"910","Iowa","2020-02-09",0,0,0,0,0,0,0,0,0,NA,0
"911","Iowa","2020-02-10",0,0,0,0,0,0,0,0,0,NA,0
"912","Iowa","2020-02-11",0,0,0,0,0,0,0,0,0,NA,0
"913","Iowa","2020-02-12",0,0,0,0,0,0,0,0,0,NA,0
"914","Iowa","2020-02-13",0,0,0,0,0,0,0,0,0,NA,0
"915","Iowa","2020-02-14",0,0,0,0,0,0,0,0,0,NA,0
"916","Iowa","2020-02-15",0,0,0,0,0,0,0,0,0,NA,0
"917","Iowa","2020-02-16",0,0,0,0,0,0,0,0,0,NA,0
"918","Iowa","2020-02-17",0,0,0,0,0,0,0,0,0,NA,0
"919","Iowa","2020-02-18",0,0,0,0,0,0,0,0,0,NA,0
"920","Iowa","2020-02-19",0,0,0,0,0,0,0,0,0,NA,0
"921","Iowa","2020-02-20",0,0,0,0,0,0,0,0,0,NA,0
"922","Iowa","2020-02-21",0,0,0,0,0,0,0,0,0,NA,0
"923","Iowa","2020-02-22",0,0,0,0,0,0,0,0,0,NA,0
"924","Iowa","2020-02-23",0,0,0,0,0,0,0,0,0,NA,0
"925","Iowa","2020-02-24",0,0,0,0,0,0,0,0,0,NA,0
"926","Iowa","2020-02-25",0,0,0,0,0,0,0,0,0,NA,0
"927","Iowa","2020-02-26",0,0,0,0,0,0,0,0,0,NA,0
"928","Iowa","2020-02-27",0,0,0,0,0,0,0,0,0,NA,0
"929","Iowa","2020-02-28",0,0,0,0,0,0,0,0,0,NA,0
"930","Iowa","2020-02-29",0,0,0,0,0,0,0,0,0,NA,0
"931","Iowa","2020-03-01",0,0,0,0,0,0,0,0,0,NA,0
"932","Iowa","2020-03-02",0,0,0,0,0,0,0,0,0,NA,0
"933","Iowa","2020-03-03",0,0,0,0,0,0,0,0,0,NA,0
"934","Iowa","2020-03-04",0,0,0,0,0,0,0,0,0,NA,0
"935","Iowa","2020-03-05",0,0,0,0,0,0,0,0,0,NA,0
"936","Iowa","2020-03-06",0,0,0,0,0,0,0,0,0,NA,0
"937","Iowa","2020-03-07",0,0,0,0,0,0,0,0,0,NA,0
"938","Iowa","2020-03-08",0,0,0,0,0,0,0,0,0,NA,0
"939","Iowa","2020-03-09",0,0,0,0,1,0,0,0,0,NA,1
"940","Iowa","2020-03-10",0,0,0,0,1,0,0,0,0,NA,1
"941","Iowa","2020-03-11",0,0,0,0,1,0,0,0,0,NA,1
"942","Iowa","2020-03-12",0,0,0,0,1,0,0,0,0,NA,1
"943","Iowa","2020-03-13",0,0,0,0,1,0,0,0,0,NA,1
"944","Iowa","2020-03-14",0,0,0,0,1,0,0,0,0,NA,1
"945","Iowa","2020-03-15",0,0,0,0,1,0,0,0,0,NA,1
"946","Iowa","2020-03-16",0,0,0,0,1,0,0,0,0,NA,1
"947","Iowa","2020-03-17",0,0,0,0,1,0,0,0,0,NA,1
"948","Iowa","2020-03-18",0,0,0,0,1,0,0,0,0,NA,1
"949","Iowa","2020-03-19",0,0,0,0,1,0,0,0,0,NA,1
"950","Iowa","2020-03-20",0,0,0,0,1,0,0,0,0,NA,1
"951","Iowa","2020-03-21",0,0,0,0,1,0,0,0,0,NA,1
"952","Iowa","2020-03-22",0,0,0,0,1,0,0,0,0,NA,1
"953","Iowa","2020-03-23",0,0,0,0,1,0,0,0,0,NA,1
"954","Iowa","2020-03-24",0,0,0,0,1,0,0,0,0,NA,1
"955","Kansas","2020-02-01",0,0,0,0,0,0,0,0,0,NA,0
"956","Kansas","2020-02-02",0,0,0,0,0,0,0,0,0,NA,0
"957","Kansas","2020-02-03",0,0,0,0,0,0,0,0,0,NA,0
"958","Kansas","2020-02-04",0,0,0,0,0,0,0,0,0,NA,0
"959","Kansas","2020-02-05",0,0,0,0,0,0,0,0,0,NA,0
"960","Kansas","2020-02-06",0,0,0,0,0,0,0,0,0,NA,0
"961","Kansas","2020-02-07",0,0,0,0,0,0,0,0,0,NA,0
"962","Kansas","2020-02-08",0,0,0,0,0,0,0,0,0,NA,0
"963","Kansas","2020-02-09",0,0,0,0,0,0,0,0,0,NA,0
"964","Kansas","2020-02-10",0,0,0,0,0,0,0,0,0,NA,0
"965","Kansas","2020-02-11",0,0,0,0,0,0,0,0,0,NA,0
"966","Kansas","2020-02-12",0,0,0,0,0,0,0,0,0,NA,0
"967","Kansas","2020-02-13",0,0,0,0,0,0,0,0,0,NA,0
"968","Kansas","2020-02-14",0,0,0,0,0,0,0,0,0,NA,0
"969","Kansas","2020-02-15",0,0,0,0,0,0,0,0,0,NA,0
"970","Kansas","2020-02-16",0,0,0,0,0,0,0,0,0,NA,0
"971","Kansas","2020-02-17",0,0,0,0,0,0,0,0,0,NA,0
"972","Kansas","2020-02-18",0,0,0,0,0,0,0,0,0,NA,0
"973","Kansas","2020-02-19",0,0,0,0,0,0,0,0,0,NA,0
"974","Kansas","2020-02-20",0,0,0,0,0,0,0,0,0,NA,0
"975","Kansas","2020-02-21",0,0,0,0,0,0,0,0,0,NA,0
"976","Kansas","2020-02-22",0,0,0,0,0,0,0,0,0,NA,0
"977","Kansas","2020-02-23",0,0,0,0,0,0,0,0,0,NA,0
"978","Kansas","2020-02-24",0,0,0,0,0,0,0,0,0,NA,0
"979","Kansas","2020-02-25",0,0,0,0,0,0,0,0,0,NA,0
"980","Kansas","2020-02-26",0,0,0,0,0,0,0,0,0,NA,0
"981","Kansas","2020-02-27",0,0,0,0,0,0,0,0,0,NA,0
"982","Kansas","2020-02-28",0,0,0,0,0,0,0,0,0,NA,0
"983","Kansas","2020-02-29",0,0,0,0,0,0,0,0,0,NA,0
"984","Kansas","2020-03-01",0,0,0,0,0,0,0,0,0,NA,0
"985","Kansas","2020-03-02",0,0,0,0,0,0,0,0,0,NA,0
"986","Kansas","2020-03-03",0,0,0,0,0,0,0,0,0,NA,0
"987","Kansas","2020-03-04",0,0,0,0,0,0,0,0,0,NA,0
"988","Kansas","2020-03-05",0,0,0,0,0,0,0,0,0,NA,0
"989","Kansas","2020-03-06",0,0,0,0,0,0,0,0,0,NA,0
"990","Kansas","2020-03-07",0,0,0,0,0,0,0,0,0,NA,0
"991","Kansas","2020-03-08",0,0,0,0,0,0,0,0,0,NA,0
"992","Kansas","2020-03-09",0,0,0,0,0,0,0,0,0,NA,0
"993","Kansas","2020-03-10",0,0,0,0,0,0,0,0,0,NA,0
"994","Kansas","2020-03-11",0,0,0,0,0,0,0,0,0,NA,0
"995","Kansas","2020-03-12",0,0,0,0,0,0,0,0,0,NA,0
"996","Kansas","2020-03-13",0,0,0,0,0,0,0,0,0,NA,0
"997","Kansas","2020-03-14",0,0,0,0,0,0,0,0,0,NA,0
"998","Kansas","2020-03-15",0,0,0,0,0,0,0,0,0,NA,0
"999","Kansas","2020-03-16",0,0,0,0,0,1,0,0,0,50,1
"1000","Kansas","2020-03-17",0,0,0,0,0,1,0,0,0,50,1
"1001","Kansas","2020-03-18",0,0,0,0,0,1,0,0,0,50,1
"1002","Kansas","2020-03-19",0,0,0,0,0,1,0,0,0,50,1
"1003","Kansas","2020-03-20",0,0,0,0,0,1,0,0,0,50,1
"1004","Kansas","2020-03-21",0,0,0,0,0,1,0,0,0,50,1
"1005","Kansas","2020-03-22",0,0,0,0,0,1,0,0,0,50,1
"1006","Kansas","2020-03-23",0,0,0,0,0,1,0,0,0,50,1
"1007","Kansas","2020-03-24",0,0,0,0,0,1,0,0,0,50,1
"1008","Kentucky","2020-02-01",0,0,0,0,0,0,0,0,0,NA,0
"1009","Kentucky","2020-02-02",0,0,0,0,0,0,0,0,0,NA,0
"1010","Kentucky","2020-02-03",0,0,0,0,0,0,0,0,0,NA,0
"1011","Kentucky","2020-02-04",0,0,0,0,0,0,0,0,0,NA,0
"1012","Kentucky","2020-02-05",0,0,0,0,0,0,0,0,0,NA,0
"1013","Kentucky","2020-02-06",0,0,0,0,0,0,0,0,0,NA,0
"1014","Kentucky","2020-02-07",0,0,0,0,0,0,0,0,0,NA,0
"1015","Kentucky","2020-02-08",0,0,0,0,0,0,0,0,0,NA,0
"1016","Kentucky","2020-02-09",0,0,0,0,0,0,0,0,0,NA,0
"1017","Kentucky","2020-02-10",0,0,0,0,0,0,0,0,0,NA,0
"1018","Kentucky","2020-02-11",0,0,0,0,0,0,0,0,0,NA,0
"1019","Kentucky","2020-02-12",0,0,0,0,0,0,0,0,0,NA,0
"1020","Kentucky","2020-02-13",0,0,0,0,0,0,0,0,0,NA,0
"1021","Kentucky","2020-02-14",0,0,0,0,0,0,0,0,0,NA,0
"1022","Kentucky","2020-02-15",0,0,0,0,0,0,0,0,0,NA,0
"1023","Kentucky","2020-02-16",0,0,0,0,0,0,0,0,0,NA,0
