"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2506","17"
"Hispanic/Latino","American Indian/Alaska Native","125","0"
"Hispanic/Latino","Asian","262","1"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","177","1"
"Hispanic/Latino","Other","29030","297"
"Hispanic/Latino","Unknown","13508","10"
"Hispanic/Latino","White","38402","500"
"Non-Hispanic/Latino","African-American/Black","185210","5036"
"Non-Hispanic/Latino","American Indian/Alaska Native","348","10"
"Non-Hispanic/Latino","Asian","14046","285"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","559","8"
"Non-Hispanic/Latino","Other","9849","53"
"Non-Hispanic/Latino","Unknown","8728","53"
"Non-Hispanic/Latino","White","271377","8534"
"Unknown","African-American/Black","26211","34"
"Unknown","American Indian/Alaska Native","132","0"
"Unknown","Asian","3334","3"
"Unknown","Native Hawaiian/Pacific Islander","170","0"
"Unknown","Other","25432","22"
"Unknown","Unknown","144860","74"
"Unknown","White","40554","69"
