county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,389,15,49,2095.79
Atkinson,218,2,28,2617.05
Bacon,324,5,27,2841.11
Baker,45,3,12,1444.16
Baldwin,715,35,82,1609.35
Banks,170,3,25,850.77
Barrow,705,29,134,816.13
Bartow,1089,46,168,983.11
Ben Hill,254,1,18,1525.98
Berrien,191,0,9,990.87
Bibb,2015,43,349,1324.35
Bleckley,102,1,8,794.52
Brantley,161,3,8,838.45
Brooks,244,12,26,1551.47
Bryan,315,5,37,804.86
Bulloch,723,6,57,909.81
Burke,240,7,41,1074.21
Butts,355,35,32,1410.19
Calhoun,171,6,35,2706.98
Camden,326,2,12,604.55
Candler,111,0,6,1024.27
Carroll,1200,40,120,999.01
Catoosa,375,8,28,545.29
Charlton,149,2,12,1124.44
Chatham,2991,39,312,1023.7
Chattahoochee,492,1,9,4577.17
Chattooga,88,2,5,355.33
Cherokee,1927,48,218,722.76
Clarke,1087,15,76,837.58
Clay,65,2,5,2276.71
Clayton,3132,84,329,1027.43
Clinch,125,4,11,1878
Cobb,7713,258,1045,975.6
Coffee,993,17,136,2307.05
Colquitt,1338,20,98,2947.59
Columbia,1057,13,85,666.33
Cook,271,4,28,1554.17
Coweta,938,16,68,617.1
Crawford,59,0,7,482.5
Crisp,324,13,47,1453.63
Dade,82,1,5,507.36
Dawson,191,3,28,706.86
DeKalb,9165,186,1177,1155.51
Decatur,343,8,36,1303.09
Dodge,161,2,15,789.8
Dooly,224,13,46,1671.64
Dougherty,2219,156,481,2468.16
Douglas,1576,40,243,1037.48
Early,326,31,29,3213.09
Echols,205,0,6,5165.03
Effingham,373,1,33,582.58
Elbert,209,0,11,1103.19
Emanuel,230,3,18,1014.83
Evans,78,0,5,729.86
Fannin,157,2,12,596.5
Fayette,584,20,52,496.84
Floyd,810,15,60,810.68
Forsyth,1280,16,139,506.92
Franklin,278,2,19,1191.65
Fulton,12184,333,1354,1108.46
Gilmer,322,2,27,1024.92
Glascock,15,0,0,495.87
Glynn,1695,10,96,1969.85
Gordon,627,18,48,1080.12
Grady,268,4,44,1092.09
Greene,154,10,21,822.78
Gwinnett,12489,191,1467,1286.01
Habersham,821,41,115,1792.58
Hall,4130,65,540,2001.46
Hancock,238,33,39,2904.92
Haralson,124,5,18,403.62
Harris,481,13,51,1385.69
Hart,131,0,12,501.78
Heard,89,3,9,719.48
Henry,1976,34,125,823.79
Houston,1108,33,170,705.56
Irwin,109,1,14,1155.52
Jackson,569,12,66,761.71
Jasper,96,1,8,676.1
Jeff Davis,180,3,14,1188.28
Jefferson,251,2,30,1639.13
Jenkins,171,14,32,1993.94
Johnson,144,2,22,1490.53
Jones,156,1,9,545.63
Lamar,157,6,16,811.5
Lanier,172,3,11,1661.68
Laurens,422,1,34,892.25
Lee,439,22,74,1464.75
Liberty,315,2,27,508.85
Lincoln,78,2,12,960
Long,78,1,3,391.66
Lowndes,2064,18,108,1750.96
Lumpkin,189,4,37,559.14
Macon,147,10,36,1131.81
Madison,206,4,21,682.64
Marion,105,3,13,1266.13
McDuffie,175,8,37,810.3
McIntosh,93,1,6,638.43
Meriwether,266,3,31,1265.46
Miller,63,0,3,1092.99
Mitchell,513,41,108,2325.9
Monroe,273,20,33,984.6
Montgomery,68,0,8,737.21
Morgan,94,0,8,491.17
Murray,336,2,23,834.55
Muscogee,3142,64,336,1639.65
Newton,1043,18,128,928.32
Non-Georgia Resident,10427,61,287,0
Oconee,264,14,35,632.53
Oglethorpe,125,7,19,820.21
Paulding,932,16,103,540.16
Peach,175,10,37,639.27
Pickens,134,5,17,399.64
Pierce,291,5,35,1488.87
Pike,128,3,13,678.69
Polk,386,1,20,887.72
Pulaski,63,2,8,578.35
Putnam,253,12,26,1156.04
Quitman,23,1,5,1002.62
Rabun,101,3,18,594.61
Randolph,220,25,37,3257.33
Richmond,1979,62,282,978.54
Rockdale,783,11,123,824.56
Schley,30,1,7,568.72
Screven,130,8,22,935.25
Seminole,63,2,9,773.96
Spalding,615,33,84,889.89
Stephens,379,6,41,1439.53
Stewart,231,4,49,3768.97
Sumter,649,52,155,2207.56
Talbot,101,3,16,1640.14
Taliaferro,2,0,0,122.55
Tattnall,220,0,14,865.77
Taylor,46,2,12,578.03
Telfair,197,3,16,1259.27
Terrell,259,29,61,3058.93
Thomas,657,33,93,1478.7
Tift,1062,29,132,2601.03
Toombs,363,5,28,1345.29
Towns,75,1,12,623.23
Treutlen,52,2,11,761.46
Troup,1815,39,197,2577.61
Turner,207,18,35,2563.15
Twiggs,50,1,12,618.35
Union,127,4,29,501.28
Unknown,1322,1,37,0
Upson,397,45,49,1510.83
Walker,392,14,19,563.14
Walton,602,31,73,628.3
Ware,761,17,86,2122.56
Warren,37,0,16,710.17
Washington,208,1,15,1024.53
Wayne,216,0,26,720.62
Webster,34,2,7,1333.33
Wheeler,69,0,2,872.42
White,195,5,35,614.02
Whitfield,2017,18,90,1926.97
Wilcox,144,15,20,1638.23
Wilkes,130,3,20,1298.18
Wilkinson,127,9,32,1423.93
Worth,366,22,58,1817.1
