"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths"
"Appling","1270","US-13001","13","1","18561","113","41","6842.3","220.89","237.06","44","121","1"
"Atkinson","550","US-13003","13","3","8330","82","9","6602.64","108.04","348.14","29","81","0"
"Bacon","678","US-13005","13","5","11404","53","20","5945.28","175.38","149.07","17","115","4"
"Baker","112","US-13007","13","7","3116","21","6","3594.35","192.55","224.65","7","21","0"
"Baldwin","2620","US-13009","13","9","44428","196","70","5897.18","157.56","279.1","124","180","3"
"Banks","886","US-13011","13","11","19982","105","12","4433.99","60.05","735.66","147","45","1"
"Barrow","3645","US-13013","13","13","86383","326","60","4219.58","69.46","588.08","508","330","0"
"Bartow","5101","US-13015","13","15","110771","390","104","4605","93.89","573.25","635","865","7"
"Ben Hill","1027","US-13017","13","17","16645","102","35","6170.02","210.27","558.73","93","142","5"
"Berrien","635","US-13019","13","19","19276","33","18","3294.25","93.38","316.46","61","182","11"
"Bibb","7929","US-13021","13","21","152150","1019","225","5211.3","147.88","437.07","665","426","19"
"Bleckley","568","US-13023","13","23","12838","36","30","4424.37","233.68","179.16","23","183","3"
"Brantley","583","US-13025","13","25","19202","47","18","3036.14","93.74","244.77","47","285","1"
"Brooks","667","US-13027","13","27","15727","57","26","4241.11","165.32","521.4","82","133","4"
"Bryan","1522","US-13029","13","29","39137","108","16","3888.9","40.88","255.51","100","88","2"
"Bulloch","3407","US-13031","13","31","79467","155","35","4287.31","44.04","167.37","133","494","21"
"Burke","1050","US-13033","13","33","22342","102","13","4699.67","58.19","246.17","55","299","3"
"Butts","976","US-13035","13","35","25174","69","46","3877.02","182.73","421.07","106","265","1"
"Calhoun","304","US-13037","13","37","6317","53","11","4812.41","174.13","459.08","29","39","0"
"Camden","1892","US-13039","13","39","53924","87","18","3508.64","33.38","317.11","171","138","3"
"Candler","585","US-13043","13","43","10837","48","27","5398.17","249.15","73.82","8","39","8"
"Carroll","4510","US-13045","13","45","120119","232","90","3754.61","74.93","389.61","468","1837","13"
"Catoosa","2410","US-13047","13","47","68771","114","34","3504.38","49.44","564.19","388","86","1"
"Charlton","734","US-13049","13","49","13251","42","11","5539.2","83.01","347.14","46","125","8"
"Chatham","11233","US-13051","13","51","292176","936","207","3844.6","70.85","256.01","748","389","8"
"Chattahoochee","2085","US-13053","13","53","10749","17","1","19397.15","9.3","1246.63","134","32","2"
"Chattooga","1255","US-13055","13","55","24766","90","35","5067.43","141.32","553.18","137","166","3"
"Cherokee","10110","US-13057","13","57","266617","671","115","3791.96","43.13","423.83","1130","2012","4"
"Clarke","7265","US-13059","13","59","129779","289","56","5597.98","43.15","504.7","655","1381","1"
"Clay","132","US-13061","13","61","2855","9","3","4623.47","105.08","245.18","7","25","0"
"Clayton","10877","US-13063","13","63","304838","806","202","3568.12","66.26","386.76","1179","800","10"
"Clinch","502","US-13065","13","65","6656","38","13","7542.07","195.31","195.31","13","46","0"
"Cobb","29175","US-13067","13","67","790588","2219","511","3690.29","64.64","406.28","3212","4544","19"
"Coffee","2878","US-13069","13","69","43042","404","72","6686.49","167.28","687.7","296","427","9"
"Colquitt","2361","US-13071","13","71","45393","179","43","5201.24","94.73","348.07","158","415","8"
