"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1675","12"
"Hispanic/Latino","American Indian/Alaska Native","75","0"
"Hispanic/Latino","Asian","170","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","136","0"
"Hispanic/Latino","Other","21873","206"
"Hispanic/Latino","Unknown","9606","5"
"Hispanic/Latino","White","29476","353"
"Non-Hispanic/Latino","African-American/Black","127433","3660"
"Non-Hispanic/Latino","American Indian/Alaska Native","243","10"
"Non-Hispanic/Latino","Asian","8498","174"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","392","6"
"Non-Hispanic/Latino","Other","5882","21"
"Non-Hispanic/Latino","Unknown","4723","16"
"Non-Hispanic/Latino","White","180094","5190"
"Unknown","African-American/Black","17787","16"
"Unknown","American Indian/Alaska Native","110","0"
"Unknown","Asian","2198","0"
"Unknown","Native Hawaiian/Pacific Islander","123","0"
"Unknown","Other","9359","8"
"Unknown","Unknown","99912","25"
"Unknown","White","27094","17"
