"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","10338","50"
"Hispanic/Latino","American Indian/Alaska Native","590","2"
"Hispanic/Latino","Asian","1242","5"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","716","4"
"Hispanic/Latino","Other","66106","509"
"Hispanic/Latino","Unknown","36247","9"
"Hispanic/Latino","White","96043","980"
"Non-Hispanic/Latino","African-American/Black","560044","10523"
"Non-Hispanic/Latino","American Indian/Alaska Native","1108","29"
"Non-Hispanic/Latino","Asian","50912","543"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1547","17"
"Non-Hispanic/Latino","Other","36622","91"
"Non-Hispanic/Latino","Unknown","15478","7"
"Non-Hispanic/Latino","White","770833","18996"
"Unknown","African-American/Black","33590","5"
"Unknown","American Indian/Alaska Native","404","0"
"Unknown","Asian","6964","2"
"Unknown","Native Hawaiian/Pacific Islander","387","0"
"Unknown","Other","33012","7"
"Unknown","Unknown","241488","87"
"Unknown","White","43944","19"
