"age group","county name","cases","deaths","confirmed_case_hospitalization"
"01-04 years","Georgia","42436","4","571"
"05-09 years","Georgia","73647","5","425"
"10-17 years","Georgia","181696","17","1526"
"18-29 years","Georgia","409442","252","7831"
"30-39 years","Georgia","321712","657","9633"
"40-49 years","Georgia","289349","1455","12870"
"50-59 years","Georgia","258042","3499","18738"
"60-69 years","Georgia","169715","6248","21213"
"70-79 years","Georgia","93289","8077","19312"
"80 & Older years","Georgia","49098","9314","14250"
"<1 years","Georgia","14130","2","637"
"Unknown years","Georgia","6057","0","265"
"01-04 years","Appling","76","0","0"
"05-09 years","Appling","125","0","0"
"10-17 years","Appling","414","0","3"
"18-29 years","Appling","631","1","8"
"30-39 years","Appling","492","4","10"
"40-49 years","Appling","480","9","29"
"50-59 years","Appling","481","11","44"
"60-69 years","Appling","397","22","74"
"70-79 years","Appling","272","25","53"
"80 & Older years","Appling","136","33","42"
"<1 years","Appling","15","0","0"
"Unknown years","Appling","6","0","0"
"01-04 years","Atkinson","35","0","3"
"05-09 years","Atkinson","71","0","1"
"10-17 years","Atkinson","181","0","2"
"18-29 years","Atkinson","313","0","16"
"30-39 years","Atkinson","232","0","15"
"40-49 years","Atkinson","220","4","36"
"50-59 years","Atkinson","210","5","38"
"60-69 years","Atkinson","140","7","44"
"70-79 years","Atkinson","78","9","31"
"80 & Older years","Atkinson","32","10","17"
"<1 years","Atkinson","10","0","1"
"01-04 years","Bacon","54","0","1"
"05-09 years","Bacon","77","0","0"
"10-17 years","Bacon","231","0","1"
"18-29 years","Bacon","632","0","10"
"30-39 years","Bacon","368","1","13"
"40-49 years","Bacon","379","5","24"
"50-59 years","Bacon","285","3","29"
"60-69 years","Bacon","242","18","51"
"70-79 years","Bacon","163","15","48"
"80 & Older years","Bacon","76","16","25"
"<1 years","Bacon","18","0","0"
"Unknown years","Bacon","2","0","0"
"01-04 years","Baker","12","0","0"
"05-09 years","Baker","21","0","0"
"10-17 years","Baker","22","0","0"
"18-29 years","Baker","56","0","0"
"30-39 years","Baker","35","0","4"
"40-49 years","Baker","35","3","3"
"50-59 years","Baker","40","0","4"
"60-69 years","Baker","46","3","17"
"70-79 years","Baker","24","3","11"
"80 & Older years","Baker","16","4","6"
"<1 years","Baker","3","0","0"
"Unknown years","Baker","3","0","0"
"01-04 years","Baldwin","116","0","2"
"05-09 years","Baldwin","249","0","0"
"10-17 years","Baldwin","562","1","5"
"18-29 years","Baldwin","2018","0","22"
"30-39 years","Baldwin","1026","2","21"
"40-49 years","Baldwin","967","6","46"
"50-59 years","Baldwin","918","22","82"
"60-69 years","Baldwin","707","42","94"
"70-79 years","Baldwin","433","49","73"
"80 & Older years","Baldwin","237","64","78"
"<1 years","Baldwin","38","0","3"
"Unknown years","Baldwin","4","0","0"
"01-04 years","Banks","47","0","2"
"05-09 years","Banks","90","0","1"
"10-17 years","Banks","247","0","5"
"18-29 years","Banks","645","0","21"
"30-39 years","Banks","474","0","21"
"40-49 years","Banks","484","7","31"
"50-59 years","Banks","495","7","43"
"60-69 years","Banks","393","16","73"
"70-79 years","Banks","277","27","80"
"80 & Older years","Banks","119","17","40"
"<1 years","Banks","27","0","3"
"Unknown years","Banks","24","0","1"
"01-04 years","Barrow","384","0","1"
"05-09 years","Barrow","688","0","3"
"10-17 years","Barrow","1910","1","15"
"18-29 years","Barrow","3786","1","66"
"30-39 years","Barrow","3402","3","92"
"40-49 years","Barrow","3207","14","122"
"50-59 years","Barrow","2686","23","178"
"60-69 years","Barrow","1745","54","199"
"70-79 years","Barrow","987","66","151"
"80 & Older years","Barrow","430","72","129"
"<1 years","Barrow","156","0","11"
"Unknown years","Barrow","22","0","2"
"01-04 years","Bartow","450","0","14"
"05-09 years","Bartow","687","0","4"
"10-17 years","Bartow","2010","0","18"
"18-29 years","Bartow","4112","0","41"
"30-39 years","Bartow","3354","7","74"
"40-49 years","Bartow","3225","11","130"
"50-59 years","Bartow","3319","38","231"
"60-69 years","Bartow","2101","93","245"
"70-79 years","Bartow","1282","119","264"
"80 & Older years","Bartow","609","106","165"
"<1 years","Bartow","198","0","8"
"Unknown years","Bartow","44","0","3"
"01-04 years","Ben Hill","43","0","1"
"05-09 years","Ben Hill","41","0","0"
"10-17 years","Ben Hill","177","0","0"
"18-29 years","Ben Hill","427","0","5"
"30-39 years","Ben Hill","339","3","13"
"40-49 years","Ben Hill","299","2","16"
"50-59 years","Ben Hill","307","8","34"
"60-69 years","Ben Hill","262","17","37"
"70-79 years","Ben Hill","173","22","56"
"80 & Older years","Ben Hill","78","20","21"
"<1 years","Ben Hill","15","0","2"
"01-04 years","Berrien","59","0","1"
"05-09 years","Berrien","70","0","0"
"10-17 years","Berrien","195","0","1"
"18-29 years","Berrien","378","0","0"
"30-39 years","Berrien","323","0","5"
"40-49 years","Berrien","245","1","8"
"50-59 years","Berrien","277","6","25"
"60-69 years","Berrien","214","11","30"
"70-79 years","Berrien","147","20","22"
"80 & Older years","Berrien","76","16","16"
"<1 years","Berrien","18","0","0"
"Unknown years","Berrien","2","0","0"
"01-04 years","Bibb","496","0","8"
"05-09 years","Bibb","910","0","4"
"10-17 years","Bibb","2200","0","15"
"18-29 years","Bibb","6461","4","149"
"30-39 years","Bibb","4891","11","207"
"40-49 years","Bibb","4351","30","327"
"50-59 years","Bibb","3865","67","459"
"60-69 years","Bibb","2884","152","604"
"70-79 years","Bibb","1572","181","508"
"80 & Older years","Bibb","879","211","409"
"<1 years","Bibb","136","0","9"
"Unknown years","Bibb","9","0","1"
"01-04 years","Bleckley","24","0","0"
"05-09 years","Bleckley","60","0","0"
"10-17 years","Bleckley","168","0","1"
"18-29 years","Bleckley","339","0","6"
"30-39 years","Bleckley","209","1","5"
"40-49 years","Bleckley","188","1","3"
"50-59 years","Bleckley","176","4","10"
"60-69 years","Bleckley","126","9","16"
"70-79 years","Bleckley","88","8","16"
"80 & Older years","Bleckley","67","19","15"
"<1 years","Bleckley","10","0","0"
"Unknown years","Bleckley","1","0","0"
"01-04 years","Brantley","52","0","0"
"05-09 years","Brantley","89","0","0"
"10-17 years","Brantley","265","0","1"
"18-29 years","Brantley","478","0","6"
"30-39 years","Brantley","358","3","8"
"40-49 years","Brantley","337","5","20"
"50-59 years","Brantley","366","18","36"
"60-69 years","Brantley","262","17","42"
"70-79 years","Brantley","177","26","48"
"80 & Older years","Brantley","73","15","19"
"<1 years","Brantley","10","0","0"
"Unknown years","Brantley","9","0","0"
"01-04 years","Brooks","53","0","2"
"05-09 years","Brooks","70","0","0"
"10-17 years","Brooks","164","0","0"
"18-29 years","Brooks","332","0","4"
"30-39 years","Brooks","271","1","10"
"40-49 years","Brooks","253","2","17"
"50-59 years","Brooks","279","7","34"
"60-69 years","Brooks","179","12","29"
"70-79 years","Brooks","154","18","29"
"80 & Older years","Brooks","92","21","27"
"<1 years","Brooks","24","0","0"
"Unknown years","Brooks","2","0","0"
"01-04 years","Bryan","205","0","0"
"05-09 years","Bryan","330","0","2"
"10-17 years","Bryan","837","0","5"
"18-29 years","Bryan","1314","1","20"
"30-39 years","Bryan","1182","4","32"
"40-49 years","Bryan","1130","5","53"
"50-59 years","Bryan","781","8","56"
"60-69 years","Bryan","486","19","70"
"70-79 years","Bryan","280","19","102"
"80 & Older years","Bryan","108","12","37"
"<1 years","Bryan","87","0","5"
"Unknown years","Bryan","15","0","0"
"01-04 years","Bulloch","260","0","1"
"05-09 years","Bulloch","455","0","1"
"10-17 years","Bulloch","1096","0","3"
"18-29 years","Bulloch","3798","1","19"
"30-39 years","Bulloch","1508","5","35"
"40-49 years","Bulloch","1138","8","42"
"50-59 years","Bulloch","1030","19","67"
"60-69 years","Bulloch","663","24","77"
"70-79 years","Bulloch","328","30","66"
"80 & Older years","Bulloch","158","19","46"
"<1 years","Bulloch","102","0","5"
"Unknown years","Bulloch","2","0","0"
"01-04 years","Burke","56","0","0"
"05-09 years","Burke","106","0","0"
"10-17 years","Burke","268","0","3"
"18-29 years","Burke","580","2","15"
"30-39 years","Burke","469","2","19"
"40-49 years","Burke","473","5","27"
"50-59 years","Burke","419","6","42"
"60-69 years","Burke","338","11","56"
"70-79 years","Burke","161","18","51"
"80 & Older years","Burke","57","13","22"
"<1 years","Burke","19","0","0"
"Unknown years","Burke","4","0","0"
"01-04 years","Butts","93","0","3"
"05-09 years","Butts","117","0","0"
"10-17 years","Butts","349","0","6"
"18-29 years","Butts","883","0","12"
"30-39 years","Butts","786","2","12"
"40-49 years","Butts","703","6","27"
"50-59 years","Butts","726","18","57"
"60-69 years","Butts","487","24","59"
"70-79 years","Butts","319","39","56"
"80 & Older years","Butts","189","44","17"
"<1 years","Butts","38","0","3"
"Unknown years","Butts","2","0","0"
"01-04 years","Calhoun","27","0","0"
"05-09 years","Calhoun","22","0","0"
"10-17 years","Calhoun","72","0","1"
"18-29 years","Calhoun","171","0","9"
"30-39 years","Calhoun","175","3","8"
"40-49 years","Calhoun","162","1","11"
"50-59 years","Calhoun","145","4","21"
"60-69 years","Calhoun","115","4","27"
"70-79 years","Calhoun","47","7","12"
"80 & Older years","Calhoun","33","2","12"
"<1 years","Calhoun","7","0","0"
"Unknown years","Calhoun","2","0","0"
"01-04 years","Camden","232","0","0"
"05-09 years","Camden","362","0","2"
"10-17 years","Camden","893","0","2"
"18-29 years","Camden","1860","0","12"
"30-39 years","Camden","1523","3","26"
"40-49 years","Camden","1072","10","30"
"50-59 years","Camden","1114","16","41"
"60-69 years","Camden","763","26","58"
"70-79 years","Camden","439","14","37"
"80 & Older years","Camden","170","23","31"
"<1 years","Camden","44","0","2"
"Unknown years","Camden","30","0","0"
"01-04 years","Candler","23","0","0"
"05-09 years","Candler","48","0","0"
"10-17 years","Candler","128","0","0"
"18-29 years","Candler","231","0","2"
"30-39 years","Candler","192","0","7"
"40-49 years","Candler","191","5","5"
"50-59 years","Candler","208","13","21"
"60-69 years","Candler","142","10","21"
"70-79 years","Candler","104","15","24"
"80 & Older years","Candler","36","8","15"
"<1 years","Candler","13","0","0"
"Unknown years","Candler","2","0","0"
"01-04 years","Carroll","284","0","3"
"05-09 years","Carroll","462","0","4"
"10-17 years","Carroll","1443","0","7"
"18-29 years","Carroll","3274","1","25"
"30-39 years","Carroll","2302","4","28"
"40-49 years","Carroll","2070","10","49"
"50-59 years","Carroll","1959","19","71"
"60-69 years","Carroll","1303","36","106"
"70-79 years","Carroll","750","44","82"
"80 & Older years","Carroll","387","61","55"
"<1 years","Carroll","103","0","2"
"Unknown years","Carroll","16","0","4"
"01-04 years","Catoosa","261","0","1"
"05-09 years","Catoosa","460","0","2"
"10-17 years","Catoosa","1250","0","2"
"18-29 years","Catoosa","2316","1","16"
"30-39 years","Catoosa","1893","2","18"
"40-49 years","Catoosa","1892","4","39"
"50-59 years","Catoosa","1737","13","63"
"60-69 years","Catoosa","1191","17","81"
"70-79 years","Catoosa","716","34","94"
"80 & Older years","Catoosa","456","48","65"
"<1 years","Catoosa","84","0","1"
"Unknown years","Catoosa","53","0","2"
"01-04 years","Charlton","33","0","0"
"05-09 years","Charlton","64","0","0"
"10-17 years","Charlton","138","0","0"
"18-29 years","Charlton","518","1","4"
"30-39 years","Charlton","419","2","6"
"40-49 years","Charlton","339","3","14"
"50-59 years","Charlton","258","5","13"
"60-69 years","Charlton","230","12","32"
"70-79 years","Charlton","125","12","28"
"80 & Older years","Charlton","52","12","20"
"<1 years","Charlton","14","0","0"
"Unknown years","Charlton","4","0","0"
"01-04 years","Chatham","1783","0","13"
"05-09 years","Chatham","2804","1","6"
"10-17 years","Chatham","5418","0","35"
"18-29 years","Chatham","12257","7","198"
"30-39 years","Chatham","9358","26","290"
"40-49 years","Chatham","6862","44","351"
"50-59 years","Chatham","5781","92","495"
"60-69 years","Chatham","4253","157","639"
"70-79 years","Chatham","2171","194","589"
"80 & Older years","Chatham","1167","229","489"
"<1 years","Chatham","637","0","17"
"Unknown years","Chatham","66","0","2"
"01-04 years","Chattahoochee","26","0","0"
"05-09 years","Chattahoochee","54","0","0"
"10-17 years","Chattahoochee","220","0","2"
"18-29 years","Chattahoochee","4794","7","10"
"30-39 years","Chattahoochee","520","2","6"
"40-49 years","Chattahoochee","129","1","1"
"50-59 years","Chattahoochee","69","1","11"
"60-69 years","Chattahoochee","43","1","7"
