"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2556","20"
"Hispanic/Latino","American Indian/Alaska Native","130","0"
"Hispanic/Latino","Asian","271","1"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","180","1"
"Hispanic/Latino","Other","29380","304"
"Hispanic/Latino","Unknown","13540","11"
"Hispanic/Latino","White","38933","509"
"Non-Hispanic/Latino","African-American/Black","188385","5198"
"Non-Hispanic/Latino","American Indian/Alaska Native","354","10"
"Non-Hispanic/Latino","Asian","14328","292"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","571","9"
"Non-Hispanic/Latino","Other","10005","54"
"Non-Hispanic/Latino","Unknown","8416","55"
"Non-Hispanic/Latino","White","276420","8787"
"Unknown","African-American/Black","26443","37"
"Unknown","American Indian/Alaska Native","139","0"
"Unknown","Asian","3397","2"
"Unknown","Native Hawaiian/Pacific Islander","171","0"
"Unknown","Other","25901","22"
"Unknown","Unknown","144349","72"
"Unknown","White","40935","78"
