"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2457","18"
"Hispanic/Latino","American Indian/Alaska Native","129","0"
"Hispanic/Latino","Asian","256","1"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","177","1"
"Hispanic/Latino","Other","28695","292"
"Hispanic/Latino","Unknown","13406","10"
"Hispanic/Latino","White","37993","494"
"Non-Hispanic/Latino","African-American/Black","182386","4923"
"Non-Hispanic/Latino","American Indian/Alaska Native","346","10"
"Non-Hispanic/Latino","Asian","13772","281"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","552","8"
"Non-Hispanic/Latino","Other","9672","52"
"Non-Hispanic/Latino","Unknown","8595","54"
"Non-Hispanic/Latino","White","267127","8353"
"Unknown","African-American/Black","26090","33"
"Unknown","American Indian/Alaska Native","135","0"
"Unknown","Asian","3306","2"
"Unknown","Native Hawaiian/Pacific Islander","170","0"
"Unknown","Other","25377","23"
"Unknown","Unknown","145175","67"
"Unknown","White","40303","67"
