"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1477","13"
"Hispanic/Latino","American Indian/Alaska Native","62","0"
"Hispanic/Latino","Asian","147","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","122","0"
"Hispanic/Latino","Other","19790","193"
"Hispanic/Latino","Unknown","8361","6"
"Hispanic/Latino","White","27078","344"
"Non-Hispanic/Latino","African-American/Black","112734","3522"
"Non-Hispanic/Latino","American Indian/Alaska Native","197","10"
"Non-Hispanic/Latino","Asian","7241","164"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","332","7"
"Non-Hispanic/Latino","Other","5149","16"
"Non-Hispanic/Latino","Unknown","3892","11"
"Non-Hispanic/Latino","White","154273","4840"
"Unknown","African-American/Black","16060","15"
"Unknown","American Indian/Alaska Native","91","0"
"Unknown","Asian","1958","1"
"Unknown","Native Hawaiian/Pacific Islander","116","0"
"Unknown","Other","6726","5"
"Unknown","Unknown","82175","31"
"Unknown","White","23753","26"
