county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,689,19,65,3712.08
Atkinson,324,3,39,3889.56
Bacon,438,8,34,3840.76
Baker,65,3,13,2086.01
Baldwin,1070,41,108,2408.39
Banks,275,4,44,1376.24
Barrow,1323,32,179,1531.55
Bartow,1914,64,220,1727.89
Ben Hill,464,4,42,2787.62
Berrien,304,0,13,1577.09
Bibb,3715,71,609,2441.67
Bleckley,252,10,18,1962.92
Brantley,255,6,18,1327.99
Brooks,416,18,48,2645.13
Bryan,677,8,57,1729.82
Bulloch,1310,14,87,1648.48
Burke,481,7,61,2152.9
Butts,494,38,44,1962.34
Calhoun,207,6,42,3276.87
Camden,780,5,24,1446.48
Candler,267,6,9,2463.78
Carroll,1905,51,131,1585.93
Catoosa,660,10,54,959.71
Charlton,438,3,17,3305.41
Chatham,5914,76,527,2024.12
Chattahoochee,767,2,10,7135.55
Chattooga,280,4,15,1130.58
Cherokee,3609,64,343,1353.63
Clarke,2117,19,136,1631.23
Clay,91,2,7,3187.39
Clayton,5154,111,530,1690.73
Clinch,200,4,16,3004.81
Cobb,14006,323,1416,1771.59
Coffee,1497,30,204,3478
Colquitt,1565,24,119,3447.67
Columbia,2346,25,128,1478.9
Cook,445,6,45,2552.04
Coweta,1539,22,101,1012.49
Crawford,106,0,14,866.86
Crisp,391,15,56,1754.23
Dade,129,1,8,798.17
Dawson,401,3,53,1484.03
DeKalb,14292,242,1640,1801.92
Decatur,809,14,64,3073.47
Dodge,236,3,15,1157.71
Dooly,258,14,47,1925.37
Dougherty,2754,172,569,3063.23
Douglas,2728,54,320,1795.85
Early,368,32,32,3627.05
Echols,225,2,8,5668.93
Effingham,758,3,47,1183.89
Elbert,366,1,18,1931.91
Emanuel,534,11,40,2356.16
Evans,270,3,15,2526.43
Fannin,349,3,32,1325.99
Fayette,1159,30,65,986.01
Floyd,1580,18,103,1581.33
Forsyth,2357,24,222,933.44
Franklin,416,6,33,1783.19
Fulton,20874,445,1918,1899.05
Gilmer,635,4,56,2021.2
Glascock,25,1,4,826.45
Glynn,2593,52,194,3013.47
Gordon,1225,23,85,2110.29
Grady,503,6,66,2049.71
Greene,325,12,40,1736.39
Gwinnett,20382,272,2167,2098.76
Habersham,1157,50,170,2526.2
Hall,6206,99,754,3007.53
Hancock,324,35,46,3954.6
Haralson,230,6,19,748.65
Harris,659,17,71,1898.48
Hart,322,7,47,1233.39
Heard,147,5,9,1188.36
Henry,3457,49,155,1441.22
Houston,2023,62,275,1288.22
Irwin,168,1,25,1780.98
Jackson,1098,17,104,1469.88
Jasper,168,1,13,1183.18
Jeff Davis,466,8,25,3076.31
Jefferson,517,8,54,3376.22
Jenkins,249,24,47,2903.45
Johnson,248,11,44,2567.02
Jones,322,3,30,1126.23
Lamar,280,12,29,1447.25
Lanier,221,4,15,2135.06
Laurens,993,14,86,2099.54
Lee,551,22,86,1838.44
Liberty,766,4,64,1237.4
Lincoln,150,4,21,1846.15
Long,132,1,8,662.82
Lowndes,3229,45,149,2739.27
Lumpkin,357,6,54,1056.15
Macon,180,10,39,1385.89
Madison,417,6,45,1381.85
Marion,152,5,15,1832.87
McDuffie,365,10,54,1690.05
McIntosh,190,2,13,1304.32
Meriwether,403,6,51,1917.22
Miller,146,0,8,2532.96
Mitchell,657,41,124,2978.78
Monroe,467,27,61,1684.28
Montgomery,157,2,16,1702.08
Morgan,283,0,18,1478.73
Murray,609,2,35,1512.63
Muscogee,4826,102,487,2518.45
Newton,1865,40,196,1659.93
Non-GA Resident/Unknown State,16668,96,423,0
Oconee,450,15,44,1078.18
Oglethorpe,226,7,30,1482.94
Paulding,1744,23,124,1010.77
Peach,394,14,70,1439.27
Pickens,410,5,38,1222.79
Pierce,413,9,45,2113.07
Pike,224,5,21,1187.7
Polk,837,11,38,1924.93
Pulaski,127,2,14,1165.89
Putnam,437,18,47,1996.8
Quitman,31,1,6,1351.35
Rabun,227,3,34,1336.39
Randolph,273,26,43,4042.05
Richmond,4509,94,414,2229.53
Rockdale,1371,18,175,1443.77
Schley,69,1,8,1308.06
Screven,215,9,28,1546.76
Seminole,212,4,20,2604.42
Spalding,967,41,128,1399.22
Stephens,655,13,75,2487.85
Stewart,256,7,51,4176.86
Sumter,775,56,176,2636.14
Talbot,140,3,20,2273.47
Taliaferro,13,0,1,796.57
Tattnall,520,1,37,2046.36
Taylor,93,2,14,1168.64
Telfair,289,10,26,1847.35
Terrell,301,30,67,3554.98
Thomas,1135,43,136,2554.52
Tift,1363,40,178,3338.23
Toombs,783,9,56,2901.83
Towns,151,1,18,1254.78
Treutlen,130,3,17,1903.65
Troup,2312,72,264,3283.44
Turner,251,18,40,3107.97
Twiggs,122,4,30,1508.78
Union,285,7,45,1124.93
Unknown,2665,12,85,0
Upson,567,46,60,2157.78
Walker,723,17,37,1038.64
Walton,1153,39,126,1203.37
Ware,1170,29,113,3263.33
Warren,80,1,21,1535.51
Washington,486,2,31,2393.85
Wayne,790,11,62,2635.62
Webster,40,2,8,1568.63
Wheeler,95,1,5,1201.16
White,359,5,56,1130.42
Whitfield,3575,32,179,3415.43
Wilcox,186,19,41,2116.04
Wilkes,193,3,22,1927.3
Wilkinson,220,11,41,2466.64
Worth,450,23,77,2234.14
