"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1357","13"
"Hispanic/Latino","American Indian/Alaska Native","55","0"
"Hispanic/Latino","Asian","131","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","113","0"
"Hispanic/Latino","Other","18511","185"
"Hispanic/Latino","Unknown","7655","5"
"Hispanic/Latino","White","25489","337"
"Non-Hispanic/Latino","African-American/Black","103544","3437"
"Non-Hispanic/Latino","American Indian/Alaska Native","185","10"
"Non-Hispanic/Latino","Asian","6477","158"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","299","7"
"Non-Hispanic/Latino","Other","4755","16"
"Non-Hispanic/Latino","Unknown","3456","11"
"Non-Hispanic/Latino","White","140399","4631"
"Unknown","African-American/Black","15446","12"
"Unknown","American Indian/Alaska Native","87","0"
"Unknown","Asian","1825","1"
"Unknown","Native Hawaiian/Pacific Islander","101","0"
"Unknown","Other","5974","5"
"Unknown","Unknown","75393","30"
"Unknown","White","22101","21"
