county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,518,16,56,2790.8
Atkinson,268,2,34,3217.29
Bacon,389,5,32,3411.08
Baker,52,3,13,1668.81
Baldwin,854,37,87,1922.21
Banks,209,3,31,1045.94
Barrow,940,32,150,1088.18
Bartow,1367,55,184,1234.08
Ben Hill,303,1,27,1820.37
Berrien,229,0,11,1188.01
Bibb,2731,53,468,1794.94
Bleckley,116,3,10,903.57
Brantley,205,4,12,1067.6
Brooks,328,13,34,2085.59
Bryan,475,6,45,1213.69
Bulloch,941,10,70,1184.14
Burke,339,7,44,1517.32
Butts,411,36,33,1632.64
Calhoun,182,6,37,2881.11
Camden,508,4,16,942.07
Candler,181,1,8,1670.2
Carroll,1587,42,122,1321.19
Catoosa,457,8,30,664.52
Charlton,279,3,14,2105.5
Chatham,4382,48,391,1499.78
Chattahoochee,509,1,9,4735.32
Chattooga,145,2,5,585.48
Cherokee,2481,52,263,930.55
Clarke,1475,15,107,1136.55
Clay,69,2,6,2416.81
Clayton,4063,92,410,1332.84
Clinch,160,4,15,2403.85
Cobb,10240,288,1197,1295.24
Coffee,1208,22,168,2806.56
Colquitt,1426,21,103,3141.45
Columbia,1548,18,111,975.85
Cook,344,5,38,1972.82
Coweta,1207,17,82,794.07
Crawford,81,0,10,662.41
Crisp,348,14,52,1561.31
Dade,97,1,6,600.17
Dawson,241,3,33,891.9
DeKalb,11281,207,1353,1422.3
Decatur,515,8,49,1956.54
Dodge,203,2,18,995.83
Dooly,231,14,46,1723.88
Dougherty,2476,162,521,2754.02
Douglas,2078,46,270,1367.95
Early,326,31,30,3213.09
Echols,217,0,7,5467.37
Effingham,542,1,35,846.53
Elbert,286,1,14,1509.63
Emanuel,330,5,25,1456.05
Evans,176,1,9,1646.86
Fannin,238,2,24,904.26
Fayette,825,23,58,701.86
Floyd,1069,15,66,1069.9
Forsyth,1641,16,174,649.88
Franklin,327,3,27,1401.69
Fulton,16073,371,1621,1462.27
Gilmer,437,3,43,1390.97
Glascock,19,0,1,628.1
Glynn,2127,22,145,2471.9
Gordon,834,21,55,1436.72
Grady,358,4,57,1458.84
Greene,215,11,23,1148.69
Gwinnett,15534,216,1790,1599.56
Habersham,943,48,143,2058.95
Hall,4924,71,625,2386.25
Hancock,264,34,41,3222.26
Haralson,176,6,19,572.88
Harris,567,14,62,1633.44
Hart,207,0,28,792.89
Heard,120,3,9,970.09
Henry,2630,38,142,1096.45
Houston,1497,41,204,953.27
Irwin,130,1,19,1378.14
Jackson,793,13,81,1061.58
Jasper,112,1,10,788.79
Jeff Davis,319,5,15,2105.89
Jefferson,382,5,46,2494.61
Jenkins,211,19,39,2460.35
Johnson,209,5,35,2163.34
Jones,225,1,17,786.96
Lamar,200,8,21,1033.75
Lanier,202,4,13,1951.5
Laurens,605,2,47,1279.18
Lee,483,22,81,1611.56
Liberty,485,2,38,783.47
Lincoln,105,3,16,1292.31
Long,95,1,3,477.03
Lowndes,2668,25,127,2263.36
Lumpkin,242,5,46,715.93
Macon,161,10,37,1239.61
Madison,277,4,31,917.92
Marion,126,4,15,1519.35
McDuffie,239,9,40,1106.64
McIntosh,127,2,10,871.83
Meriwether,323,5,42,1536.63
Miller,111,0,5,1925.75
Mitchell,555,41,117,2516.32
Monroe,376,22,45,1356.08
Montgomery,108,0,14,1170.86
Morgan,157,0,10,820.36
Murray,470,2,29,1167.38
Muscogee,3893,75,411,2031.56
Newton,1386,24,162,1233.6
Non-Georgia Resident,14936,74,350,0
Oconee,346,15,39,829
Oglethorpe,164,7,27,1076.12
Paulding,1231,18,118,713.45
Peach,256,10,49,935.16
Pickens,232,5,24,691.92
Pierce,363,5,39,1857.25
Pike,167,3,15,885.47
Polk,531,5,23,1221.19
Pulaski,74,2,8,679.34
Putnam,317,17,36,1448.48
Quitman,25,1,5,1089.8
Rabun,159,3,27,936.06
Randolph,235,26,40,3479.42
Richmond,2903,74,334,1435.42
Rockdale,990,12,156,1042.54
Schley,45,1,7,853.08
Screven,160,9,24,1151.08
Seminole,92,2,12,1130.22
Spalding,762,36,103,1102.59
Stephens,484,6,51,1838.35
Stewart,239,5,48,3899.49
Sumter,698,55,165,2374.23
Talbot,121,3,18,1964.92
Taliaferro,7,0,1,428.92
Tattnall,334,1,22,1314.39
Taylor,62,2,13,779.09
Telfair,237,4,18,1514.96
Terrell,277,29,63,3271.52
Thomas,850,38,110,1913.08
Tift,1158,34,156,2836.15
Toombs,527,6,38,1953.08
Towns,101,1,16,839.29
Treutlen,78,2,11,1142.19
Troup,2090,52,227,2968.16
Turner,209,18,36,2587.91
Twiggs,69,2,16,853.33
Union,176,6,35,694.69
Unknown,2202,6,62,0
Upson,448,45,50,1704.91
Walker,469,14,22,673.75
Walton,762,32,90,795.29
Ware,1028,20,103,2867.26
Warren,46,0,16,882.92
Washington,337,1,23,1659.93
Wayne,526,2,37,1754.85
Webster,36,2,7,1411.76
Wheeler,80,1,3,1011.51
White,254,5,44,799.8
Whitfield,2726,23,125,2604.33
Wilcox,150,18,25,1706.48
Wilkes,164,3,21,1637.71
Wilkinson,157,10,33,1760.29
Worth,399,23,67,1980.94
