"age group","county name","cases","deaths","confirmed_case_hospitalization"
"01-04 years","Georgia","51253","7","808"
"05-09 years","Georgia","82701","5","548"
"10-17 years","Georgia","197163","21","1798"
"18-29 years","Georgia","456531","278","9049"
"30-39 years","Georgia","363587","724","10910"
"40-49 years","Georgia","327193","1572","14187"
"50-59 years","Georgia","295842","3812","20693"
"60-69 years","Georgia","198991","6878","23771"
"70-79 years","Georgia","111792","8933","22083"
"80 & Older years","Georgia","58004","10376","16531"
"<1 years","Georgia","18516","5","846"
"Unknown years","Georgia","2976","0","394"
"01-04 years","Appling","83","0","0"
"05-09 years","Appling","127","0","0"
"10-17 years","Appling","426","1","3"
"18-29 years","Appling","662","1","9"
"30-39 years","Appling","513","4","10"
"40-49 years","Appling","500","10","32"
"50-59 years","Appling","498","12","50"
"60-69 years","Appling","417","24","75"
"70-79 years","Appling","287","28","61"
"80 & Older years","Appling","145","35","45"
"<1 years","Appling","22","0","0"
"Unknown years","Appling","1","0","0"
"01-04 years","Atkinson","43","1","3"
"05-09 years","Atkinson","74","0","1"
"10-17 years","Atkinson","193","0","2"
"18-29 years","Atkinson","326","0","16"
"30-39 years","Atkinson","242","0","18"
"40-49 years","Atkinson","245","4","39"
"50-59 years","Atkinson","223","5","42"
"60-69 years","Atkinson","154","9","51"
"70-79 years","Atkinson","84","10","37"
"80 & Older years","Atkinson","42","13","28"
"<1 years","Atkinson","18","0","1"
"01-04 years","Bacon","59","0","1"
"05-09 years","Bacon","83","0","1"
"10-17 years","Bacon","241","0","1"
"18-29 years","Bacon","673","0","15"
"30-39 years","Bacon","405","1","13"
"40-49 years","Bacon","402","5","28"
"50-59 years","Bacon","317","5","32"
"60-69 years","Bacon","265","21","59"
"70-79 years","Bacon","178","19","52"
"80 & Older years","Bacon","92","16","33"
"<1 years","Bacon","20","0","0"
"Unknown years","Bacon","1","0","0"
"01-04 years","Baker","12","0","0"
"05-09 years","Baker","21","0","0"
"10-17 years","Baker","23","0","1"
"18-29 years","Baker","61","0","0"
"30-39 years","Baker","41","0","5"
"40-49 years","Baker","38","3","3"
"50-59 years","Baker","42","0","5"
"60-69 years","Baker","45","3","17"
"70-79 years","Baker","26","3","11"
"80 & Older years","Baker","18","5","6"
"<1 years","Baker","3","0","0"
"Unknown years","Baker","1","0","0"
"01-04 years","Baldwin","141","0","2"
"05-09 years","Baldwin","272","0","0"
"10-17 years","Baldwin","589","1","5"
"18-29 years","Baldwin","2157","0","23"
"30-39 years","Baldwin","1120","2","21"
"40-49 years","Baldwin","1043","7","49"
"50-59 years","Baldwin","1010","25","84"
"60-69 years","Baldwin","790","44","106"
"70-79 years","Baldwin","482","53","83"
"80 & Older years","Baldwin","266","72","82"
"<1 years","Baldwin","47","0","4"
"Unknown years","Baldwin","2","0","0"
"01-04 years","Banks","63","0","3"
"05-09 years","Banks","102","0","1"
"10-17 years","Banks","265","0","5"
"18-29 years","Banks","709","1","24"
"30-39 years","Banks","536","0","23"
"40-49 years","Banks","518","8","33"
"50-59 years","Banks","545","10","50"
"60-69 years","Banks","433","18","81"
"70-79 years","Banks","316","30","91"
"80 & Older years","Banks","140","22","46"
"<1 years","Banks","32","0","2"
"Unknown years","Banks","6","0","1"
"01-04 years","Barrow","456","0","5"
"05-09 years","Barrow","769","0","4"
"10-17 years","Barrow","2045","1","20"
"18-29 years","Barrow","4121","2","76"
"30-39 years","Barrow","3682","3","99"
"40-49 years","Barrow","3452","13","125"
"50-59 years","Barrow","2971","25","191"
"60-69 years","Barrow","1944","60","214"
"70-79 years","Barrow","1125","68","163"
"80 & Older years","Barrow","493","79","149"
"<1 years","Barrow","206","0","11"
"Unknown years","Barrow","7","0","2"
"01-04 years","Bartow","535","0","19"
"05-09 years","Bartow","754","0","6"
"10-17 years","Bartow","2111","0","23"
"18-29 years","Bartow","4482","0","53"
"30-39 years","Bartow","3686","6","86"
"40-49 years","Bartow","3460","12","143"
"50-59 years","Bartow","3627","38","253"
"60-69 years","Bartow","2335","99","268"
"70-79 years","Bartow","1446","127","291"
"80 & Older years","Bartow","703","115","190"
"<1 years","Bartow","244","0","10"
"Unknown years","Bartow","31","0","2"
"01-04 years","Ben Hill","46","0","1"
"05-09 years","Ben Hill","41","0","0"
"10-17 years","Ben Hill","183","0","0"
"18-29 years","Ben Hill","439","0","5"
"30-39 years","Ben Hill","357","3","12"
"40-49 years","Ben Hill","307","2","18"
"50-59 years","Ben Hill","319","8","36"
"60-69 years","Ben Hill","269","17","39"
"70-79 years","Ben Hill","176","25","59"
"80 & Older years","Ben Hill","81","20","22"
"<1 years","Ben Hill","20","0","2"
"01-04 years","Berrien","65","0","1"
"05-09 years","Berrien","74","0","0"
"10-17 years","Berrien","197","0","1"
"18-29 years","Berrien","404","0","0"
"30-39 years","Berrien","335","0","5"
"40-49 years","Berrien","264","1","8"
"50-59 years","Berrien","303","6","26"
"60-69 years","Berrien","230","12","31"
"70-79 years","Berrien","158","24","26"
"80 & Older years","Berrien","83","17","17"
"<1 years","Berrien","29","0","0"
"Unknown years","Berrien","1","0","0"
"01-04 years","Bibb","564","0","11"
"05-09 years","Bibb","982","0","4"
"10-17 years","Bibb","2335","0","17"
"18-29 years","Bibb","7022","4","158"
"30-39 years","Bibb","5299","13","217"
"40-49 years","Bibb","4745","32","347"
"50-59 years","Bibb","4265","71","489"
"60-69 years","Bibb","3238","167","642"
"70-79 years","Bibb","1853","202","540"
"80 & Older years","Bibb","990","225","423"
"<1 years","Bibb","179","0","9"
"Unknown years","Bibb","5","0","0"
"01-04 years","Bleckley","27","0","1"
"05-09 years","Bleckley","61","0","0"
"10-17 years","Bleckley","168","0","1"
"18-29 years","Bleckley","350","0","6"
"30-39 years","Bleckley","219","1","5"
"40-49 years","Bleckley","204","1","3"
"50-59 years","Bleckley","190","4","11"
"60-69 years","Bleckley","141","11","19"
"70-79 years","Bleckley","95","8","17"
"80 & Older years","Bleckley","74","21","17"
"<1 years","Bleckley","10","0","0"
"01-04 years","Brantley","59","0","0"
"05-09 years","Brantley","95","0","0"
"10-17 years","Brantley","267","0","1"
"18-29 years","Brantley","493","0","5"
"30-39 years","Brantley","377","3","8"
"40-49 years","Brantley","357","6","20"
"50-59 years","Brantley","394","19","39"
"60-69 years","Brantley","277","18","44"
"70-79 years","Brantley","191","29","52"
"80 & Older years","Brantley","80","17","19"
"<1 years","Brantley","12","0","0"
"Unknown years","Brantley","1","0","0"
"01-04 years","Brooks","58","0","2"
"05-09 years","Brooks","71","0","0"
"10-17 years","Brooks","166","0","0"
"18-29 years","Brooks","353","0","4"
"30-39 years","Brooks","296","1","10"
"40-49 years","Brooks","282","2","18"
"50-59 years","Brooks","297","7","34"
"60-69 years","Brooks","208","13","32"
"70-79 years","Brooks","174","21","32"
"80 & Older years","Brooks","109","24","33"
"<1 years","Brooks","25","0","0"
"Unknown years","Brooks","1","0","0"
"01-04 years","Bryan","269","0","3"
"05-09 years","Bryan","367","0","2"
"10-17 years","Bryan","889","0","6"
"18-29 years","Bryan","1431","2","25"
"30-39 years","Bryan","1280","5","37"
"40-49 years","Bryan","1247","6","57"
"50-59 years","Bryan","905","9","64"
"60-69 years","Bryan","561","20","77"
"70-79 years","Bryan","323","22","111"
"80 & Older years","Bryan","130","16","44"
"<1 years","Bryan","125","0","8"
"Unknown years","Bryan","7","0","0"
"01-04 years","Bulloch","276","0","1"
"05-09 years","Bulloch","458","0","1"
