"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1559","12"
"Hispanic/Latino","American Indian/Alaska Native","71","0"
"Hispanic/Latino","Asian","157","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","128","0"
"Hispanic/Latino","Other","20712","198"
"Hispanic/Latino","Unknown","8941","5"
"Hispanic/Latino","White","28202","346"
"Non-Hispanic/Latino","African-American/Black","119076","3579"
"Non-Hispanic/Latino","American Indian/Alaska Native","213","10"
"Non-Hispanic/Latino","Asian","7765","168"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","359","6"
"Non-Hispanic/Latino","Other","5397","16"
"Non-Hispanic/Latino","Unknown","4315","13"
"Non-Hispanic/Latino","White","164694","4991"
"Unknown","African-American/Black","16302","10"
"Unknown","American Indian/Alaska Native","94","0"
"Unknown","Asian","2005","1"
"Unknown","Native Hawaiian/Pacific Islander","120","0"
"Unknown","Other","7363","5"
"Unknown","Unknown","88370","24"
"Unknown","White","24422","12"
