"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1535","12"
"Hispanic/Latino","American Indian/Alaska Native","71","0"
"Hispanic/Latino","Asian","154","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","128","0"
"Hispanic/Latino","Other","20529","198"
"Hispanic/Latino","Unknown","8848","5"
"Hispanic/Latino","White","27995","345"
"Non-Hispanic/Latino","African-American/Black","117821","3571"
"Non-Hispanic/Latino","American Indian/Alaska Native","214","10"
"Non-Hispanic/Latino","Asian","7655","167"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","354","6"
"Non-Hispanic/Latino","Other","5347","16"
"Non-Hispanic/Latino","Unknown","4204","11"
"Non-Hispanic/Latino","White","162465","4968"
"Unknown","African-American/Black","16177","10"
"Unknown","American Indian/Alaska Native","95","0"
"Unknown","Asian","1991","1"
"Unknown","Native Hawaiian/Pacific Islander","119","0"
"Unknown","Other","7229","4"
"Unknown","Unknown","87030","22"
"Unknown","White","24212","12"
