"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","6761","37"
"Hispanic/Latino","American Indian/Alaska Native","366","2"
"Hispanic/Latino","Asian","687","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","444","4"
"Hispanic/Latino","Other","51429","453"
"Hispanic/Latino","Unknown","27144","14"
"Hispanic/Latino","White","70204","834"
"Non-Hispanic/Latino","African-American/Black","413988","8856"
"Non-Hispanic/Latino","American Indian/Alaska Native","816","23"
"Non-Hispanic/Latino","Asian","30555","447"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1096","17"
"Non-Hispanic/Latino","Other","25074","102"
"Non-Hispanic/Latino","Unknown","11605","12"
"Non-Hispanic/Latino","White","563287","15539"
"Unknown","African-American/Black","32783","15"
"Unknown","American Indian/Alaska Native","265","0"
"Unknown","Asian","5407","2"
"Unknown","Native Hawaiian/Pacific Islander","257","0"
"Unknown","Other","31057","13"
"Unknown","Unknown","175803","75"
"Unknown","White","44226","24"
