county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,313,14,45,1686.33
Atkinson,182,2,22,2184.87
Bacon,289,5,24,2534.2
Baker,43,3,12,1379.97
Baldwin,617,34,79,1388.76
Banks,147,1,23,735.66
Barrow,589,25,116,681.85
Bartow,859,42,163,775.47
Ben Hill,209,1,16,1255.63
Berrien,162,0,9,840.42
Bibb,1564,41,273,1027.93
Bleckley,81,1,6,630.94
Brantley,122,3,7,635.35
Brooks,204,11,20,1297.13
Bryan,209,5,26,534.02
Bulloch,561,4,42,705.95
Burke,161,7,34,720.62
Butts,329,34,32,1306.9
Calhoun,168,6,35,2659.49
Camden,235,2,10,435.8
Candler,74,0,6,682.85
Carroll,946,40,117,787.55
Catoosa,339,8,28,492.94
Charlton,81,2,10,611.27
Chatham,2117,38,244,724.56
Chattahoochee,433,0,7,4028.28
Chattooga,77,2,5,310.91
Cherokee,1621,46,198,607.99
Clarke,841,15,68,648.02
Clay,56,2,5,1961.47
Clayton,2580,81,279,846.35
Clinch,115,3,11,1727.76
Cobb,6369,248,958,805.6
Coffee,734,17,122,1705.31
Colquitt,1189,19,87,2619.35
Columbia,709,12,65,446.95
Cook,205,3,23,1175.66
Coweta,821,16,63,540.13
Crawford,56,0,5,457.97
Crisp,301,12,45,1350.44
Dade,77,1,5,476.43
Dawson,167,3,26,618.04
DeKalb,7472,175,1028,942.06
Decatur,282,8,29,1071.35
Dodge,131,2,12,642.63
Dooly,219,12,44,1634.33
Dougherty,2042,155,472,2271.29
Douglas,1259,37,212,828.8
Early,290,31,29,2858.27
Echols,191,0,6,4812.3
Effingham,224,1,24,349.86
Elbert,143,0,10,754.82
Emanuel,181,3,17,798.62
Evans,38,0,3,355.57
Fannin,115,1,11,436.93
Fayette,476,19,50,404.95
Floyd,670,15,59,670.56
Forsyth,1057,15,114,418.6
Franklin,239,1,17,1024.48
Fulton,9586,319,1205,872.1
Gilmer,216,2,23,687.53
Glascock,13,0,0,429.75
Glynn,1332,9,62,1547.99
Gordon,480,18,44,826.89
Grady,242,4,35,986.15
Greene,109,9,20,582.36
Gwinnett,10415,175,1224,1072.45
Habersham,740,39,107,1615.72
Hall,3620,63,485,1754.31
Hancock,225,33,37,2746.25
Haralson,101,5,17,328.75
Harris,410,12,47,1181.15
Hart,92,0,8,352.4
Heard,79,3,7,638.64
Henry,1611,33,119,671.62
Houston,871,29,154,554.64
Irwin,89,1,11,943.5
Jackson,483,10,57,646.59
Jasper,83,1,8,584.55
Jeff Davis,142,3,12,937.42
Jefferson,164,2,18,1070.99
Jenkins,135,12,31,1574.16
Johnson,113,2,17,1169.65
Jones,130,0,7,454.69
Lamar,140,6,15,723.63
Lanier,160,3,11,1545.74
Laurens,297,1,28,627.96
Lee,414,22,70,1381.34
Liberty,178,1,22,287.54
Lincoln,56,1,9,689.23
Long,59,1,2,296.26
Lowndes,1743,14,102,1478.65
Lumpkin,158,4,33,467.43
Macon,132,9,36,1016.32
Madison,143,4,21,473.87
Marion,88,2,13,1061.14
McDuffie,136,7,29,629.72
McIntosh,71,1,3,487.4
Meriwether,233,3,26,1108.47
Miller,55,0,3,954.2
Mitchell,477,40,100,2162.68
Monroe,226,19,32,815.09
Montgomery,48,0,5,520.38
Morgan,71,0,8,370.99
Murray,274,2,20,680.56
Muscogee,2438,55,281,1272.27
Newton,812,12,105,722.72
Non-Georgia Resident,8034,50,245,0
Oconee,213,11,28,510.34
Oglethorpe,101,7,18,662.73
Paulding,778,16,96,450.9
Peach,133,10,30,485.84
Pickens,112,5,16,334.03
Pierce,230,5,30,1176.77
Pike,110,3,12,583.24
Polk,283,1,17,650.84
Pulaski,57,2,8,523.27
Putnam,197,12,24,900.16
Quitman,20,1,5,871.84
Rabun,61,3,16,359.12
Randolph,205,25,36,3035.24
Richmond,1448,59,244,715.98
Rockdale,625,11,109,658.17
Schley,27,1,7,511.85
Screven,105,7,21,755.4
Seminole,54,2,8,663.39
Spalding,527,33,74,762.55
Stephens,286,6,38,1086.3
Stewart,207,3,43,3377.39
Sumter,598,50,154,2034.08
Talbot,88,3,15,1429.04
Taliaferro,2,0,0,122.55
Tattnall,174,0,11,684.74
Taylor,39,2,11,490.07
Telfair,137,3,12,875.74
Terrell,238,28,58,2810.91
Thomas,536,32,79,1206.36
Tift,924,26,113,2263.04
Toombs,304,5,25,1126.64
Towns,58,1,10,481.97
Treutlen,41,1,8,600.38
Troup,1698,38,176,2411.45
Turner,185,17,34,2290.74
Twiggs,41,1,8,507.05
Union,92,3,26,363.13
Unknown,1211,2,34,0
Upson,383,45,47,1457.55
Walker,364,12,18,522.91
Walton,504,28,65,526.02
Ware,576,16,71,1606.56
Warren,30,0,11,575.82
Washington,163,1,14,802.88
Wayne,134,0,9,447.05
Webster,31,2,7,1215.69
Wheeler,56,0,2,708.05
White,159,4,31,500.66
Whitfield,1610,15,72,1538.14
Wilcox,132,15,20,1501.71
Wilkes,87,1,18,868.78
Wilkinson,102,9,28,1143.63
Worth,346,22,57,1717.8
