"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","4174","31"
"Hispanic/Latino","American Indian/Alaska Native","236","0"
"Hispanic/Latino","Asian","416","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","316","3"
"Hispanic/Latino","Other","41753","362"
"Hispanic/Latino","Unknown","18223","9"
"Hispanic/Latino","White","54777","660"
"Non-Hispanic/Latino","African-American/Black","294836","6951"
"Non-Hispanic/Latino","American Indian/Alaska Native","549","17"
"Non-Hispanic/Latino","Asian","20796","391"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","864","11"
"Non-Hispanic/Latino","Other","19316","165"
"Non-Hispanic/Latino","Unknown","10004","7"
"Non-Hispanic/Latino","White","426198","11862"
"Unknown","African-American/Black","28358","20"
"Unknown","American Indian/Alaska Native","223","0"
"Unknown","Asian","4847","2"
"Unknown","Native Hawaiian/Pacific Islander","199","0"
"Unknown","Other","28133","10"
"Unknown","Unknown","153851","44"
"Unknown","White","43363","33"
